Name,Age,#days,Lev,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,mlbID,AVG
Mitch Haniger,32,976,Maj-NL,San Francisco,61,229,211,27,44,13,1,6,28,15,0,65,2,0,1,7,1,0,0.209,0.266,0.365,0.631,571745,0.209
Ian Happ,28,971,Maj-NL,Chicago,158,691,580,86,144,35,4,21,84,99,2,153,6,0,6,12,14,3,0.248,0.36,0.431,0.791,664023,0.248
Bryce Harper,30,947,Maj-NL,Philadelphia,139,601,499,98,146,29,1,26,80,93,10,130,5,0,4,12,14,4,0.293,0.406,0.511,0.917,547180,0.293
Michael Harris II,22,959,Maj-NL,Atlanta,142,552,518,76,148,33,3,18,57,25,1,104,5,1,3,8,20,4,0.286,0.323,0.465,0.788,671739,0.286
Josh Harrison,35,1033,Maj-NL,Philadelphia,40,114,103,8,21,3,0,2,10,3,0,20,6,0,2,2,0,0,0.204,0.263,0.291,0.554,543281,0.204
Adam Haseley,27,1064,Maj-AL,Chicago,28,39,36,6,8,2,0,0,2,3,0,8,0,0,0,1,1,0,0.222,0.282,0.278,0.56,656514,0.222
Ke\'Bryan Hayes,26,971,Maj-NL,Pittsburgh,124,525,494,65,134,31,7,15,61,28,1,104,0,0,3,11,10,6,0.271,0.309,0.453,0.762,663647,0.271
Austin Hays,27,961,Maj-AL,Baltimore,147,579,531,77,146,37,2,16,67,40,1,144,3,0,5,12,5,1,0.275,0.326,0.443,0.769,669720,0.275
Austin Hedges,30,944,"Maj-AL,Maj-NL","Pittsburgh,Texas",82,213,186,14,34,5,0,1,16,11,0,48,2,10,3,7,1,0,0.183,0.233,0.226,0.458,595978,0.183
Jonah Heim,28,939,Maj-AL,Texas,148,572,523,66,132,28,0,21,103,45,2,106,1,0,3,10,3,0,0.252,0.311,0.426,0.738,641680,0.252
Tyler Heineman,32,970,"Maj-AL,Maj-NL","Pittsburgh,Toronto",22,47,38,5,9,1,1,0,3,8,0,8,1,0,0,0,1,0,0.237,0.383,0.316,0.699,623168,0.237
Gunnar Henderson,22,961,Maj-AL,Baltimore,153,635,572,103,149,29,9,29,84,57,1,163,3,0,3,10,10,4,0.26,0.329,0.495,0.824,683002,0.26
David Hensley,27,1013,Maj-AL,Houston,30,94,84,12,10,1,0,1,3,10,0,35,0,0,0,0,1,0,0.119,0.213,0.167,0.379,682073,0.119
Enrique Hern\xc3\xa1ndez,31,960,"Maj-AL,Maj-NL","Boston,Los Angeles",143,516,473,57,113,23,0,11,63,34,1,97,3,0,6,17,4,1,0.239,0.291,0.357,0.648,571771,0.239
Teoscar Hern\xc3\xa1ndez,30,971,Maj-AL,Seattle,160,678,625,70,161,29,2,26,93,38,2,211,8,0,7,6,7,2,0.258,0.305,0.435,0.741,606192,0.258
Yonny Hern\xc3\xa1ndez,25,1037,Maj-NL,Los Angeles,13,27,22,5,3,1,0,0,4,2,0,8,1,1,1,0,0,0,0.136,0.231,0.182,0.413,660634,0.136
Iv\xc3\xa1n Herrera,23,971,Maj-NL,St. Louis,13,44,37,6,11,2,0,0,4,5,0,11,2,0,0,1,0,0,0.297,0.409,0.351,0.76,671056,0.297
Jos\xc3\xa9 Herrera,26,960,Maj-NL,Arizona,43,124,104,15,21,5,0,0,7,14,0,30,0,5,1,2,1,0,0.202,0.294,0.25,0.544,645444,0.202
Jason Heyward,33,960,Maj-NL,Los Angeles,127,384,341,56,90,23,0,15,40,34,1,68,3,0,3,7,2,2,0.264,0.333,0.463,0.797,518792,0.264
Aaron Hicks,33,961,Maj-AL,"Baltimore,New York",96,322,277,45,70,9,1,9,41,44,1,70,0,0,1,3,6,0,0.253,0.354,0.39,0.744,543305,0.253
Kyle Higashioka,33,970,Maj-AL,New York,92,260,242,24,57,13,0,10,34,14,0,74,0,1,3,5,0,0,0.236,0.274,0.413,0.687,543309,0.236
Derek Hill,27,1059,Maj-NL,Washington,13,50,47,3,8,1,0,0,1,3,0,11,0,0,0,0,1,0,0.17,0.22,0.191,0.411,656537,0.17
Sam Hilliard,29,1045,Maj-NL,Atlanta,40,78,72,15,17,5,0,3,6,6,0,33,0,0,0,1,4,0,0.236,0.295,0.431,0.725,656541,0.236
Nico Hoerner,26,972,Maj-NL,Chicago,150,688,619,98,175,27,4,9,68,49,0,83,14,1,5,12,43,7,0.283,0.346,0.383,0.729,663538,0.283
TJ Hopkins,26,1004,Maj-NL,Cincinnati,25,44,41,7,7,0,0,0,1,2,0,17,1,0,0,1,1,0,0.171,0.227,0.171,0.398,686759,0.171
Spencer Horwitz,25,980,Maj-AL,Toronto,15,44,39,5,10,2,0,1,7,4,0,12,1,0,0,1,0,0,0.256,0.341,0.385,0.726,687462,0.256
Eric Hosmer,33,1108,Maj-NL,Chicago,31,100,94,7,22,3,0,2,14,6,0,25,0,0,0,5,0,0,0.234,0.28,0.33,0.61,543333,0.234
Sam Huff,25,984,Maj-AL,Texas,21,45,43,5,11,2,0,3,6,2,0,17,0,0,0,1,0,0,0.256,0.289,0.512,0.801,669087,0.256
Cooper Hummel,28,1136,Maj-AL,Seattle,10,26,23,2,2,1,0,0,0,2,0,9,1,0,0,1,1,0,0.087,0.192,0.13,0.323,669450,0.087
Andy Ib\xc3\xa1\xc3\xb1ez,30,970,Maj-AL,Detroit,114,383,356,42,94,23,2,11,41,24,0,69,1,1,1,7,1,0,0.264,0.312,0.433,0.744,628451,0.264
Jonathan India,26,971,Maj-NL,Cincinnati,119,529,454,78,111,23,0,17,61,52,0,109,16,0,7,13,14,2,0.244,0.338,0.407,0.746,663697,0.244
Kyle Isbel,26,972,Maj-AL,Kansas City,91,313,292,45,70,22,2,5,34,17,0,59,1,1,2,5,7,1,0.24,0.282,0.38,0.662,664728,0.24
Travis Jankowski,32,939,Maj-AL,Texas,111,297,256,36,68,13,1,1,32,36,0,42,2,1,2,6,19,1,0.266,0.358,0.336,0.694,608671,0.266
Danny Jansen,28,1000,Maj-AL,Toronto,86,301,268,38,61,15,0,17,53,23,1,62,10,0,0,3,0,0,0.228,0.312,0.474,0.786,643376,0.228
Ryan Jeffers,26,960,Maj-AL,Minnesota,102,358,305,47,81,15,2,14,43,35,1,101,12,4,2,7,3,2,0.266,0.362,0.466,0.827,680777,0.266
Eloy Jim\xc3\xa9nez,26,971,Maj-AL,Chicago,120,489,456,50,124,23,0,18,64,30,2,93,1,0,2,13,0,0,0.272,0.317,0.441,0.758,650391,0.272
Connor Joe,30,970,Maj-NL,Pittsburgh,133,472,413,63,102,31,4,11,42,50,0,110,8,0,1,4,3,5,0.247,0.339,0.421,0.76,656582,0.247
Bryce Johnson,27,1061,Maj-NL,San Francisco,30,48,43,7,7,1,0,1,3,4,0,15,0,0,1,0,3,0,0.163,0.229,0.256,0.485,669369,0.163
Jahmai Jones,25,1038,Maj-NL,Milwaukee,7,11,10,2,2,1,0,0,3,1,0,5,0,0,0,0,1,0,0.2,0.273,0.3,0.573,663330,0.2
Nolan Jones,25,970,Maj-NL,Colorado,106,424,367,60,109,22,4,20,62,53,3,126,3,0,1,1,20,4,0.297,0.389,0.542,0.931,666134,0.297
Aaron Judge,31,971,Maj-AL,New York,106,458,367,79,98,16,0,37,75,88,9,130,0,0,3,5,3,1,0.267,0.406,0.613,1.019,592450,0.267
Edouard Julien,24,960,Maj-AL,Minnesota,114,430,355,62,94,18,1,17,39,69,0,136,2,1,3,8,3,0,0.265,0.385,0.465,0.849,666397,0.265
Corey Julks,27,1004,Maj-AL,Houston,93,323,298,35,73,14,0,6,33,22,0,75,1,0,2,6,15,3,0.245,0.297,0.352,0.65,667452,0.245
Josh Jung,25,939,Maj-AL,Texas,139,585,543,88,147,29,2,26,78,33,0,170,5,0,4,11,1,3,0.271,0.316,0.475,0.791,673962,0.271
Connor Kaiser,26,1072,Maj-NL,Colorado,3,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,663731,0.0
Jarred Kelenic,23,970,Maj-AL,Seattle,105,416,372,44,94,25,2,11,49,41,4,132,1,0,2,6,13,5,0.253,0.327,0.419,0.746,672284,0.253
Carson Kelly,28,971,"Maj-AL,Maj-NL","Arizona,Detroit",50,151,136,13,28,5,0,2,13,14,0,40,0,0,1,2,1,0,0.206,0.278,0.287,0.565,608348,0.206
Tony Kemp,31,977,Maj-AL,Oakland,124,419,359,42,75,13,3,5,27,44,0,40,6,7,3,9,15,4,0.209,0.303,0.304,0.607,643393,0.209
Buddy Kennedy,24,1002,Maj-NL,Arizona,10,29,24,1,4,1,0,0,1,4,0,6,1,0,0,0,0,0,0.167,0.31,0.208,0.519,671083,0.167
Max Kepler,30,960,Maj-AL,Minnesota,135,515,461,73,119,24,2,24,66,46,0,116,4,0,4,9,1,1,0.258,0.328,0.475,0.803,596146,0.258
Grae Kessinger,25,970,Maj-AL,Houston,26,45,40,3,8,2,0,1,1,5,0,12,0,0,0,0,0,1,0.2,0.289,0.325,0.614,666197,0.2
Carter Kieboom,25,970,Maj-NL,Washington,27,94,87,12,18,2,0,4,11,6,0,27,1,0,0,2,0,0,0.207,0.266,0.368,0.634,666198,0.207
Kevin Kiermaier,33,967,Maj-AL,Toronto,131,414,375,58,100,21,6,8,37,30,0,88,4,1,4,9,14,1,0.267,0.324,0.419,0.743,595281,0.267
Ha-Seong Kim,27,970,Maj-NL,San Diego,152,626,538,84,140,23,0,17,60,75,1,124,3,5,5,7,38,9,0.26,0.351,0.398,0.749,673490,0.26
Isiah Kiner-Falefa,28,970,Maj-AL,New York,113,361,326,39,79,12,1,6,37,28,0,70,3,1,3,12,14,5,0.242,0.306,0.34,0.646,643396,0.242
Alex Kirilloff,25,961,Maj-AL,Minnesota,93,330,290,35,76,14,1,11,41,30,1,84,7,0,3,2,1,0,0.262,0.342,0.431,0.773,666135,0.262
Alejandro Kirk,24,967,Maj-AL,Toronto,125,430,378,34,95,16,0,8,43,43,1,46,7,0,2,21,0,0,0.251,0.337,0.357,0.694,672386,0.251
Heston Kjerstad,24,970,Maj-AL,Baltimore,13,33,30,3,7,1,0,2,3,2,0,10,0,0,0,0,0,0,0.233,0.281,0.467,0.748,677008,0.233
Andrew Knizner,28,970,Maj-NL,St. Louis,70,241,224,30,54,11,0,10,31,12,0,62,3,1,1,8,2,0,0.241,0.288,0.424,0.712,668800,0.241
Taylor Kohlwey,28,1035,Maj-NL,San Diego,5,13,13,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0.154,0.154,0.154,0.308,670128,0.154
Mark Kolozsvary,27,1080,Maj-AL,Baltimore,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,656627,
Ryan Kreidler,25,1140,Maj-AL,Detroit,11,18,18,2,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0.111,0.111,0.111,0.222,668952,0.111
Steven Kwan,25,970,Maj-AL,Cleveland,158,718,638,93,171,36,7,5,54,70,2,75,3,1,6,9,21,3,0.268,0.34,0.37,0.71,680757,0.268
Tommy La Stella,34,1124,Maj-AL,Seattle,12,24,21,2,4,1,0,0,2,3,0,5,0,0,0,0,0,0,0.19,0.292,0.238,0.53,600303,0.19
Jake Lamb,32,1118,Maj-AL,Los Angeles,18,54,51,7,11,1,0,2,5,3,0,15,0,0,0,1,0,0,0.216,0.259,0.353,0.612,571875,0.216
Shea Langeliers,25,971,Maj-AL,Oakland,135,490,448,52,92,19,4,22,63,34,2,143,5,1,2,10,3,2,0.205,0.268,0.413,0.681,669127,0.205
Trevor Larnach,26,970,Maj-AL,Minnesota,58,212,183,26,39,7,3,8,40,27,1,72,0,0,2,2,1,1,0.213,0.311,0.415,0.727,663616,0.213
Ram\xc3\xb3n Laureano,28,970,Maj-AL,"Cleveland,Oakland",105,404,361,46,81,18,4,9,35,33,0,114,9,0,1,9,12,1,0.224,0.304,0.371,0.676,657656,0.224
Jordan Lawlar,20,940,Maj-NL,Arizona,16,36,32,3,4,0,0,0,0,3,0,11,1,0,0,0,1,1,0.125,0.222,0.125,0.347,691783,0.125
Korey Lee,24,970,Maj-AL,Chicago,24,70,65,4,5,1,0,1,3,5,0,20,0,0,0,0,0,0,0.077,0.143,0.138,0.281,686676,0.077
DJ LeMahieu,34,970,Maj-AL,New York,136,562,497,55,121,22,3,15,44,60,2,125,3,0,2,14,2,2,0.243,0.327,0.39,0.718,518934,0.243
Sandy Le\xc3\xb3n,34,1080,Maj-AL,Texas,21,44,41,4,6,2,0,0,4,1,0,20,1,1,0,2,0,0,0.146,0.186,0.195,0.381,506702,0.146
Josh Lester,28,1070,Maj-AL,Baltimore,11,23,22,0,4,0,0,0,4,1,0,7,0,0,0,1,0,0,0.182,0.217,0.182,0.399,623507,0.182
Kyle Lewis,27,1013,Maj-NL,Arizona,16,54,51,2,8,2,0,1,2,3,0,21,0,0,0,0,0,0,0.157,0.204,0.255,0.459,641786,0.157
Royce Lewis,24,960,Maj-AL,Minnesota,64,265,239,42,72,7,0,19,57,24,0,63,2,0,0,7,6,1,0.301,0.37,0.569,0.939,668904,0.301
Francisco Lindor,29,970,Maj-NL,New York,160,687,602,108,153,33,2,31,98,66,1,137,12,0,7,8,31,4,0.254,0.336,0.47,0.806,596019,0.254
Andre Lipcius,25,973,Maj-AL,Detroit,13,38,35,3,10,1,0,1,4,3,0,8,0,0,0,1,0,0,0.286,0.342,0.4,0.742,686531,0.286
Tim Locastro,30,970,Maj-NL,New York,43,67,56,13,13,3,0,2,3,3,0,22,6,2,0,0,6,0,0.232,0.338,0.393,0.731,641796,0.232
Nick Loftin,24,972,Maj-AL,Kansas City,19,68,62,10,20,5,1,0,10,4,0,12,1,0,1,0,2,0,0.323,0.368,0.435,0.803,679845,0.323
Evan Longoria,37,939,Maj-NL,Arizona,90,291,259,28,55,12,0,11,32,26,0,94,1,1,4,9,0,0,0.212,0.283,0.386,0.669,446334,0.212
Alejo Lopez,27,992,Maj-NL,Cincinnati,1,2,2,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0.5,0.5,1.0,1.5,664670,0.5
Irving Lopez,28,970,Maj-NL,St. Louis,5,12,11,0,0,0,0,0,1,0,0,5,0,0,1,0,0,0,0.0,0.0,0.0,0.0,676761,0.0
Nicky Lopez,28,970,"Maj-AL,Maj-NL","Atlanta,Kansas City",93,262,225,32,52,8,3,1,25,26,0,40,6,4,1,3,6,2,0.231,0.326,0.307,0.632,670032,0.231
Brandon Lowe,28,980,Maj-AL,Tampa Bay,109,436,377,58,87,15,1,21,68,50,0,119,6,0,3,8,7,0,0.231,0.328,0.443,0.771,664040,0.231
Josh Lowe,25,967,Maj-AL,Tampa Bay,137,506,470,72,137,33,2,20,83,32,2,124,1,0,3,6,32,3,0.291,0.336,0.498,0.834,666139,0.291
Nathaniel Lowe,27,939,Maj-AL,Texas,178,796,689,99,177,40,3,20,88,99,2,187,5,0,3,22,1,0,0.257,0.353,0.411,0.764,663993,0.257
Marco Luciano,21,970,Maj-NL,San Francisco,14,45,39,4,9,3,0,0,0,6,0,17,0,0,0,0,1,0,0.231,0.333,0.308,0.641,682617,0.231
Nathan Lukes,28,988,Maj-AL,Toronto,29,31,26,4,5,1,1,0,2,4,0,9,0,0,1,1,0,0,0.192,0.29,0.308,0.598,664770,0.192
Jordan Luplow,29,970,Maj-AL,"Minnesota,Toronto",39,90,77,11,16,3,0,2,5,12,1,27,1,0,0,1,2,0,0.208,0.322,0.325,0.647,656669,0.208
Manny Machado,30,972,Maj-NL,San Diego,138,601,543,75,140,21,0,30,91,50,1,109,2,0,6,20,3,2,0.258,0.319,0.462,0.782,592518,0.258
Nick Madrigal,26,985,Maj-NL,Chicago,91,294,270,34,71,16,1,2,28,10,0,24,9,5,0,3,10,2,0.263,0.311,0.352,0.663,663611,0.263
Bligh Madris,27,1040,Maj-AL,Houston,11,30,26,4,4,1,0,0,0,4,0,7,0,0,0,0,0,0,0.154,0.267,0.192,0.459,676632,0.154
Drew Maggi,34,1125,Maj-NL,Pittsburgh,3,6,6,1,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0.333,0.333,0.5,0.833,543482,0.333
Luke Maile,32,970,Maj-NL,Cincinnati,74,199,179,17,42,10,0,6,25,14,0,49,5,1,0,8,2,1,0.235,0.308,0.391,0.699,571912,0.235
Mart\xc3\xadn Maldonado,36,948,Maj-AL,Houston,127,441,390,35,73,12,0,15,38,34,0,150,4,13,0,12,0,0,0.187,0.259,0.333,0.593,455117,0.187
Trey Mancini,31,1032,Maj-NL,Chicago,79,263,235,31,55,12,0,4,28,21,1,78,2,0,3,5,0,0,0.234,0.299,0.336,0.635,641820,0.234
Tucupita Marcano,23,1039,Maj-NL,Pittsburgh,75,220,202,16,47,12,2,3,18,10,0,35,3,3,2,2,5,2,0.233,0.276,0.356,0.633,672779,0.233
Manuel Margot,28,967,Maj-AL,Tampa Bay,101,343,317,39,83,21,1,4,38,18,0,57,4,1,3,6,9,3,0.262,0.307,0.372,0.679,622534,0.262
Jake Marisnick,32,1045,"Maj-AL,Maj-NL","Chicago,Detroit,Los Angeles",46,83,76,10,18,3,2,2,10,3,0,21,2,1,1,4,2,3,0.237,0.28,0.408,0.688,545350,0.237
Cade Marlowe,26,993,Maj-AL,Seattle,34,100,88,14,21,3,2,3,11,12,0,33,0,0,0,1,4,2,0.239,0.33,0.42,0.75,687799,0.239
Brandon Marsh,25,947,Maj-NL,Philadelphia,145,514,442,60,125,29,6,13,64,63,2,159,4,1,4,5,12,2,0.283,0.374,0.464,0.838,669016,0.283
Ketel Marte,29,939,Maj-NL,Arizona,167,729,642,100,181,33,10,27,93,77,2,127,5,0,5,17,11,3,0.282,0.361,0.491,0.851,606466,0.282
Noelvi Marte,21,970,Maj-NL,Cincinnati,34,123,114,15,36,7,0,3,15,8,0,25,1,0,0,1,6,2,0.316,0.366,0.456,0.822,682622,0.316
Starling Marte,34,1027,Maj-NL,New York,86,341,315,38,78,7,1,5,28,16,1,69,8,2,0,8,24,4,0.248,0.301,0.324,0.625,516782,0.248
J.D. Martinez,35,960,Maj-NL,Los Angeles,115,491,442,62,119,27,2,34,104,36,1,153,2,0,9,11,1,0,0.269,0.321,0.57,0.891,502110,0.269
J.P. Martinez,27,996,Maj-AL,Texas,17,44,40,7,9,1,0,1,4,2,0,16,0,0,2,0,0,0,0.225,0.25,0.325,0.575,679881,0.225
Nick Martini,33,970,Maj-NL,Cincinnati,29,79,72,10,19,3,1,6,16,5,0,15,2,0,0,1,0,0,0.264,0.329,0.583,0.912,605361,0.264
Michael Massey,25,970,Maj-AL,Kansas City,129,461,428,42,98,18,1,15,55,24,0,99,4,1,4,3,6,2,0.229,0.274,0.381,0.655,686681,0.229
Miles Mastrobuoni,27,970,Maj-NL,Chicago,60,149,133,24,32,5,0,1,5,13,0,32,0,3,0,1,13,1,0.241,0.308,0.301,0.609,670156,0.241
Jorge Mateo,28,961,Maj-AL,Baltimore,118,355,323,59,73,16,2,7,35,22,0,83,1,5,3,8,32,5,0.226,0.275,0.353,0.628,622761,0.226
Mark Mathias,28,1019,Maj-NL,"Pittsburgh,San Francisco",27,72,62,6,14,2,0,0,6,10,0,15,0,0,0,4,3,0,0.226,0.333,0.258,0.591,664029,0.226
Nick Maton,26,1014,Maj-AL,Detroit,93,293,249,29,43,9,0,8,32,38,1,73,3,1,2,4,1,2,0.173,0.288,0.305,0.593,665155,0.173
Luis Matos,21,971,Maj-NL,San Francisco,76,253,228,24,57,13,1,2,14,20,0,33,3,2,0,3,3,0,0.25,0.319,0.342,0.661,682641,0.25
Ronny Mauricio,22,970,Maj-NL,New York,26,108,101,11,25,4,0,2,9,7,0,31,0,0,0,2,7,0,0.248,0.296,0.347,0.643,677595,0.248
James McCann,33,970,Maj-AL,Baltimore,69,226,207,25,46,14,0,6,26,9,0,57,5,3,2,5,3,1,0.222,0.269,0.377,0.646,543510,0.222
Jake McCarthy,25,970,Maj-NL,Arizona,99,312,276,37,67,7,5,2,16,26,0,62,5,4,1,4,26,4,0.243,0.318,0.326,0.644,664983,0.243
Chas McCormick,28,948,Maj-AL,Houston,123,488,431,60,118,17,2,23,73,42,0,122,12,1,2,3,20,6,0.274,0.353,0.483,0.836,676801,0.274
Mason McCoy,28,996,Maj-AL,Toronto,6,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,669200,0.0
Andrew McCutchen,36,997,Maj-NL,Pittsburgh,112,473,390,55,100,19,0,12,43,75,1,100,4,0,4,8,11,3,0.256,0.378,0.397,0.776,457705,0.256
Reese McGuire,28,970,Maj-AL,Boston,72,206,187,15,50,12,1,1,16,11,0,53,1,2,1,2,2,1,0.267,0.31,0.358,0.668,624512,0.267
Ryan McKenna,26,977,Maj-AL,Baltimore,88,139,122,23,31,7,0,2,18,9,0,40,3,3,2,4,5,0,0.254,0.316,0.361,0.677,663630,0.254
Billy McKinney,28,1012,Maj-AL,New York,48,147,128,19,29,3,1,6,14,17,1,39,1,0,1,1,1,0,0.227,0.32,0.406,0.726,641856,0.227
Zach McKinstry,28,971,Maj-AL,Detroit,148,518,464,60,107,21,4,9,35,44,0,113,5,2,3,3,16,6,0.231,0.302,0.351,0.654,656716,0.231
Matt McLain,23,1005,Maj-NL,Cincinnati,89,403,365,65,106,23,4,16,50,31,0,115,7,0,0,5,14,5,0.29,0.357,0.507,0.864,680574,0.29
Ryan McMahon,28,970,Maj-NL,Colorado,152,627,555,80,133,31,3,23,70,68,2,198,1,0,3,19,5,5,0.24,0.322,0.431,0.753,641857,0.24
Jeff McNeil,31,974,Maj-NL,New York,156,648,585,75,158,25,4,10,55,39,0,65,18,3,3,5,10,0,0.27,0.333,0.378,0.711,643446,0.27
Curtis Mead,22,967,Maj-AL,Tampa Bay,26,99,89,12,23,3,1,1,6,7,0,23,2,0,0,3,0,0,0.258,0.327,0.348,0.675,678554,0.258
Austin Meadows,28,1148,Maj-AL,Detroit,6,21,21,0,5,1,0,0,2,0,0,3,0,0,0,0,0,0,0.238,0.238,0.286,0.524,640457,0.238
Parker Meadows,23,970,Maj-AL,Detroit,37,145,125,19,29,4,2,3,13,17,1,37,2,0,1,0,8,1,0.232,0.331,0.368,0.699,678009,0.232
Wade Meckler,23,996,Maj-NL,San Francisco,20,64,56,6,13,1,0,0,4,6,0,25,2,0,0,0,0,0,0.232,0.328,0.25,0.578,685133,0.232
Francisco Mejia,27,1043,Maj-AL,Tampa Bay,50,160,150,22,34,11,0,5,19,6,0,38,1,1,2,2,0,1,0.227,0.258,0.4,0.658,642336,0.227
MJ Melendez,24,970,Maj-AL,Kansas City,148,602,533,65,125,29,5,16,56,62,2,170,3,0,4,4,6,4,0.235,0.316,0.398,0.713,669004,0.235
Danny Mendick,29,971,Maj-NL,New York,33,69,65,4,12,3,0,1,4,4,0,15,0,0,0,1,1,0,0.185,0.232,0.277,0.509,664901,0.185
Joey Meneses,31,970,Maj-NL,Washington,154,657,611,71,168,36,1,13,89,38,0,130,5,0,3,15,0,0,0.275,0.321,0.401,0.722,608841,0.275
\xc3\x93scar Mercado,28,1062,Maj-NL,St. Louis,20,32,31,3,9,3,0,0,5,1,0,4,0,0,0,0,2,1,0.29,0.313,0.387,0.7,640458,0.29
Whit Merrifield,34,968,Maj-AL,Toronto,146,594,548,66,149,27,0,11,67,37,2,101,3,0,6,15,26,10,0.272,0.318,0.381,0.7,593160,0.272
Matt Mervis,25,1079,Maj-NL,Chicago,27,99,90,8,15,2,0,3,11,8,0,32,1,0,0,1,0,0,0.167,0.242,0.289,0.531,670223,0.167
Jake Meyers,27,970,Maj-AL,Houston,112,341,309,42,70,16,1,10,33,26,0,88,5,0,1,2,5,2,0.227,0.296,0.382,0.678,676694,0.227
Drew Millas,25,970,Maj-NL,Washington,11,33,28,1,8,2,0,1,6,4,0,5,0,1,0,2,0,0,0.286,0.375,0.464,0.839,686452,0.286
Brad Miller,33,1031,Maj-AL,Texas,27,67,56,8,12,4,0,1,6,10,0,11,0,0,1,1,0,0,0.214,0.328,0.339,0.668,543543,0.214
Owen Miller,26,992,Maj-NL,Milwaukee,90,314,291,29,76,17,0,5,27,17,1,61,2,0,4,6,13,2,0.261,0.303,0.371,0.674,680911,0.261
Shelby Miller,32,1123,Maj-NL,Los Angeles,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,571946,0.0
Jos\xc3\xa9 Miranda,25,1054,Maj-AL,Minnesota,40,152,142,12,30,4,0,3,13,9,0,24,1,0,0,8,0,0,0.211,0.263,0.303,0.566,669304,0.211
Calvin Mitchell,24,1072,Maj-NL,Pittsburgh,2,5,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0.2,0.0,0.2,668751,0.0
Garrett Mitchell,24,970,Maj-NL,Milwaukee,19,73,65,10,16,2,1,3,7,7,0,26,0,0,1,0,1,1,0.246,0.315,0.446,0.761,669003,0.246
Andruw Monasterio,26,967,Maj-NL,Milwaukee,93,316,283,38,73,14,1,3,27,28,0,67,3,0,2,9,7,2,0.258,0.329,0.346,0.675,655316,0.258
Yo\xc3\xa1n Moncada,28,971,Maj-AL,Chicago,92,357,334,39,87,20,1,11,40,20,0,107,2,0,1,6,1,0,0.26,0.305,0.425,0.73,660162,0.26
Mickey Moniak,25,971,Maj-AL,Los Angeles,85,323,311,35,87,21,2,14,45,9,1,113,3,0,0,4,6,3,0.28,0.307,0.495,0.802,666160,0.28
Elehuris Montero,24,970,Maj-NL,Colorado,85,307,284,40,69,15,2,11,39,15,0,111,5,0,3,5,0,0,0.243,0.29,0.426,0.716,660707,0.243
Coco Montes,26,1061,Maj-NL,Colorado,18,41,38,3,7,2,0,1,3,2,0,12,1,0,0,0,0,0,0.184,0.244,0.316,0.56,663796,0.184
Dylan Moore,30,970,Maj-AL,Seattle,67,165,145,18,30,9,1,7,19,16,0,56,4,0,0,1,7,3,0.207,0.303,0.428,0.731,664238,0.207
Christopher Morel,24,970,Maj-NL,Chicago,107,429,388,62,96,17,3,26,70,36,0,133,2,1,2,7,6,2,0.247,0.313,0.508,0.821,666624,0.247
Gabriel Moreno,23,939,Maj-NL,Arizona,128,450,404,39,112,20,1,11,62,35,0,95,3,1,7,18,6,2,0.277,0.334,0.413,0.747,672515,0.277
Taylor Motter,33,1002,Maj-NL,St. Louis,29,82,76,3,13,3,0,0,2,5,0,31,1,0,0,0,0,0,0.171,0.232,0.211,0.442,600301,0.171
Ryan Mountcastle,26,961,Maj-AL,Baltimore,118,483,434,65,116,22,1,18,70,38,1,111,3,0,8,13,3,1,0.267,0.325,0.447,0.772,663624,0.267
Mike Moustakas,34,971,"Maj-AL,Maj-NL","Colorado,Los Angeles",112,386,352,43,87,15,0,12,48,23,1,95,3,0,8,7,0,0,0.247,0.293,0.392,0.685,519058,0.247
Cedric Mullins,28,961,Maj-AL,Baltimore,119,467,416,51,94,23,3,15,74,43,1,104,1,3,4,6,19,3,0.226,0.297,0.404,0.701,656775,0.226
Max Muncy,32,960,Maj-NL,Los Angeles,138,591,493,97,104,17,1,36,105,86,4,157,6,0,6,8,1,2,0.211,0.332,0.469,0.8,571970,0.211
Sean Murphy,28,959,Maj-NL,Atlanta,110,445,377,65,95,21,0,21,68,49,0,100,18,0,1,18,0,0,0.252,0.364,0.475,0.839,669221,0.252
Tom Murphy,32,1019,Maj-AL,Seattle,47,159,145,19,42,12,0,8,17,10,0,44,1,0,2,4,0,0,0.29,0.335,0.538,0.873,608596,0.29
Dane Myers,27,985,Maj-NL,Miami,22,70,67,9,18,3,0,1,9,2,0,19,0,0,1,1,1,1,0.269,0.286,0.358,0.644,667472,0.269
Wil Myers,32,1101,Maj-NL,Cincinnati,36,141,127,11,24,3,0,3,12,12,0,48,0,1,1,3,2,1,0.189,0.257,0.283,0.541,571976,0.189
