Name,Age,#days,Lev,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,mlbID,AVG
Tyler Naquin,32,970,Maj-AL,Chicago,4,8,8,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0.0,0.0,0.0,0.0,571980,0.0
Omar Narv\xc3\xa1ez,31,971,Maj-NL,New York,49,146,128,12,27,5,0,2,7,14,0,27,0,1,3,1,0,0,0.211,0.283,0.297,0.58,553882,0.211
Bo Naylor,23,970,Maj-AL,Cleveland,67,230,198,33,47,13,0,11,32,30,1,53,1,0,1,2,5,0,0.237,0.339,0.47,0.809,666310,0.237
Josh Naylor,26,970,Maj-AL,Cleveland,121,495,452,52,139,31,0,17,97,33,9,68,3,0,7,11,10,3,0.308,0.354,0.489,0.842,647304,0.308
Zach Neto,22,970,Maj-AL,Los Angeles,84,329,289,38,65,17,0,9,34,20,0,77,16,1,3,5,5,1,0.225,0.308,0.377,0.685,687263,0.225
Tyler Nevin,26,970,Maj-AL,Detroit,41,111,95,11,19,3,1,2,10,12,0,25,3,0,1,1,0,1,0.2,0.306,0.316,0.622,663527,0.2
Kevin Newman,29,1017,Maj-NL,Cincinnati,74,253,225,28,57,16,0,3,28,17,0,34,4,2,5,7,8,1,0.253,0.311,0.364,0.675,621028,0.253
Tom\xc3\xa1s Nido,29,1090,Maj-NL,New York,22,61,56,5,7,0,0,0,1,2,0,18,0,2,1,2,0,0,0.125,0.153,0.125,0.278,621512,0.125
Brandon Nimmo,30,973,Maj-NL,New York,152,682,592,89,162,30,6,24,68,74,0,146,11,1,4,6,3,3,0.274,0.363,0.466,0.829,607043,0.274
Ryan Noda,27,970,Maj-AL,Oakland,128,495,406,63,93,22,1,16,54,77,1,170,10,0,2,4,3,1,0.229,0.364,0.406,0.77,676116,0.229
Austin Nola,33,1048,Maj-NL,San Diego,52,154,130,9,19,3,0,1,8,18,0,31,2,4,0,5,0,0,0.146,0.26,0.192,0.452,543592,0.146
Lars Nootbaar,25,970,Maj-NL,St. Louis,117,503,426,74,111,23,1,14,46,72,2,99,1,1,3,7,11,1,0.261,0.367,0.418,0.784,663457,0.261
Ryan O\'Hearn,29,961,Maj-AL,Baltimore,115,373,351,48,101,22,1,14,60,15,2,83,3,1,3,2,5,1,0.288,0.32,0.476,0.796,656811,0.288
Logan O\'Hoppe,23,970,Maj-AL,Los Angeles,51,199,182,23,43,6,0,14,29,14,0,48,2,0,1,4,0,1,0.236,0.296,0.5,0.796,681351,0.236
Brian O\'Keefe,29,990,Maj-AL,Seattle,8,21,19,0,2,2,0,0,2,2,0,7,0,0,0,2,0,0,0.105,0.19,0.211,0.401,657247,0.105
Tyler O\'Neill,28,985,Maj-NL,St. Louis,72,266,238,27,55,14,0,9,21,28,0,67,0,0,0,5,5,0,0.231,0.312,0.403,0.715,641933,0.231
Rougned Odor,29,1047,Maj-NL,San Diego,59,157,138,21,28,9,0,4,18,17,0,37,2,0,0,2,2,1,0.203,0.299,0.355,0.654,596059,0.203
Shohei Ohtani,28,998,Maj-AL,Los Angeles,135,599,497,102,151,26,8,44,95,91,21,143,3,0,3,9,20,6,0.304,0.412,0.654,1.066,660271,0.304
Chris Okey,28,1110,Maj-AL,Los Angeles,2,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,608360,0.0
Edward Olivares,27,970,Maj-AL,Kansas City,107,385,354,47,93,23,4,12,36,22,1,64,7,0,2,7,11,5,0.263,0.317,0.452,0.769,658668,0.263
Matt Olson,29,959,Maj-NL,Atlanta,166,737,624,128,176,27,3,54,139,105,8,168,4,0,4,13,1,0,0.282,0.387,0.595,0.981,621566,0.282
Jonathan Ornelas,23,984,Maj-AL,Texas,8,8,7,2,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0.143,0.25,0.143,0.393,680716,0.143
Rafael Ortega,32,970,Maj-NL,New York,47,136,114,16,25,3,0,1,8,20,0,33,1,1,0,0,6,1,0.219,0.341,0.272,0.613,542364,0.219
Joey Ortiz,24,1070,Maj-AL,Baltimore,15,34,33,4,7,1,0,0,4,0,0,9,0,0,1,2,0,0,0.212,0.206,0.242,0.448,687401,0.212
James Outman,26,962,Maj-NL,Los Angeles,153,573,488,86,120,16,3,23,70,69,1,184,12,0,4,4,16,3,0.246,0.351,0.432,0.783,681546,0.246
Chris Owings,31,1093,Maj-NL,Pittsburgh,10,25,25,0,4,0,0,0,0,0,0,12,0,0,0,1,0,0,0.16,0.16,0.16,0.32,572008,0.16
Marcell Ozuna,32,959,Maj-NL,Atlanta,148,607,543,85,147,29,1,40,100,59,1,138,3,0,2,10,0,0,0.271,0.344,0.549,0.893,542303,0.271
Cristian Pache,24,947,Maj-NL,Philadelphia,52,105,91,13,21,7,1,2,12,13,0,30,0,1,0,1,3,3,0.231,0.327,0.396,0.723,665506,0.231
Kevin Padlo,26,1069,Maj-AL,Los Angeles,3,8,8,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0.125,0.125,0.25,0.375,656821,0.125
Joshua Palacios,27,970,Maj-NL,Pittsburgh,91,264,247,26,59,9,2,10,40,12,0,56,2,2,1,7,5,0,0.239,0.279,0.413,0.692,641943,0.239
Richie Palacios,26,970,Maj-NL,St. Louis,32,102,93,9,24,6,0,6,16,6,0,11,1,1,1,1,2,0,0.258,0.307,0.516,0.823,680700,0.258
Isaac Paredes,24,967,Maj-AL,Tampa Bay,145,579,500,71,126,25,0,31,98,58,0,106,20,0,1,11,1,0,0.252,0.352,0.488,0.84,670623,0.252
Kyren Paris,21,985,Maj-AL,Los Angeles,15,46,40,4,4,0,0,0,1,4,0,17,1,1,0,0,3,0,0.1,0.2,0.1,0.3,677347,0.1
Vinnie Pasquantino,25,1084,Maj-AL,Kansas City,61,260,231,24,57,17,0,9,26,25,2,31,2,0,1,7,0,0,0.247,0.324,0.437,0.762,686469,0.247
Joc Pederson,31,970,Maj-NL,San Francisco,121,425,358,59,84,14,3,15,51,57,6,89,7,0,3,12,0,0,0.235,0.348,0.416,0.764,592626,0.235
Liover Peguero,22,970,Maj-NL,Pittsburgh,59,213,198,21,47,4,1,7,26,11,0,67,1,2,1,6,6,2,0.237,0.28,0.374,0.653,678894,0.237
Jeremy Pe\xc3\xb1a,25,948,Maj-AL,Houston,161,676,617,82,160,33,3,10,53,44,1,135,10,1,1,11,13,9,0.259,0.318,0.371,0.69,665161,0.259
David Peralta,35,960,Maj-NL,Los Angeles,136,428,400,47,103,26,1,7,55,20,1,73,2,0,6,9,4,1,0.258,0.292,0.38,0.672,444482,0.258
Oswald Peraza,23,970,Maj-AL,New York,52,191,173,15,33,8,0,2,14,13,0,50,5,0,0,1,4,3,0.191,0.267,0.272,0.539,672724,0.191
Geraldo Perdomo,23,939,Maj-NL,Arizona,161,558,458,81,114,20,4,8,51,71,1,102,6,19,4,2,19,6,0.249,0.354,0.362,0.717,672695,0.249
Everson Pereira,22,970,Maj-AL,New York,27,103,93,6,14,4,0,0,10,8,0,40,2,0,0,1,4,0,0.151,0.233,0.194,0.427,677592,0.151
Carlos P\xc3\xa9rez,32,971,Maj-AL,Oakland,66,189,168,17,38,4,0,6,20,13,0,40,4,1,3,4,0,0,0.226,0.293,0.357,0.65,542208,0.226
Carlos P\xc3\xa9rez,26,970,Maj-AL,Chicago,27,53,49,5,10,4,0,1,3,4,0,11,0,0,0,2,0,0,0.204,0.264,0.347,0.611,656024,0.204
Michael P\xc3\xa9rez,30,970,Maj-NL,New York,3,8,8,1,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0.5,0.625,1.125,605421,0.5
Roberto P\xc3\xa9rez,34,1147,Maj-NL,San Francisco,5,17,15,0,2,0,0,0,1,2,0,6,0,0,0,0,0,0,0.133,0.235,0.133,0.369,547379,0.133
Salvador Perez,33,970,Maj-AL,Kansas City,140,580,538,59,137,21,0,23,80,19,6,135,13,0,8,11,0,0,0.255,0.292,0.422,0.714,521692,0.255
Blake Perkins,26,970,Maj-NL,Milwaukee,67,168,143,28,31,7,0,4,20,23,0,46,0,2,0,3,5,2,0.217,0.325,0.35,0.675,663368,0.217
Jace Peterson,33,943,"Maj-AL,Maj-NL","Arizona,Oakland",135,432,376,36,79,10,4,6,37,47,2,101,4,2,3,7,15,2,0.21,0.302,0.306,0.608,607054,0.21
Tommy Pham,35,939,Maj-NL,"Arizona,New York",145,545,487,65,126,30,3,19,72,49,1,125,2,0,7,13,24,3,0.259,0.325,0.45,0.774,502054,0.259
Brett Phillips,29,970,Maj-AL,Los Angeles,39,71,63,9,11,1,0,3,6,8,0,36,0,0,0,0,3,1,0.175,0.268,0.333,0.601,621433,0.175
Kevin Pillar,34,959,Maj-NL,Atlanta,85,213,202,29,45,10,0,9,32,8,0,53,0,0,3,2,4,1,0.223,0.249,0.406,0.655,607680,0.223
Manny Pi\xc3\xb1a,36,1054,Maj-AL,Oakland,4,12,12,1,3,0,0,1,1,0,0,3,0,0,0,1,0,0,0.25,0.25,0.5,0.75,444489,0.25
Ren\xc3\xa9 Pinto,26,967,Maj-AL,Tampa Bay,40,110,108,10,26,3,0,6,16,2,0,38,0,0,0,2,0,0,0.241,0.255,0.435,0.69,650907,0.241
Jorge Polanco,29,960,Maj-AL,Minnesota,86,369,323,40,81,18,0,15,51,40,0,96,2,1,3,2,5,0,0.251,0.334,0.446,0.78,593871,0.251
AJ Pollock,35,1024,"Maj-AL,Maj-NL","San Francisco,Seattle",54,144,133,15,22,4,0,5,15,9,0,32,0,0,2,1,0,1,0.165,0.215,0.308,0.524,572041,0.165
Logan Porter,27,971,Maj-AL,Kansas City,11,38,31,4,6,1,0,1,3,5,0,11,1,1,0,2,0,0,0.194,0.324,0.323,0.647,682515,0.194
Nick Pratto,24,970,Maj-AL,Kansas City,95,345,306,33,71,16,0,7,35,29,0,138,6,0,4,3,1,1,0.232,0.307,0.353,0.66,668472,0.232
Jurickson Profar,30,970,Maj-NL,"Colorado,San Diego",125,521,459,55,111,27,2,9,46,50,0,90,6,0,5,11,1,0,0.242,0.321,0.368,0.689,595777,0.242
Juniel Querecuto,30,970,Maj-NL,St. Louis,9,21,20,2,2,1,0,0,0,1,0,6,0,0,0,0,0,0,0.1,0.143,0.15,0.293,578570,0.1
Ceddanne Rafaela,22,970,Maj-AL,Boston,28,89,83,11,20,6,0,2,5,4,0,28,1,0,1,2,3,1,0.241,0.281,0.386,0.666,678882,0.241
Cal Raleigh,26,970,Maj-AL,Seattle,145,569,513,78,119,23,1,30,75,54,1,158,1,0,1,6,0,0,0.232,0.306,0.456,0.762,663728,0.232
Luke Raley,28,981,Maj-AL,Tampa Bay,118,406,357,56,89,23,3,19,49,28,0,128,18,1,2,2,14,3,0.249,0.333,0.49,0.824,670042,0.249
Harold Ram\xc3\xadrez,28,967,Maj-AL,Tampa Bay,124,442,408,58,126,19,2,12,68,22,0,81,6,0,6,8,5,3,0.309,0.348,0.453,0.802,623912,0.309
Jos\xc3\xa9 Ram\xc3\xadrez,30,970,Maj-AL,Cleveland,156,691,611,87,172,36,5,24,80,73,22,73,1,0,6,8,28,6,0.282,0.356,0.475,0.831,608070,0.282
Heliot Ramos,23,971,Maj-NL,San Francisco,25,60,56,5,10,4,0,1,2,4,0,20,0,0,0,1,0,0,0.179,0.233,0.304,0.537,671218,0.179
Henry Ramos,31,1013,Maj-NL,Cincinnati,23,86,74,9,18,3,1,0,5,11,0,21,1,0,0,2,2,1,0.243,0.349,0.311,0.66,592656,0.243
J.T. Realmuto,32,947,Maj-NL,Philadelphia,148,592,538,77,136,32,5,23,75,36,3,151,10,0,5,12,16,6,0.253,0.309,0.459,0.768,592663,0.253
Rob Refsnyder,32,970,Maj-AL,Boston,88,243,202,31,50,9,1,1,28,33,0,47,5,1,1,8,7,2,0.248,0.365,0.317,0.682,608701,0.248
Zach Remillard,29,970,Maj-AL,Chicago,54,160,147,16,37,7,0,1,18,8,1,48,1,4,0,3,4,3,0.252,0.295,0.32,0.615,621545,0.252
Anthony Rendon,33,1059,Maj-AL,Los Angeles,43,183,148,23,35,6,0,2,22,25,0,27,6,0,4,6,2,0,0.236,0.361,0.318,0.678,543685,0.236
Hunter Renfroe,31,984,"Maj-AL,Maj-NL","Cincinnati,Los Angeles",140,548,498,60,116,31,0,20,60,44,0,125,3,0,3,15,0,0,0.233,0.297,0.416,0.713,592669,0.233
Luis Rengifo,26,994,Maj-AL,Los Angeles,126,445,394,55,104,15,4,16,51,41,0,82,6,0,4,3,6,4,0.264,0.339,0.444,0.783,650859,0.264
Franmil Reyes,27,1124,Maj-AL,Kansas City,19,65,59,5,11,0,0,2,7,4,0,24,0,0,2,3,0,0,0.186,0.231,0.288,0.519,614177,0.186
Pablo Reyes,29,970,Maj-AL,Boston,64,185,167,27,48,9,0,2,20,14,0,21,0,2,2,3,7,2,0.287,0.339,0.377,0.716,622569,0.287
Bryan Reynolds,28,971,Maj-NL,Pittsburgh,145,640,574,85,151,31,5,24,84,53,2,138,7,0,6,13,12,1,0.263,0.33,0.46,0.79,668804,0.263
Matt Reynolds,32,1122,Maj-NL,Cincinnati,2,5,5,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0.2,0.2,0.2,0.4,608703,0.2
Austin Riley,26,959,Maj-NL,Atlanta,163,732,653,119,185,32,3,39,100,59,4,178,9,0,11,18,3,1,0.283,0.346,0.521,0.866,663586,0.283
Edwin R\xc3\xados,29,1090,Maj-NL,Chicago,18,34,28,3,2,1,0,1,2,5,0,16,1,0,0,0,0,0,0.071,0.235,0.214,0.45,621458,0.071
Alfonso Rivas III,26,970,Maj-NL,"Pittsburgh,San Diego",48,123,109,8,25,10,1,3,15,9,0,36,3,1,1,1,1,0,0.229,0.303,0.422,0.725,663845,0.229
Emmanuel Rivera,27,940,Maj-NL,Arizona,93,301,274,35,71,14,0,4,32,23,0,58,0,0,4,10,1,0,0.259,0.312,0.354,0.666,656896,0.259
Anthony Rizzo,33,1031,Maj-AL,New York,99,421,373,45,91,14,0,12,41,35,1,97,12,0,1,10,0,3,0.244,0.328,0.378,0.706,519203,0.244
Luis Robert Jr.,25,977,Maj-AL,Chicago,145,595,546,90,144,36,1,38,80,30,5,172,12,0,2,10,20,4,0.264,0.315,0.542,0.857,673357,0.264
V\xc3\xadctor Robles,26,1073,Maj-NL,Washington,36,126,107,15,32,5,1,0,8,11,0,18,4,4,0,3,8,1,0.299,0.385,0.364,0.75,645302,0.299
Brayan Rocchio,22,970,Maj-AL,Cleveland,23,86,81,9,20,6,0,0,8,4,0,27,0,0,1,4,0,0,0.247,0.279,0.321,0.6,677587,0.247
Brendan Rodgers,26,970,Maj-NL,Colorado,46,192,178,21,46,9,1,4,20,11,0,41,3,0,0,6,0,0,0.258,0.313,0.388,0.7,663898,0.258
Endy Rodr\xc3\xadguez,23,971,Maj-NL,Pittsburgh,57,204,186,27,41,7,2,3,13,17,0,49,0,0,1,3,0,0,0.22,0.284,0.328,0.612,682848,0.22
Jos\xc3\xa9 Rodriguez,22,1073,Maj-AL,Chicago,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,679563,
Julio Rodr\xc3\xadguez,22,970,Maj-AL,Seattle,155,714,654,102,180,37,2,32,103,47,6,175,11,0,2,14,37,10,0.275,0.333,0.485,0.818,677594,0.275
Jake Rogers,28,970,Maj-AL,Detroit,107,365,331,47,73,11,0,21,49,28,0,118,3,1,2,6,1,1,0.221,0.286,0.444,0.73,668670,0.221
Johan Rojas,22,947,Maj-NL,Philadelphia,72,209,192,26,49,10,3,2,23,6,0,57,4,7,0,1,14,1,0.255,0.292,0.37,0.662,679032,0.255
Josh Rojas,29,970,"Maj-AL,Maj-NL","Arizona,Seattle",105,350,314,47,77,17,0,4,40,27,0,81,1,2,4,3,12,0,0.245,0.303,0.338,0.641,668942,0.245
Miguel Rojas,34,960,Maj-NL,Los Angeles,127,429,391,49,93,16,1,5,31,26,0,48,5,2,5,12,8,3,0.238,0.29,0.322,0.613,500743,0.238
Brent Rooker,28,970,Maj-AL,Oakland,137,526,463,61,114,20,1,30,69,49,1,172,10,0,4,11,4,0,0.246,0.329,0.488,0.817,667670,0.246
Ben Rortvedt,25,974,Maj-AL,New York,32,79,68,6,8,1,0,2,4,11,0,19,0,0,0,1,0,0,0.118,0.241,0.221,0.461,666163,0.118
Amed Rosario,27,970,"Maj-AL,Maj-NL","Cleveland,Los Angeles",142,545,510,70,134,25,8,6,58,29,0,99,3,0,3,15,15,2,0.263,0.305,0.378,0.683,642708,0.263
Eddie Rosario,31,959,Maj-NL,Atlanta,146,523,485,64,123,24,3,21,74,34,1,125,1,1,2,13,3,4,0.254,0.303,0.445,0.748,592696,0.254
Eguy Rosario,23,970,Maj-NL,San Diego,11,37,36,6,9,1,1,2,6,1,0,12,0,0,0,1,0,0,0.25,0.27,0.5,0.77,666703,0.25
Darin Ruf,36,1091,Maj-NL,"Milwaukee,San Francisco",20,57,49,3,11,3,0,0,3,8,0,16,0,0,0,0,0,0,0.224,0.333,0.286,0.619,573131,0.224
Esteury Ruiz,24,970,Maj-AL,Oakland,132,497,449,47,114,24,1,5,47,20,1,99,16,4,1,7,67,13,0.254,0.309,0.345,0.654,665923,0.254
Keibert Ruiz,24,970,Maj-NL,Washington,136,562,523,55,136,24,0,18,67,31,1,58,6,0,2,13,1,1,0.26,0.308,0.409,0.717,660688,0.26
Blake Rutherford,26,982,Maj-NL,Washington,16,36,35,4,6,0,0,0,2,1,0,10,0,0,0,1,0,0,0.171,0.194,0.171,0.366,666164,0.171
Adley Rutschman,25,961,Maj-AL,Baltimore,157,700,600,84,164,32,1,20,80,93,6,103,2,0,5,14,1,2,0.273,0.37,0.43,0.8,668939,0.273
Blake Sabol,25,970,Maj-NL,San Francisco,110,344,310,36,73,10,0,13,44,24,0,117,6,2,2,4,4,2,0.235,0.301,0.394,0.695,666165,0.235
C\xc3\xa9sar Salazar,27,1074,Maj-AL,Houston,13,19,18,1,2,0,0,0,0,1,0,6,0,0,0,1,0,0,0.111,0.158,0.111,0.269,663967,0.111
Gary S\xc3\xa1nchez,30,995,Maj-NL,"New York,San Diego",75,267,240,33,52,9,0,19,47,21,0,67,4,0,2,3,0,0,0.217,0.288,0.492,0.78,596142,0.217
Jes\xc3\xbas S\xc3\xa1nchez,25,967,Maj-NL,Miami,127,407,365,43,92,23,3,14,52,38,1,108,2,1,1,13,3,1,0.252,0.325,0.447,0.772,660821,0.252
Carlos Santana,37,967,Maj-NL,"Milwaukee,Pittsburgh",148,628,557,79,134,33,1,23,87,67,0,106,0,0,4,11,6,0,0.241,0.32,0.427,0.747,467793,0.241
Anthony Santander,28,961,Maj-AL,Baltimore,156,669,602,83,155,41,1,29,96,57,1,152,6,0,4,12,5,1,0.257,0.326,0.473,0.799,623993,0.257
Josh Sborz,29,1132,Maj-AL,Texas,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,622250,0.0
Nolan Schanuel,21,971,Maj-AL,Los Angeles,29,132,109,19,30,3,0,1,6,20,1,19,3,0,0,1,0,0,0.275,0.402,0.33,0.732,694384,0.275
Casey Schmitt,24,970,Maj-NL,San Francisco,90,277,253,28,52,15,0,5,30,13,0,65,5,3,3,7,2,1,0.206,0.255,0.324,0.58,669477,0.206
Davis Schneider,24,970,Maj-AL,Toronto,35,141,116,23,32,12,1,8,20,21,0,43,4,0,0,2,1,0,0.276,0.404,0.603,1.008,676914,0.276
Jonathan Schoop,31,1057,Maj-AL,Detroit,55,151,136,15,29,8,0,0,7,13,0,37,0,0,2,6,0,0,0.213,0.278,0.272,0.55,570731,0.213
Kyle Schwarber,30,947,Maj-NL,Philadelphia,173,777,632,117,127,23,1,52,110,135,7,232,7,0,3,5,0,2,0.201,0.346,0.487,0.834,656941,0.201
Corey Seager,29,939,Maj-AL,Texas,136,618,543,106,177,48,0,39,108,64,11,100,5,0,6,9,2,1,0.326,0.398,0.63,1.028,608369,0.326
Chandler Seagle,27,971,Maj-NL,San Diego,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,676882,0.0
Jean Segura,33,1032,Maj-NL,Miami,85,326,301,25,66,5,2,3,21,22,1,47,2,1,0,12,6,2,0.219,0.277,0.279,0.556,516416,0.219
Marcus Semien,32,939,Maj-AL,Texas,179,835,746,134,202,42,5,31,110,78,1,122,5,0,5,6,14,3,0.271,0.342,0.465,0.807,543760,0.271
Nick Senzel,28,970,Maj-NL,Cincinnati,104,330,301,49,71,10,0,13,42,26,0,74,1,0,2,9,6,2,0.236,0.297,0.399,0.696,669222,0.236
Brian Serven,28,1079,Maj-NL,Colorado,11,23,23,0,3,1,0,0,1,0,0,10,0,0,0,0,0,0,0.13,0.13,0.174,0.304,661531,0.13
Gavin Sheets,27,970,Maj-AL,Chicago,117,344,311,24,63,10,0,10,43,28,2,66,1,0,4,6,1,0,0.203,0.267,0.331,0.599,657757,0.203
Braden Shewmake,25,1118,Maj-NL,Atlanta,2,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,669699,0.0
Zack Short,28,970,Maj-AL,Detroit,109,253,221,17,45,9,0,7,33,28,0,66,0,3,1,3,5,0,0.204,0.292,0.339,0.631,670097,0.204
Michael Siani,23,972,Maj-NL,"Cincinnati,St. Louis",8,6,5,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0.0,0.167,0.0,0.167,672279,0.0
Jon Singleton,31,949,"Maj-AL,Maj-NL","Houston,Milwaukee",38,107,92,11,15,3,0,2,12,14,0,24,0,0,1,2,0,0,0.163,0.271,0.261,0.532,572138,0.163
Jose Siri,27,968,Maj-AL,Tampa Bay,102,367,341,58,75,13,2,25,56,20,0,130,2,1,3,5,12,3,0.22,0.265,0.49,0.755,642350,0.22
Austin Slater,30,971,Maj-NL,San Francisco,88,207,185,24,50,9,0,5,20,20,0,58,2,0,0,2,2,2,0.27,0.348,0.4,0.748,596103,0.27
Dominic Smith,28,970,Maj-NL,Washington,153,586,527,57,134,21,1,12,46,47,1,91,10,0,2,12,1,1,0.254,0.326,0.366,0.692,642086,0.254
Josh Smith,25,972,Maj-AL,Texas,90,232,195,29,36,8,1,6,15,25,0,55,9,2,1,3,1,0,0.185,0.304,0.328,0.633,669701,0.185
Kevin Smith,26,977,Maj-AL,Oakland,49,146,135,15,25,4,0,5,11,5,0,51,1,5,0,3,1,0,0.185,0.22,0.326,0.546,675656,0.185
Pavin Smith,27,939,Maj-NL,Arizona,73,239,201,27,39,5,0,7,30,36,0,48,1,0,0,3,1,1,0.194,0.319,0.323,0.643,656976,0.194
Will Smith,28,960,Maj-NL,Los Angeles,129,566,476,81,126,22,3,19,78,63,2,90,15,0,12,8,3,0,0.265,0.36,0.443,0.804,669257,0.265
Canaan Smith-Njigba,24,1084,Maj-NL,Pittsburgh,15,37,32,3,4,1,1,0,5,4,0,16,0,0,1,1,1,0,0.125,0.216,0.219,0.435,675986,0.125
Tyler Soderstrom,21,970,Maj-AL,Oakland,45,138,125,9,20,1,0,3,7,11,0,43,1,0,1,6,0,0,0.16,0.232,0.24,0.472,691016,0.16
Nick Solak,28,1083,"Maj-AL,Maj-NL","Atlanta,Detroit",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,669256,
Donovan Solano,35,960,Maj-AL,Minnesota,139,463,404,44,112,26,1,5,38,43,1,104,15,0,1,9,0,0,0.277,0.367,0.384,0.751,456781,0.277
Jorge Soler,31,967,Maj-NL,Miami,139,588,512,77,127,24,0,36,75,66,4,146,6,0,4,20,1,0,0.248,0.338,0.506,0.844,624585,0.248
Edmundo Sosa,27,954,Maj-NL,Philadelphia,105,301,280,34,70,15,2,10,30,8,0,74,9,2,1,10,4,2,0.25,0.292,0.425,0.717,624641,0.25
Lenyn Sosa,23,970,Maj-AL,Chicago,52,173,164,12,33,6,0,6,14,5,1,40,0,3,1,3,0,1,0.201,0.224,0.348,0.571,672820,0.201
Juan Soto,24,970,Maj-NL,San Diego,162,708,568,97,156,32,1,35,109,132,11,129,2,1,5,18,12,5,0.275,0.41,0.519,0.93,665742,0.275
Livan Soto,23,1090,Maj-AL,Los Angeles,4,12,9,2,2,0,0,0,0,3,0,2,0,0,0,0,0,0,0.222,0.417,0.222,0.639,670869,0.222
George Springer,33,967,Maj-AL,Toronto,156,692,622,87,160,25,1,21,72,60,1,125,5,0,3,20,20,5,0.257,0.326,0.402,0.728,543807,0.257
Jacob Stallings,33,967,Maj-NL,Miami,89,278,243,22,46,14,0,3,20,27,0,67,3,3,2,10,0,0,0.189,0.276,0.284,0.56,607732,0.189
Giancarlo Stanton,33,973,Maj-AL,New York,101,415,371,43,71,13,0,24,60,41,3,124,2,0,1,11,0,0,0.191,0.275,0.42,0.695,519317,0.191
Spencer Steer,25,971,Maj-NL,Cincinnati,156,665,582,74,158,37,3,23,86,68,0,139,11,0,4,9,15,3,0.271,0.356,0.464,0.82,668715,0.271
Michael Stefanic,27,970,Maj-AL,Los Angeles,25,71,62,5,18,2,1,0,6,8,0,8,1,0,0,0,0,1,0.29,0.38,0.355,0.735,683021,0.29
Tyler Stephenson,26,970,Maj-NL,Cincinnati,142,517,465,59,113,20,2,13,56,47,2,135,4,0,1,16,0,1,0.243,0.317,0.378,0.696,663886,0.243
Andrew Stevenson,29,970,Maj-AL,Minnesota,25,40,37,4,7,1,0,0,1,2,0,8,1,0,0,0,4,1,0.189,0.25,0.216,0.466,664057,0.189
Cal Stevenson,26,1116,Maj-NL,San Francisco,6,12,9,1,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0.0,0.25,0.0,0.25,670276,0.0
DJ Stewart,29,970,Maj-NL,New York,58,185,160,21,39,9,0,11,26,15,0,56,7,1,1,3,1,1,0.244,0.333,0.506,0.84,621466,0.244
Trevor Story,30,970,Maj-AL,Boston,43,168,158,12,32,9,0,3,14,9,0,55,1,0,0,2,10,3,0.203,0.25,0.316,0.566,596115,0.203
Bryson Stott,25,947,Maj-NL,Philadelphia,164,691,631,83,175,33,2,16,71,43,1,114,7,1,9,11,36,3,0.277,0.326,0.412,0.738,681082,0.277
Kyle Stowers,25,1110,Maj-AL,Baltimore,14,33,30,1,2,0,0,0,0,3,0,12,0,0,0,1,0,0,0.067,0.152,0.067,0.218,669065,0.067
Myles Straw,28,971,Maj-AL,Cleveland,147,518,462,52,110,18,3,1,29,42,0,97,2,6,6,10,20,6,0.238,0.301,0.297,0.597,664702,0.238
Garrett Stubbs,30,970,Maj-NL,Philadelphia,41,125,113,15,23,4,1,1,12,9,0,29,2,1,0,0,2,0,0.204,0.274,0.283,0.557,596117,0.204
Eugenio Su\xc3\xa1rez,31,970,Maj-AL,Seattle,162,694,598,68,139,29,0,22,96,70,0,214,15,0,11,10,2,1,0.232,0.323,0.391,0.714,553993,0.232
Brett Sullivan,29,970,Maj-NL,San Diego,33,86,81,7,17,3,0,1,6,4,0,19,0,0,1,1,0,0,0.21,0.244,0.284,0.528,664954,0.21
Jack Suwinski,24,970,Maj-NL,Pittsburgh,144,534,447,63,100,21,2,26,74,75,2,172,6,0,6,2,13,2,0.224,0.339,0.454,0.793,669261,0.224
Seiya Suzuki,28,971,Maj-NL,Chicago,138,583,515,75,147,31,6,20,74,59,3,130,2,0,7,8,6,7,0.285,0.357,0.485,0.842,673548,0.285
Dansby Swanson,29,971,Maj-NL,Chicago,147,638,565,81,138,25,3,22,80,66,0,154,5,0,2,9,9,1,0.244,0.328,0.416,0.744,621020,0.244
