Name,Age,#days,Lev,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,mlbID,AVG
Edwin Encarnaci\xc3\xb3n,37,2069,Maj-AL,Chicago,44,181,159,19,25,5,0,10,19,16,0,54,4,0,1,3,0,0,0.157,0.25,0.377,0.627,429665,0.157
Adam Engel,28,2069,Maj-AL,Chicago,36,93,88,11,26,5,1,3,12,3,0,19,2,0,0,1,1,0,0.295,0.333,0.477,0.811,641553,0.295
Phil Ervin,27,2070,"Maj-AL,Maj-NL","Cincinnati,Seattle",37,89,74,10,11,3,0,0,4,14,0,22,1,0,0,2,1,0,0.149,0.292,0.189,0.481,640447,0.149
Eduardo Escobar,31,2069,Maj-NL,Arizona,54,222,203,22,43,7,3,4,20,15,4,41,2,0,2,5,1,0,0.212,0.27,0.335,0.605,500871,0.212
Santiago Espinal,25,2078,Maj-AL,Toronto,26,66,60,10,16,4,0,0,6,4,0,16,0,1,1,1,1,0,0.267,0.308,0.333,0.641,669289,0.267
Thairo Estrada,24,2081,Maj-AL,New York,26,52,48,8,8,0,0,1,3,1,0,19,3,0,0,0,1,0,0.167,0.231,0.229,0.46,642731,0.167
Phillip Evans,27,2119,Maj-NL,Pittsburgh,11,45,39,6,14,2,0,1,9,5,0,7,1,0,0,1,0,1,0.359,0.444,0.487,0.932,595943,0.359
Kyle Farmer,29,2069,Maj-NL,Cincinnati,32,70,64,4,17,3,0,0,4,5,0,13,1,0,0,0,1,0,0.266,0.329,0.313,0.641,571657,0.266
Derek Fisher,26,2081,Maj-AL,Toronto,16,39,31,5,7,2,1,1,7,7,0,11,0,0,1,0,0,1,0.226,0.359,0.452,0.811,605233,0.226
David Fletcher,26,2069,Maj-AL,Los Angeles,49,230,207,31,66,13,0,3,18,20,0,25,0,1,2,4,2,0,0.319,0.376,0.425,0.801,664058,0.319
Wilmer Flores,28,2069,Maj-NL,San Francisco,55,213,198,30,53,11,1,12,32,13,1,36,1,0,1,5,1,0,0.268,0.315,0.515,0.83,527038,0.268
Estevan Florial,22,2099,Maj-AL,New York,1,3,3,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0.333,0.333,0.333,0.667,664314,0.333
Tyler Flowers,34,2069,Maj-NL,Atlanta,22,80,69,5,15,6,0,1,5,8,0,34,3,0,0,1,0,0,0.217,0.325,0.348,0.673,452095,0.217
Mike Ford,27,2083,Maj-AL,New York,29,84,74,5,10,4,0,2,11,7,0,16,2,0,1,4,0,0,0.135,0.226,0.27,0.496,645801,0.135
Logan Forsythe,33,2102,Maj-NL,Miami,12,38,34,2,4,1,0,1,2,4,0,12,0,0,0,0,0,0,0.118,0.211,0.235,0.446,523253,0.118
Dexter Fowler,34,2069,Maj-NL,St. Louis,31,101,90,14,21,2,0,4,15,10,0,28,1,0,0,2,1,1,0.233,0.317,0.389,0.706,451594,0.233
Jake Fraley,25,2074,Maj-AL,Seattle,7,29,26,3,4,1,1,0,0,2,0,11,1,0,0,0,2,1,0.154,0.241,0.269,0.511,641584,0.154
Ty France,25,2069,"Maj-AL,Maj-NL","San Diego,Seattle",43,155,141,19,43,9,1,4,23,11,0,37,3,0,0,3,0,0,0.305,0.368,0.468,0.836,664034,0.305
Maikel Franco,27,2069,Maj-AL,Kansas City,60,243,223,23,62,16,0,8,38,16,1,38,0,0,4,4,1,0,0.278,0.321,0.457,0.778,596748,0.278
Adam Frazier,28,2069,Maj-NL,Pittsburgh,58,230,209,22,48,7,0,7,23,17,0,35,3,1,0,3,1,3,0.23,0.297,0.364,0.661,624428,0.23
Clint Frazier,25,2070,Maj-AL,New York,39,160,131,24,35,6,1,8,26,25,0,44,3,0,1,5,3,0,0.267,0.394,0.511,0.905,640449,0.267
Todd Frazier,34,2069,"Maj-AL,Maj-NL","New York,Texas",45,172,157,16,37,9,1,4,12,11,0,42,4,0,0,1,1,1,0.236,0.302,0.382,0.684,453943,0.236
Freddie Freeman,30,2069,Maj-NL,Atlanta,60,262,214,51,73,23,1,13,53,45,7,37,3,0,0,6,2,0,0.341,0.462,0.64,1.102,518692,0.341
Mike Freeman,32,2070,Maj-AL,Cleveland,24,43,38,5,9,3,0,0,3,3,0,11,1,0,1,0,0,0,0.237,0.302,0.316,0.618,502273,0.237
Joshua Fuentes,27,2069,Maj-NL,Colorado,30,103,98,14,30,7,0,2,17,2,0,29,1,0,2,1,1,0,0.306,0.32,0.439,0.759,658069,0.306
Cam Gallagher,27,2073,Maj-AL,Kansas City,25,60,53,10,15,5,0,1,3,6,0,11,0,1,0,0,0,0,0.283,0.356,0.434,0.79,595956,0.283
Joey Gallo,26,2069,Maj-AL,Texas,57,226,193,23,35,8,0,10,26,29,2,79,4,0,0,0,2,0,0.181,0.301,0.378,0.679,608336,0.181
Freddy Galvis,30,2069,Maj-NL,Cincinnati,47,159,141,18,31,5,0,7,16,13,0,30,5,0,0,5,1,1,0.22,0.308,0.404,0.712,520471,0.22
Ben Gamel,28,2078,Maj-NL,Milwaukee,40,127,114,13,27,8,1,3,10,13,0,39,0,0,0,4,0,2,0.237,0.315,0.404,0.718,592325,0.237
Adolis Garc\xc3\xada,27,2123,Maj-AL,Texas,3,7,6,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0.0,0.143,0.0,0.143,666969,0.0
Avisa\xc3\xadl Garc\xc3\xada,29,2069,Maj-NL,Milwaukee,53,207,181,20,43,10,0,2,15,20,2,49,6,0,0,2,1,3,0.238,0.333,0.326,0.659,541645,0.238
Greg Garcia,30,2069,Maj-NL,San Diego,35,72,61,6,12,3,0,0,11,7,0,19,0,3,1,0,1,0,0.197,0.275,0.246,0.521,594824,0.197
Leury Garc\xc3\xada,29,2117,Maj-AL,Chicago,16,63,59,6,16,1,0,3,8,4,0,9,0,0,0,0,0,0,0.271,0.317,0.441,0.758,544725,0.271
Luis Garc\xc3\xada Jr.,20,2069,Maj-NL,Washington,40,139,134,18,37,6,0,2,16,5,0,29,0,0,0,3,1,1,0.276,0.302,0.366,0.668,671277,0.276
Brett Gardner,36,2069,Maj-AL,New York,49,158,130,20,29,5,1,5,15,26,0,35,1,0,1,0,3,1,0.223,0.354,0.392,0.747,458731,0.223
Kyle Garlick,28,2081,Maj-NL,Philadelphia,12,23,22,0,3,1,0,0,3,0,0,7,1,0,0,0,0,0,0.136,0.174,0.182,0.356,664247,0.136
Dustin Garneau,32,2069,Maj-AL,Houston,17,46,38,4,6,0,1,1,4,6,0,15,0,2,0,1,0,0,0.158,0.273,0.289,0.562,572863,0.158
Mitch Garver,29,2069,Maj-AL,Minnesota,23,81,72,8,12,1,0,2,5,7,0,37,1,0,1,1,0,0,0.167,0.247,0.264,0.511,641598,0.167
Andr\xc3\xa9s Gim\xc3\xa9nez,21,2070,Maj-NL,New York,49,131,117,22,31,3,2,3,12,7,0,27,6,0,1,0,8,1,0.265,0.336,0.402,0.738,665926,0.265
Ryan Goins,32,2098,Maj-AL,Chicago,14,10,9,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0.1,0.0,0.1,572365,0.0
Paul Goldschmidt,32,2069,Maj-NL,St. Louis,58,231,191,31,58,13,0,6,21,37,0,43,1,0,1,4,1,0,0.304,0.417,0.466,0.883,502671,0.304
Yan Gomes,32,2069,Maj-NL,Washington,30,119,109,14,31,6,1,4,13,6,0,22,1,0,3,1,1,0,0.284,0.319,0.468,0.787,543228,0.284
Erik Gonz\xc3\xa1lez,28,2069,Maj-NL,Pittsburgh,50,193,181,14,41,13,1,3,20,8,0,51,0,1,3,5,2,3,0.227,0.255,0.359,0.614,570481,0.227
Luis Gonz\xc3\xa1lez,24,2104,Maj-AL,Chicago,3,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0,0.5,0.0,0.5,670768,0.0
Marwin Gonz\xc3\xa1lez,31,2069,Maj-AL,Minnesota,53,199,175,15,37,4,0,5,22,17,0,41,3,0,4,1,0,0,0.211,0.286,0.32,0.606,503556,0.211
Niko Goodrum,28,2069,Maj-AL,Detroit,43,179,158,15,29,7,1,5,20,18,0,69,0,0,3,4,7,1,0.184,0.263,0.335,0.598,592348,0.184
Brian Goodwin,29,2070,"Maj-AL,Maj-NL","Cincinnati,Los Angeles",50,164,144,17,31,9,1,6,22,17,1,54,1,0,2,1,5,0,0.215,0.299,0.417,0.715,571718,0.215
Alex Gordon,36,2069,Maj-AL,Kansas City,50,184,163,15,34,4,0,4,11,18,0,37,3,0,0,0,0,0,0.209,0.299,0.307,0.606,460086,0.209
Terrance Gore,29,2129,Maj-NL,Los Angeles,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,605253,
Phil Gosselin,31,2069,Maj-NL,Philadelphia,39,102,92,14,23,5,0,3,12,10,1,27,0,0,0,3,0,0,0.25,0.324,0.402,0.726,594838,0.25
Yasmani Grandal,31,2069,Maj-AL,Chicago,46,194,161,27,37,7,0,8,27,30,0,58,1,0,2,4,0,0,0.23,0.351,0.422,0.773,518735,0.23
Didi Gregorius,30,2069,Maj-NL,Philadelphia,60,237,215,34,61,10,2,10,40,15,3,28,4,1,2,4,3,1,0.284,0.339,0.488,0.827,544369,0.284
Grayson Greiner,27,2084,Maj-AL,Detroit,18,55,51,8,6,2,0,3,8,3,0,20,1,0,0,2,0,0,0.118,0.182,0.333,0.515,606988,0.118
Randal Grichuk,28,2069,Maj-AL,Toronto,55,231,216,38,59,9,0,12,35,13,1,49,0,0,2,5,1,0,0.273,0.312,0.481,0.793,545341,0.273
Trent Grisham,23,2070,Maj-NL,San Diego,59,252,215,42,54,8,3,10,26,31,0,64,3,1,1,1,10,1,0.251,0.352,0.456,0.808,663757,0.251
Robbie Grossman,30,2070,Maj-AL,Oakland,51,192,166,23,40,12,2,8,23,21,2,38,5,0,0,1,8,1,0.241,0.344,0.482,0.826,543257,0.241
Deivy Grull\xc3\xb3n,24,2088,Maj-AL,Boston,1,4,3,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0.333,0.5,0.333,0.833,620453,0.333
Vladimir Guerrero Jr.,21,2069,Maj-AL,Toronto,60,243,221,34,58,13,2,9,33,20,1,38,2,0,0,6,1,0,0.262,0.329,0.462,0.791,665489,0.262
Luis Guillorme,25,2069,Maj-NL,New York,29,68,57,6,19,6,0,0,9,10,0,17,0,0,1,3,2,0,0.333,0.426,0.439,0.865,641645,0.333
Lourdes Gurriel Jr.,26,2069,Maj-AL,Toronto,57,224,208,28,64,14,0,11,33,14,0,48,0,0,2,7,3,0,0.308,0.348,0.534,0.882,666971,0.308
Yuli Gurriel,36,2069,Maj-AL,Houston,57,230,211,27,49,12,1,6,22,12,0,27,2,0,5,6,0,1,0.232,0.274,0.384,0.658,493329,0.232
Kelvin Guti\xc3\xa9rrez,25,2076,Maj-AL,Kansas City,4,12,9,0,1,0,0,0,0,3,0,6,0,0,0,0,0,0,0.111,0.333,0.111,0.444,642721,0.111
Ronald Guzm\xc3\xa1n,25,2069,Maj-AL,Texas,26,86,78,10,19,1,1,4,9,7,0,24,1,0,0,0,1,0,0.244,0.314,0.436,0.75,608597,0.244
Jedd Gyorko,31,2069,Maj-NL,Milwaukee,42,135,117,19,29,3,0,9,17,15,1,38,1,0,2,4,0,0,0.248,0.333,0.504,0.838,576397,0.248
Eric Haase,27,2069,Maj-AL,Detroit,7,19,17,1,3,0,0,0,2,1,0,6,0,0,1,0,0,0,0.176,0.211,0.176,0.387,606992,0.176
Sam Haggerty,26,2092,Maj-AL,Seattle,13,54,50,7,13,4,0,1,6,4,0,16,0,0,0,0,4,0,0.26,0.315,0.4,0.715,664059,0.26
Billy Hamilton,29,2069,Maj-NL,"Chicago,New York",31,36,32,10,4,0,0,1,2,2,0,7,0,1,1,0,6,2,0.125,0.171,0.219,0.39,571740,0.125
Garrett Hampson,25,2069,Maj-NL,Colorado,53,184,167,25,39,4,3,5,11,13,0,60,0,3,1,1,6,1,0.234,0.287,0.383,0.671,641658,0.234
Ian Happ,25,2070,Maj-NL,Chicago,57,231,198,27,51,11,1,12,28,30,1,63,2,1,0,1,1,2,0.258,0.361,0.505,0.866,664023,0.258
Bryce Harper,27,2069,Maj-NL,Philadelphia,58,244,190,41,51,9,2,13,33,49,8,43,2,1,2,5,8,1,0.268,0.42,0.542,0.962,547180,0.268
Josh Harrison,32,2069,Maj-NL,Washington,33,91,79,11,22,2,0,3,14,6,0,12,4,0,2,2,1,2,0.278,0.352,0.418,0.769,543281,0.278
Monte Harrison,24,2070,Maj-NL,Miami,32,51,47,8,8,1,0,1,3,4,0,26,0,0,0,0,6,0,0.17,0.235,0.255,0.491,656509,0.17
Adam Haseley,24,2069,Maj-NL,Philadelphia,40,92,79,7,22,5,0,0,13,7,1,17,2,3,1,3,0,0,0.278,0.348,0.342,0.69,656514,0.278
Ke\'Bryan Hayes,23,2069,Maj-NL,Pittsburgh,24,95,85,17,32,7,2,5,11,9,2,20,1,0,0,2,1,0,0.376,0.442,0.682,1.124,663647,0.376
Austin Hays,24,2069,Maj-AL,Baltimore,33,134,122,20,34,2,0,4,9,8,0,25,2,0,2,1,2,3,0.279,0.328,0.393,0.722,669720,0.279
Ryon Healy,28,2071,Maj-NL,Milwaukee,4,7,7,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0.143,0.143,0.143,0.286,592387,0.143
Nick Heath,26,2070,Maj-AL,Kansas City,15,18,13,2,2,1,0,0,3,2,0,6,1,1,0,0,2,2,0.154,0.313,0.231,0.543,670084,0.154
Adeiny Hechavarr\xc3\xada,31,2069,Maj-NL,Atlanta,27,63,59,7,15,3,0,0,2,4,0,12,0,0,0,1,0,0,0.254,0.302,0.305,0.607,588751,0.254
Austin Hedges,27,2070,"Maj-AL,Maj-NL","Cleveland,San Diego",35,83,69,7,10,1,0,3,6,6,0,23,2,5,1,3,1,0,0.145,0.231,0.29,0.521,595978,0.145
Jonah Heim,25,2070,Maj-AL,Oakland,13,41,38,5,8,0,0,0,5,3,0,3,0,0,0,1,0,0,0.211,0.268,0.211,0.479,641680,0.211
Scott Heineman,27,2089,Maj-AL,Texas,24,54,52,6,8,3,0,1,7,2,0,11,0,0,0,1,3,0,0.154,0.185,0.269,0.454,595981,0.154
Tyler Heineman,29,2070,Maj-NL,San Francisco,15,50,42,3,8,1,0,0,1,4,0,6,2,2,0,0,1,0,0.19,0.292,0.214,0.506,623168,0.19
Guillermo Heredia,29,2069,Maj-NL,"New York,Pittsburgh",15,36,33,6,7,0,0,2,5,3,0,9,0,0,0,0,1,0,0.212,0.278,0.394,0.672,628338,0.212
Michael Hermosillo,25,2125,Maj-AL,Los Angeles,7,10,8,0,2,0,0,0,2,1,0,1,0,0,1,0,1,0,0.25,0.3,0.25,0.55,641684,0.25
C\xc3\xa9sar Hern\xc3\xa1ndez,30,2069,Maj-AL,Cleveland,58,261,233,35,66,20,0,3,20,24,0,57,2,1,0,3,0,0,0.283,0.355,0.408,0.763,514917,0.283
Enrique Hern\xc3\xa1ndez,28,2069,Maj-NL,Los Angeles,48,148,139,20,32,8,1,5,20,6,0,31,2,0,1,5,0,1,0.23,0.27,0.41,0.68,571771,0.23
\xc3\x93scar Hern\xc3\xa1ndez,26,2126,Maj-AL,Kansas City,4,4,4,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0.5,0.5,0.5,1.0,591712,0.5
Teoscar Hern\xc3\xa1ndez,27,2070,Maj-AL,Toronto,50,207,190,33,55,7,0,16,34,14,0,63,1,0,1,4,6,1,0.289,0.34,0.579,0.919,606192,0.289
Yadiel Hern\xc3\xa1ndez,32,2069,Maj-NL,Washington,12,28,26,3,5,3,0,1,6,1,0,12,0,0,1,0,0,0,0.192,0.214,0.423,0.637,628450,0.192
Dilson Herrera,26,2092,Maj-AL,Baltimore,3,6,5,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0.0,0.167,0.0,0.167,599096,0.0
Jason Heyward,30,2070,Maj-NL,Chicago,50,181,147,20,39,6,2,6,22,30,1,37,2,0,2,1,2,0,0.265,0.392,0.456,0.848,518792,0.265
Aaron Hicks,30,2069,Maj-AL,New York,54,211,169,28,38,10,2,6,21,41,1,38,1,0,0,4,4,1,0.225,0.379,0.414,0.793,543305,0.225
Kyle Higashioka,30,2071,Maj-AL,New York,16,48,48,7,12,1,0,4,10,0,0,11,0,0,0,0,0,0,0.25,0.25,0.521,0.771,543309,0.25
Derek Hill,24,2070,Maj-AL,Detroit,15,12,11,3,1,0,0,0,0,1,0,6,0,0,0,0,0,0,0.091,0.167,0.091,0.258,656537,0.091
Tim Hill,30,2069,Maj-NL,San Diego,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,657612,0.0
Sam Hilliard,26,2069,Maj-NL,Colorado,36,114,105,13,22,2,2,6,10,9,0,42,0,0,0,0,3,0,0.21,0.272,0.438,0.71,656541,0.21
Keston Hiura,23,2069,Maj-NL,Milwaukee,59,246,217,30,46,4,0,13,32,16,2,85,11,0,2,7,3,2,0.212,0.297,0.41,0.707,669374,0.212
Nico Hoerner,23,2069,Maj-NL,Chicago,48,126,108,19,24,4,0,0,13,12,0,24,3,0,2,3,3,2,0.222,0.312,0.259,0.571,663538,0.222
Bryan Holaday,32,2072,Maj-AL,Baltimore,20,33,31,5,5,1,0,0,4,2,0,9,0,0,0,1,0,0,0.161,0.212,0.194,0.406,592407,0.161
Jonathan Holder,27,2092,Maj-AL,New York,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,656547,
Brock Holt,32,2069,Maj-NL,"Milwaukee,Washington",36,106,95,12,20,6,0,0,5,9,0,24,1,0,1,3,1,0,0.211,0.283,0.274,0.557,571788,0.211
Rhys Hoskins,27,2084,Maj-NL,Philadelphia,41,185,151,35,37,9,0,10,26,29,0,43,5,0,0,4,1,0,0.245,0.384,0.503,0.887,656555,0.245
Eric Hosmer,30,2070,Maj-NL,San Diego,38,156,143,23,41,6,0,9,36,9,0,28,2,0,2,3,4,0,0.287,0.333,0.517,0.851,543333,0.287
Joe Hudson,29,2097,Maj-AL,Seattle,9,20,17,0,3,0,0,0,0,2,0,5,0,1,0,0,0,0,0.176,0.263,0.176,0.44,621529,0.176
Sam Huff,22,2069,Maj-AL,Texas,10,33,31,5,11,3,0,3,4,2,0,11,0,0,0,0,0,0,0.355,0.394,0.742,1.136,669087,0.355
Jose Iglesias,30,2070,Maj-AL,Baltimore,39,150,142,16,53,17,0,3,24,3,0,17,4,0,1,1,0,0,0.373,0.4,0.556,0.956,578428,0.373
Ender Inciarte,29,2069,Maj-NL,Atlanta,46,131,116,17,22,2,1,1,10,12,0,25,0,1,2,0,4,1,0.19,0.262,0.25,0.512,542255,0.19
Alex Jackson,24,2105,Maj-NL,Atlanta,5,7,7,0,2,1,0,0,0,0,0,4,0,0,0,1,0,0,0.286,0.286,0.429,0.714,656577,0.286
Travis Jankowski,29,2104,Maj-NL,Cincinnati,16,17,15,3,1,0,0,0,0,2,0,7,0,0,0,1,2,1,0.067,0.176,0.067,0.243,608671,0.067
Danny Jansen,25,2069,Maj-AL,Toronto,43,147,120,18,22,3,0,6,20,21,0,31,2,3,1,1,0,0,0.183,0.313,0.358,0.671,643376,0.183
Jon Jay,35,2070,Maj-NL,Arizona,18,57,50,5,8,1,0,1,4,3,0,12,1,0,3,0,0,0,0.16,0.211,0.24,0.451,445055,0.16
Ryan Jeffers,23,2070,Maj-AL,Minnesota,26,62,55,5,15,0,0,3,7,5,0,19,2,0,0,0,0,0,0.273,0.355,0.436,0.791,680777,0.273
Eloy Jim\xc3\xa9nez,23,2072,Maj-AL,Chicago,55,226,213,26,63,14,0,14,41,12,0,56,0,0,1,4,0,0,0.296,0.332,0.559,0.891,650391,0.296
Daniel Johnson,24,2124,Maj-AL,Cleveland,5,13,12,0,1,0,0,0,0,1,1,5,0,0,0,0,0,0,0.083,0.154,0.083,0.237,669288,0.083
JaCoby Jones,28,2095,Maj-AL,Detroit,30,108,97,19,26,9,0,5,14,7,0,34,3,0,1,1,1,1,0.268,0.333,0.515,0.849,592444,0.268
Jahmai Jones,22,2069,Maj-AL,Los Angeles,3,7,7,2,3,0,0,0,1,0,0,2,0,0,0,0,0,0,0.429,0.429,0.429,0.857,663330,0.429
Taylor Jones,26,2102,Maj-AL,Houston,7,22,21,3,4,1,0,1,3,1,0,7,0,0,0,2,0,0,0.19,0.227,0.381,0.608,622100,0.19
Caleb Joseph,34,2087,Maj-AL,Toronto,3,9,8,2,1,0,0,1,2,1,0,1,0,0,0,0,0,0,0.125,0.222,0.5,0.722,543376,0.125
Matt Joyce,35,2069,Maj-NL,Miami,46,148,127,16,32,4,0,2,14,20,0,41,0,0,1,3,1,0,0.252,0.351,0.331,0.682,459964,0.252
Aaron Judge,28,2069,Maj-AL,New York,28,114,101,23,26,3,0,9,22,10,0,32,2,0,0,5,0,1,0.257,0.336,0.554,0.891,592450,0.257
Carson Kelly,25,2069,Maj-NL,Arizona,39,129,122,11,27,5,0,5,19,6,0,29,1,0,0,4,0,0,0.221,0.264,0.385,0.649,608348,0.221
Matt Kemp,35,2071,Maj-NL,Colorado,43,132,117,18,28,3,0,6,21,15,1,41,0,0,0,5,1,0,0.239,0.326,0.419,0.745,461314,0.239
Tony Kemp,28,2069,Maj-AL,Oakland,49,114,93,15,23,5,0,0,4,15,0,14,3,1,2,0,3,1,0.247,0.363,0.301,0.664,643393,0.247
Howie Kendrick,36,2091,Maj-NL,Washington,25,100,91,11,25,4,0,2,14,7,2,17,0,0,2,4,0,0,0.275,0.32,0.385,0.705,435062,0.275
Max Kepler,27,2069,Maj-AL,Minnesota,48,196,171,27,39,9,0,9,23,22,0,36,2,0,1,1,3,0,0.228,0.321,0.439,0.76,596146,0.228
Carter Kieboom,22,2075,Maj-NL,Washington,33,122,99,15,20,1,0,0,9,17,0,33,5,0,1,5,0,1,0.202,0.344,0.212,0.556,666198,0.202
Kevin Kiermaier,30,2070,Maj-AL,Tampa Bay,49,159,138,16,30,5,3,3,22,20,1,42,1,0,0,2,8,1,0.217,0.321,0.362,0.683,595281,0.217
Isiah Kiner-Falefa,25,2069,Maj-AL,Texas,58,228,211,28,59,4,3,3,10,14,0,32,2,0,1,6,8,5,0.28,0.329,0.37,0.699,643396,0.28
Scott Kingery,26,2069,Maj-NL,Philadelphia,36,124,113,12,18,5,0,3,6,9,0,35,1,1,0,1,0,0,0.159,0.228,0.283,0.511,664068,0.159
Jason Kipnis,33,2069,Maj-NL,Chicago,44,135,114,13,27,8,1,3,16,18,0,41,1,0,2,1,1,0,0.237,0.341,0.404,0.744,543401,0.237
Alejandro Kirk,21,2070,Maj-AL,Toronto,9,25,24,4,9,2,0,1,3,1,0,4,0,0,0,0,0,0,0.375,0.4,0.583,0.983,672386,0.375
Andrew Knapp,28,2069,Maj-NL,Philadelphia,33,89,72,9,20,4,1,2,15,15,0,19,1,0,1,1,0,0,0.278,0.404,0.444,0.849,595284,0.278
Andrew Knizner,25,2095,Maj-NL,St. Louis,8,17,16,1,4,1,0,0,4,0,0,5,0,0,1,2,0,0,0.25,0.235,0.313,0.548,668800,0.25
Adam Kolarek,31,2069,Maj-NL,Los Angeles,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,592473,
Erik Kratz,40,2074,Maj-AL,New York,16,30,28,2,9,2,0,0,4,2,0,6,0,0,0,0,0,0,0.321,0.367,0.393,0.76,456124,0.321
Tommy La Stella,31,2069,Maj-AL,"Los Angeles,Oakland",55,228,196,31,55,14,2,5,25,27,0,12,2,1,2,6,1,0,0.281,0.37,0.449,0.819,600303,0.281
Juan Lagares,31,2101,Maj-NL,New York,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,501571,
Travis Lakins Sr.,26,2092,Maj-AL,Baltimore,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,664042,
Jake Lamb,29,2069,"Maj-AL,Maj-NL","Arizona,Oakland",31,99,88,7,17,5,0,3,10,8,0,25,3,0,0,1,0,1,0.193,0.283,0.352,0.635,571875,0.193
Ram\xc3\xb3n Laureano,25,2069,Maj-AL,Oakland,54,222,183,27,39,8,1,6,25,24,0,58,12,0,3,7,2,1,0.213,0.338,0.366,0.704,657656,0.213
Ryan Lavarnway,32,2110,Maj-NL,Miami,5,11,11,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0.364,0.364,0.364,0.727,543432,0.364
DJ LeMahieu,31,2069,Maj-AL,New York,50,216,195,41,71,10,2,10,27,18,0,21,2,0,1,3,3,0,0.364,0.421,0.59,1.011,518934,0.364
Sandy Le\xc3\xb3n,31,2071,Maj-AL,Cleveland,25,81,66,4,9,1,0,2,4,14,0,21,1,0,0,2,0,0,0.136,0.296,0.242,0.539,506702,0.136
Kyle Lewis,24,2069,Maj-AL,Seattle,58,242,206,37,54,3,0,11,28,34,0,71,0,0,2,5,5,1,0.262,0.364,0.437,0.801,641786,0.262
Tzu-Wei Lin,26,2069,Maj-AL,Boston,26,57,52,2,8,1,0,0,3,2,0,17,0,2,1,1,0,0,0.154,0.182,0.173,0.355,624407,0.154
Francisco Lindor,26,2069,Maj-AL,Cleveland,60,266,236,30,61,13,0,8,27,24,2,41,4,0,2,8,6,2,0.258,0.335,0.415,0.75,596019,0.258
Tim Locastro,27,2069,Maj-NL,Arizona,33,82,69,15,20,4,1,2,7,8,0,14,4,1,0,0,4,0,0.29,0.395,0.464,0.859,641796,0.29
Shed Long Jr.,24,2088,Maj-AL,Seattle,34,128,117,10,20,5,0,3,9,11,0,37,0,0,0,1,4,0,0.171,0.242,0.291,0.533,643418,0.171
Evan Longoria,34,2069,Maj-NL,San Francisco,53,209,193,26,49,10,1,7,28,11,0,39,2,0,3,10,0,1,0.254,0.297,0.425,0.722,446334,0.254
Tim Lopes,26,2069,Maj-AL,Seattle,46,151,143,16,34,12,0,2,15,6,0,34,2,0,0,2,5,0,0.238,0.278,0.364,0.642,621005,0.238
Nicky Lopez,25,2069,Maj-AL,Kansas City,56,192,169,15,34,8,0,1,13,18,0,41,2,3,0,1,0,4,0.201,0.286,0.266,0.552,670032,0.201
Michael Lorenzen,28,2069,Maj-NL,Cincinnati,6,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1.0,,,547179,
Brandon Lowe,25,2069,Maj-AL,Tampa Bay,56,224,193,36,52,9,2,14,37,25,0,58,4,0,2,2,3,0,0.269,0.362,0.554,0.916,664040,0.269
Nathaniel Lowe,24,2069,Maj-AL,Tampa Bay,21,76,67,10,15,2,0,4,11,9,2,28,0,0,0,2,1,0,0.224,0.316,0.433,0.749,663993,0.224
Jonathan Lucroy,34,2134,Maj-AL,Boston,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,518960,
Dawel Lugo,25,2111,Maj-AL,Detroit,9,11,10,3,2,0,0,0,1,1,0,1,0,0,0,1,0,0,0.2,0.273,0.2,0.473,608475,0.2
Jordan Luplow,26,2069,Maj-AL,Cleveland,29,92,78,8,15,5,1,2,8,12,0,19,1,0,1,3,0,1,0.192,0.304,0.359,0.663,656669,0.192
Gavin Lux,22,2069,Maj-NL,Los Angeles,19,69,63,8,11,2,0,3,8,6,0,19,0,0,0,0,1,0,0.175,0.246,0.349,0.596,666158,0.175
Manny Machado,27,2069,Maj-NL,San Diego,60,254,224,44,68,12,1,16,47,26,4,37,0,0,4,9,6,3,0.304,0.37,0.58,0.95,592518,0.304
Vimael Mach\xc3\xadn,26,2070,Maj-AL,Oakland,24,71,63,11,13,2,0,0,0,8,0,10,0,0,0,4,0,0,0.206,0.296,0.238,0.534,605353,0.206
