Name,Age,#days,Lev,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,mlbID,AVG
Austin Dean,28,1355,Maj-NL,San Francisco,3,9,8,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0.375,0.444,0.375,0.819,621573,0.375
Paul DeJong,28,1329,Maj-NL,St. Louis,78,238,211,19,33,9,0,6,25,21,0,79,4,0,2,2,3,2,0.156,0.244,0.284,0.528,657557,0.156
Jason Delay,27,1331,Maj-NL,Pittsburgh,57,167,155,17,33,6,0,1,11,9,0,50,2,1,0,4,0,2,0.213,0.265,0.271,0.536,641511,0.213
Ben DeLuzio,27,1331,Maj-NL,St. Louis,22,25,20,3,3,1,0,0,0,3,0,5,1,1,0,0,0,1,0.15,0.292,0.2,0.492,641512,0.15
Travis Demeritte,27,1462,Maj-NL,Atlanta,26,96,89,9,19,2,0,3,6,6,0,32,0,0,1,2,0,0,0.213,0.26,0.337,0.597,641513,0.213
Rafael Devers,25,1331,Maj-AL,Boston,141,614,555,84,164,42,1,27,88,50,11,114,6,0,3,14,3,1,0.295,0.358,0.521,0.879,646240,0.295
Aledmys D\xc3\xadaz,31,1303,Maj-AL,Houston,100,350,327,35,75,14,0,12,38,18,0,59,3,0,2,8,1,1,0.229,0.274,0.382,0.657,649557,0.229
Elias D\xc3\xadaz,31,1332,Maj-NL,Colorado,105,381,351,29,80,18,2,9,51,25,0,82,2,0,3,8,0,1,0.228,0.281,0.368,0.648,553869,0.228
Jordan Diaz,21,1331,Maj-AL,Oakland,15,51,49,3,13,3,0,0,1,2,0,7,0,0,0,1,0,0,0.265,0.294,0.327,0.621,672478,0.265
Lewin D\xc3\xadaz,25,1331,Maj-NL,Miami,58,174,160,12,27,4,0,5,11,11,0,54,1,0,2,3,1,0,0.169,0.224,0.288,0.512,650331,0.169
Yainer Diaz,23,1338,Maj-AL,Houston,6,9,8,0,1,1,0,0,1,1,0,2,0,0,0,0,0,0,0.125,0.222,0.25,0.472,673237,0.125
Yandy D\xc3\xadaz,30,1328,Maj-AL,Tampa Bay,139,568,483,71,140,33,0,9,57,78,2,64,6,0,1,10,3,3,0.29,0.394,0.414,0.808,650490,0.29
Yusniel Diaz,25,1395,Maj-AL,Baltimore,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,666783,0.0
Alex Dickerson,32,1492,Maj-NL,Atlanta,12,36,33,3,4,0,0,1,2,3,0,9,0,0,0,3,0,0,0.121,0.194,0.212,0.407,543105,0.121
Corey Dickerson,33,1328,Maj-NL,St. Louis,97,303,287,28,77,17,1,6,36,12,1,49,2,0,2,4,0,0,0.268,0.3,0.397,0.698,572816,0.268
Wilmer Difo,30,1356,Maj-NL,Arizona,3,6,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,594694,0.0
Brandon Dixon,30,1331,Maj-NL,San Diego,5,14,14,1,3,1,0,0,1,0,0,5,0,0,0,1,0,0,0.214,0.214,0.286,0.5,641525,0.214
Josh Donaldson,36,1313,Maj-AL,New York,141,582,507,60,111,29,0,15,62,61,1,164,8,0,6,13,2,2,0.219,0.309,0.365,0.674,518626,0.219
Brendan Donovan,25,1328,Maj-NL,St. Louis,128,475,398,64,110,21,1,5,45,60,1,72,14,1,2,8,2,3,0.276,0.388,0.372,0.76,680977,0.276
Jeter Downs,23,1399,Maj-AL,Boston,14,41,39,4,6,1,0,1,4,1,0,21,0,0,1,0,0,0,0.154,0.171,0.256,0.427,669023,0.154
Hunter Dozier,30,1333,Maj-AL,Kansas City,128,500,462,51,109,26,4,12,41,34,0,125,3,0,1,14,4,3,0.236,0.292,0.387,0.679,641531,0.236
Brandon Drury,29,1313,Maj-NL,"Cincinnati,San Diego",146,599,548,89,143,32,2,29,92,39,0,137,8,0,4,8,2,3,0.261,0.317,0.485,0.803,592273,0.261
Mauricio Dub\xc3\xb3n,27,1331,"Maj-AL,Maj-NL","Houston,San Francisco",104,265,243,31,52,9,0,5,24,13,0,30,1,3,5,7,2,3,0.214,0.252,0.313,0.565,643289,0.214
Matt Duffy,31,1331,Maj-AL,Los Angeles,77,247,228,14,57,8,0,2,16,17,0,50,2,0,0,6,0,0,0.25,0.308,0.311,0.619,622110,0.25
Steven Duggar,28,1380,"Maj-AL,Maj-NL","Los Angeles,San Francisco,Texas",29,80,72,7,11,3,1,0,4,7,0,41,0,0,1,0,5,1,0.153,0.225,0.222,0.447,621453,0.153
Joe Dunand,26,1465,Maj-NL,Miami,3,11,10,2,3,1,0,1,1,0,0,3,1,0,0,0,0,0,0.3,0.364,0.7,1.064,656388,0.3
Ezequiel Duran,23,1359,Maj-AL,Texas,58,220,208,25,49,10,1,5,25,12,0,54,0,0,0,3,4,1,0.236,0.277,0.365,0.643,677649,0.236
Jarren Duran,25,1336,Maj-AL,Boston,57,223,204,23,45,14,3,3,17,14,0,63,4,0,1,1,7,1,0.221,0.283,0.363,0.645,680776,0.221
Adam Duvall,33,1405,Maj-NL,Atlanta,86,315,287,39,61,16,1,12,36,21,0,101,5,0,2,2,0,2,0.213,0.276,0.401,0.677,594807,0.213
Nate Eaton,25,1331,Maj-AL,Kansas City,44,122,106,16,28,4,3,1,12,10,0,30,2,1,3,2,11,1,0.264,0.331,0.387,0.717,681987,0.264
Tommy Edman,27,1328,Maj-NL,St. Louis,155,637,583,95,154,31,4,13,57,47,2,112,5,1,1,10,32,3,0.264,0.324,0.398,0.722,669242,0.264
Drew Ellis,26,1432,"Maj-AL,Maj-NL","Arizona,Seattle",7,17,16,2,3,1,0,0,1,1,0,7,0,0,0,0,0,0,0.188,0.235,0.25,0.485,656403,0.188
Jerar Encarnacion,24,1341,Maj-NL,Miami,23,81,77,7,14,3,0,3,14,3,0,32,0,0,1,3,2,0,0.182,0.21,0.338,0.548,666464,0.182
Adam Engel,30,1331,Maj-AL,Chicago,119,260,245,32,55,13,1,2,17,11,1,76,4,0,0,2,12,4,0.224,0.269,0.31,0.579,641553,0.224
Alcides Escobar,35,1412,Maj-NL,Washington,40,131,124,12,27,4,2,0,8,5,0,32,2,0,0,1,1,1,0.218,0.26,0.282,0.542,444876,0.218
Eduardo Escobar,33,1327,Maj-NL,New York,139,553,504,60,122,27,4,21,71,42,3,132,1,0,6,4,0,2,0.242,0.298,0.437,0.735,500871,0.242
Santiago Espinal,27,1328,Maj-AL,Toronto,136,495,453,53,122,26,0,7,51,36,1,68,2,1,3,12,6,6,0.269,0.324,0.373,0.697,669289,0.269
Thairo Estrada,26,1332,Maj-NL,San Francisco,140,541,488,71,127,22,2,14,62,33,0,89,14,1,5,10,21,6,0.26,0.322,0.4,0.722,642731,0.26
Stuart Fairchild,26,1331,"Maj-AL,Maj-NL","Cincinnati,San Francisco,Seattle",46,110,97,14,24,4,1,5,6,8,0,34,5,0,0,1,0,2,0.247,0.336,0.464,0.8,656413,0.247
Kyle Farmer,31,1331,Maj-NL,Cincinnati,145,583,526,58,134,25,1,14,78,33,0,99,16,2,6,20,4,3,0.255,0.315,0.386,0.701,571657,0.255
Mario Feliciano,23,1380,Maj-NL,Milwaukee,2,5,4,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0.25,0.4,0.25,0.65,666128,0.25
Freddy Fermin,27,1411,Maj-AL,Kansas City,3,7,7,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0.0,0.0,0.0,0.0,666023,0.0
David Fletcher,28,1331,Maj-AL,Los Angeles,61,228,216,20,55,9,1,2,17,7,0,16,3,2,0,6,1,0,0.255,0.288,0.333,0.621,664058,0.255
Wilmer Flores,30,1331,Maj-NL,San Francisco,151,602,525,72,120,28,1,19,71,59,1,103,11,0,7,7,0,0,0.229,0.316,0.394,0.71,527038,0.229
Estevan Florial,24,1353,Maj-AL,New York,17,35,31,4,3,0,0,0,1,3,0,13,1,0,0,0,2,0,0.097,0.2,0.097,0.297,664314,0.097
Mike Ford,29,1339,"Maj-AL,Maj-NL","Atlanta,Los Angeles,San Francisco,Seattle",49,149,131,9,27,5,0,3,10,17,0,40,1,0,0,1,0,0,0.206,0.302,0.313,0.615,645801,0.206
Nick Fortes,25,1331,Maj-NL,Miami,72,240,217,41,50,6,1,9,24,18,0,45,5,0,0,5,5,3,0.23,0.304,0.392,0.696,663743,0.23
Lucius Fox,24,1488,Maj-NL,Washington,9,28,25,2,2,0,0,0,2,1,0,9,0,2,0,1,1,0,0.08,0.115,0.08,0.195,665650,0.08
Jake Fraley,27,1331,Maj-NL,Cincinnati,68,247,216,33,56,9,0,12,28,26,1,54,3,0,2,1,4,1,0.259,0.344,0.468,0.812,641584,0.259
Ty France,27,1321,Maj-AL,Seattle,145,640,577,66,157,28,1,20,85,36,3,100,21,0,5,18,0,0,0.272,0.335,0.428,0.763,664034,0.272
Maikel Franco,29,1377,Maj-NL,Washington,103,388,371,31,85,15,0,9,39,12,0,75,2,0,3,18,1,0,0.229,0.255,0.342,0.597,596748,0.229
Wander Franco,21,1328,Maj-AL,Tampa Bay,85,354,323,46,88,20,3,6,33,27,1,35,0,0,4,5,8,0,0.272,0.325,0.409,0.734,677551,0.272
Adam Frazier,30,1321,Maj-AL,Seattle,161,626,564,64,134,23,4,3,43,47,1,78,5,4,6,16,11,6,0.238,0.299,0.309,0.608,624428,0.238
Clint Frazier,27,1451,Maj-NL,Chicago,19,45,37,4,8,3,0,0,1,7,0,11,1,0,0,1,1,0,0.216,0.356,0.297,0.653,640449,0.216
Freddie Freeman,32,1321,Maj-NL,Los Angeles,163,726,626,118,204,50,2,22,103,87,13,106,6,0,7,6,14,3,0.326,0.409,0.518,0.927,518692,0.326
Tyler Freeman,23,1338,Maj-AL,Cleveland,24,86,77,9,19,3,0,0,3,4,0,11,4,0,1,2,1,0,0.247,0.314,0.286,0.6,671289,0.247
TJ Friedl,26,1333,Maj-NL,Cincinnati,71,258,225,33,54,10,5,8,25,20,0,40,7,0,6,3,7,2,0.24,0.314,0.436,0.75,670770,0.24
Cam Gallagher,29,1401,Maj-AL,Kansas City,18,47,42,1,9,5,0,0,5,3,0,13,0,2,0,0,0,0,0.214,0.267,0.333,0.6,595956,0.214
Joey Gallo,28,1331,"Maj-AL,Maj-NL","Los Angeles,New York",126,410,350,48,56,8,2,19,47,56,0,163,3,0,1,0,3,0,0.16,0.28,0.357,0.638,608336,0.16
Ben Gamel,30,1332,Maj-NL,Pittsburgh,114,423,371,42,86,20,2,9,46,48,2,98,3,0,1,5,5,1,0.232,0.324,0.369,0.693,592325,0.232
Adolis Garc\xc3\xada,29,1331,Maj-AL,Texas,156,657,605,88,151,34,5,27,101,40,2,183,6,0,6,9,25,6,0.25,0.3,0.456,0.756,666969,0.25
Aramis Garcia,29,1331,Maj-NL,Cincinnati,47,115,108,6,23,2,0,1,4,3,0,34,2,2,0,4,0,1,0.213,0.248,0.259,0.507,605244,0.213
Avisa\xc3\xadl Garc\xc3\xada,31,1332,Maj-NL,Miami,98,380,357,31,80,9,0,8,35,17,0,109,4,0,2,12,4,0,0.224,0.266,0.317,0.582,541645,0.224
D\xc3\xa9rmis Garc\xc3\xada,24,1331,Maj-AL,Oakland,39,125,116,13,24,6,0,5,20,8,0,55,1,0,0,1,0,0,0.207,0.264,0.388,0.652,660650,0.207
Leury Garc\xc3\xada,31,1346,Maj-AL,Chicago,97,315,300,38,63,8,0,3,20,7,0,65,3,2,3,6,2,0,0.21,0.233,0.267,0.5,544725,0.21
Luis Garc\xc3\xada Jr.,22,1331,Maj-NL,Washington,93,377,360,29,99,23,2,7,45,11,1,84,1,1,4,6,3,4,0.275,0.295,0.408,0.704,671277,0.275
Maikel Garcia,22,1380,Maj-AL,Kansas City,9,23,22,1,7,1,0,0,2,1,0,5,0,0,0,1,0,0,0.318,0.348,0.364,0.711,672580,0.318
Kyle Garlick,30,1351,Maj-AL,Minnesota,66,162,150,23,35,3,0,9,18,8,0,48,3,0,1,2,0,0,0.233,0.284,0.433,0.717,664247,0.233
Dustin Garneau,34,1489,Maj-AL,Detroit,8,11,10,1,3,1,0,0,1,1,0,4,0,0,0,0,0,0,0.3,0.364,0.4,0.764,572863,0.3
Stone Garrett,26,1331,Maj-NL,Arizona,27,84,76,13,21,8,0,4,10,3,0,27,1,0,1,1,3,1,0.276,0.309,0.539,0.848,656448,0.276
Mitch Garver,31,1418,Maj-AL,Texas,54,215,188,23,39,7,0,10,24,23,0,53,2,0,2,3,1,1,0.207,0.298,0.404,0.702,641598,0.207
Andr\xc3\xa9s Gim\xc3\xa9nez,23,1318,Maj-AL,Cleveland,153,586,519,67,151,27,3,17,70,35,4,126,25,4,3,9,21,3,0.291,0.363,0.453,0.815,665926,0.291
Mychal Givens,32,1354,Maj-NL,New York,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,571710,
Jos\xc3\xa9 Godoy,27,1336,"Maj-AL,Maj-NL","Minnesota,Pittsburgh",10,22,20,3,1,0,0,0,1,2,0,9,0,0,0,0,0,0,0.05,0.136,0.05,0.186,608422,0.05
Paul Goldschmidt,34,1328,Maj-NL,St. Louis,153,659,568,106,178,41,0,35,115,79,1,145,6,0,4,7,7,0,0.313,0.4,0.57,0.971,502671,0.313
Yan Gomes,34,1333,Maj-NL,Chicago,86,293,277,23,65,12,0,8,31,8,0,47,3,1,4,15,2,0,0.235,0.26,0.365,0.625,543228,0.235
Erik Gonz\xc3\xa1lez,30,1429,Maj-NL,Miami,16,41,37,4,7,1,0,0,3,4,0,12,0,0,0,1,1,0,0.189,0.268,0.216,0.485,570481,0.189
Luis Gonz\xc3\xa1lez,26,1343,Maj-NL,San Francisco,98,350,311,31,79,17,2,4,36,30,1,75,4,0,5,5,10,2,0.254,0.323,0.36,0.683,670768,0.254
Marwin Gonz\xc3\xa1lez,33,1318,Maj-AL,New York,86,208,185,20,34,7,0,6,18,14,0,55,4,3,2,8,3,0,0.184,0.254,0.319,0.573,503556,0.184
Oscar Gonz\xc3\xa1lez,24,1318,Maj-AL,Cleveland,98,414,393,41,114,27,0,12,47,15,2,84,4,0,2,6,1,2,0.29,0.321,0.45,0.772,660757,0.29
Romy Gonzalez,25,1331,Maj-AL,Chicago,32,109,105,15,25,4,1,2,11,2,0,39,1,0,1,3,0,1,0.238,0.257,0.352,0.609,663853,0.238
Niko Goodrum,30,1475,Maj-AL,Houston,15,45,43,2,5,2,0,0,1,2,0,23,0,0,0,0,1,0,0.116,0.156,0.163,0.318,592348,0.116
Nick Gordon,26,1331,Maj-AL,Minnesota,136,443,405,45,110,28,4,9,50,19,1,105,10,3,6,8,6,4,0.272,0.316,0.427,0.743,624503,0.272
Terrance Gore,31,1331,Maj-NL,New York,10,8,7,1,1,0,0,0,0,0,0,3,0,1,0,0,3,0,0.143,0.143,0.143,0.286,605253,0.143
Nolan Gorman,22,1329,Maj-NL,St. Louis,90,314,284,44,65,13,0,14,36,28,0,103,2,0,0,2,1,0,0.229,0.303,0.423,0.725,669357,0.229
Phil Gosselin,33,1373,"Maj-AL,Maj-NL","Atlanta,Los Angeles",33,77,74,6,11,0,1,0,2,2,0,24,1,0,0,1,0,0,0.149,0.182,0.176,0.357,594838,0.149
Yasmani Grandal,33,1332,Maj-AL,Chicago,99,376,327,15,66,7,0,5,27,45,1,79,2,0,2,8,1,0,0.202,0.301,0.269,0.57,518735,0.202
Riley Greene,21,1331,Maj-AL,Detroit,93,418,376,46,95,18,4,5,42,36,0,120,3,0,3,8,1,4,0.253,0.321,0.362,0.682,682985,0.253
Didi Gregorius,32,1394,Maj-NL,Philadelphia,63,232,214,17,45,9,4,1,19,13,0,36,3,0,2,0,1,0,0.21,0.263,0.304,0.567,544369,0.21
Grayson Greiner,29,1466,Maj-NL,Arizona,2,8,6,0,1,0,0,0,0,2,0,3,0,0,0,0,0,0,0.167,0.375,0.167,0.542,606988,0.167
Randal Grichuk,30,1331,Maj-NL,Colorado,140,538,506,60,131,21,3,19,73,24,0,127,6,0,2,12,4,0,0.259,0.299,0.425,0.724,545341,0.259
Trent Grisham,25,1313,Maj-NL,San Diego,164,570,491,66,91,16,2,20,58,61,2,165,9,7,2,3,7,1,0.185,0.286,0.348,0.634,663757,0.185
Vaughn Grissom,21,1322,Maj-NL,Atlanta,43,159,144,24,41,6,0,5,18,11,1,37,3,0,1,0,5,2,0.285,0.346,0.431,0.776,687093,0.285
Jordan Groshans,22,1331,Maj-NL,Miami,17,65,61,9,16,0,0,1,2,4,0,13,0,0,0,2,0,0,0.262,0.308,0.311,0.619,677954,0.262
Robbie Grossman,32,1322,"Maj-AL,Maj-NL","Atlanta,Detroit",131,480,414,40,86,19,1,7,45,56,0,131,6,0,4,3,6,2,0.208,0.308,0.309,0.618,543257,0.208
Vladimir Guerrero Jr.,23,1328,Maj-AL,Toronto,162,715,646,91,176,35,0,32,98,59,7,117,6,0,4,26,8,3,0.272,0.337,0.475,0.812,665489,0.272
Luis Guillorme,27,1329,Maj-NL,New York,103,336,298,33,81,12,1,2,17,34,1,47,2,2,0,15,1,0,0.272,0.35,0.339,0.689,641645,0.272
Lourdes Gurriel Jr.,28,1359,Maj-AL,Toronto,121,493,453,52,132,32,1,5,52,31,1,83,6,0,2,11,3,4,0.291,0.343,0.4,0.743,666971,0.291
Yuli Gurriel,38,1302,Maj-AL,Houston,158,634,594,57,149,41,0,10,57,31,0,74,6,0,3,13,10,0,0.251,0.293,0.37,0.664,493329,0.251
Dalton Guthrie,26,1331,Maj-NL,Philadelphia,14,28,21,3,7,0,0,1,5,6,0,7,1,0,0,0,1,0,0.333,0.5,0.476,0.976,656495,0.333
Kelvin Guti\xc3\xa9rrez,27,1488,Maj-AL,Baltimore,12,33,28,2,4,1,0,0,3,4,0,8,0,0,0,1,1,0,0.143,0.25,0.179,0.429,642721,0.143
Ronald Guzm\xc3\xa1n,27,1357,Maj-AL,New York,3,6,6,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0.0,0.0,0.0,0.0,608597,0.0
Eric Haase,29,1331,Maj-AL,Detroit,110,351,323,41,82,17,1,14,44,24,1,97,1,0,3,9,0,0,0.254,0.305,0.443,0.748,606992,0.254
Jake Hager,29,1422,Maj-NL,Arizona,27,59,50,4,12,2,0,0,3,8,0,17,0,1,0,0,0,0,0.24,0.345,0.28,0.625,606993,0.24
Sam Haggerty,28,1333,Maj-AL,Seattle,83,201,176,29,45,9,1,5,23,18,3,53,4,1,2,4,13,1,0.256,0.335,0.403,0.738,664059,0.256
Darick Hall,26,1331,Maj-NL,Philadelphia,41,142,136,19,34,8,1,9,16,5,0,44,1,0,0,3,0,0,0.25,0.282,0.522,0.804,669742,0.25
Billy Hamilton,31,1332,"Maj-AL,Maj-NL","Miami,Minnesota",37,23,20,13,1,0,0,0,0,2,0,12,0,1,0,0,10,1,0.05,0.136,0.05,0.186,571740,0.05
Caleb Hamilton,27,1331,Maj-AL,Minnesota,22,23,18,5,1,0,0,1,1,4,0,14,0,1,0,0,0,0,0.056,0.227,0.222,0.449,643348,0.056
Garrett Hampson,27,1331,Maj-NL,Colorado,90,226,199,29,42,7,3,2,15,21,0,63,1,3,2,3,12,2,0.211,0.287,0.307,0.594,641658,0.211
Mitch Haniger,31,1321,Maj-AL,Seattle,62,271,245,33,60,10,0,11,34,22,1,70,2,0,2,7,0,0,0.245,0.31,0.42,0.73,571745,0.245
Ian Happ,27,1331,Maj-NL,Chicago,158,641,573,72,155,42,2,17,72,58,4,149,6,0,4,11,9,4,0.271,0.342,0.44,0.781,664023,0.271
Bryce Harper,29,1300,Maj-NL,Philadelphia,116,497,433,75,128,35,1,24,78,52,10,101,4,1,7,16,12,4,0.296,0.371,0.547,0.918,547180,0.296
Michael Harris II,21,1321,Maj-NL,Atlanta,118,455,428,75,124,27,3,19,65,21,0,109,5,1,0,7,21,2,0.29,0.33,0.5,0.83,671739,0.29
Josh Harrison,34,1331,Maj-AL,Chicago,118,425,386,50,99,19,2,7,27,21,0,71,14,2,2,9,2,1,0.256,0.317,0.37,0.687,543281,0.256
Monte Harrison,26,1416,Maj-AL,Los Angeles,9,14,11,5,2,0,0,1,3,2,0,8,1,0,0,1,1,0,0.182,0.357,0.455,0.812,656509,0.182
Adam Haseley,26,1362,Maj-AL,Chicago,14,25,21,4,5,0,0,0,2,3,0,7,0,1,0,0,0,0,0.238,0.333,0.238,0.571,656514,0.238
Ke\'Bryan Hayes,25,1331,Maj-NL,Pittsburgh,136,560,505,55,123,24,3,7,41,48,0,122,5,0,2,12,20,5,0.244,0.314,0.345,0.659,663647,0.244
Austin Hays,26,1331,Maj-AL,Baltimore,145,582,535,66,134,35,2,16,60,34,0,114,10,0,3,11,2,4,0.25,0.306,0.413,0.719,669720,0.25
Austin Hedges,29,1318,Maj-AL,Cleveland,112,356,309,27,50,4,0,7,30,28,0,83,6,10,3,12,2,0,0.162,0.243,0.243,0.485,595978,0.162
Jonah Heim,27,1331,Maj-AL,Texas,127,450,406,51,92,20,1,16,48,41,0,87,1,0,2,10,2,0,0.227,0.298,0.399,0.697,641680,0.227
Tyler Heineman,31,1331,"Maj-AL,Maj-NL","Pittsburgh,Toronto",62,174,157,16,34,8,0,0,9,8,0,17,5,4,0,3,1,0,0.217,0.276,0.268,0.544,623168,0.217
Gunnar Henderson,21,1331,Maj-AL,Baltimore,34,132,116,12,30,7,1,4,18,16,1,34,0,0,0,1,1,1,0.259,0.348,0.44,0.788,683002,0.259
Payton Henry,25,1468,Maj-NL,Miami,15,35,28,2,4,0,0,0,4,5,0,8,2,0,0,0,0,0,0.143,0.314,0.143,0.457,668721,0.143
David Hensley,26,1302,Maj-AL,Houston,20,43,37,7,12,2,1,1,5,5,0,10,1,0,0,3,0,0,0.324,0.419,0.514,0.932,682073,0.324
Guillermo Heredia,31,1331,Maj-NL,Atlanta,74,82,76,12,12,3,1,3,8,6,0,32,0,0,0,1,0,0,0.158,0.22,0.342,0.562,628338,0.158
Michael Hermosillo,27,1341,Maj-NL,Chicago,31,73,61,7,7,2,0,0,4,7,0,27,4,1,0,0,1,0,0.115,0.25,0.148,0.398,641684,0.115
C\xc3\xa9sar Hern\xc3\xa1ndez,32,1331,Maj-NL,Washington,147,617,560,64,139,28,4,1,34,45,0,114,7,3,2,9,10,4,0.248,0.311,0.318,0.629,514917,0.248
Elier Hernandez,27,1382,Maj-AL,Texas,14,35,33,4,6,2,0,0,3,1,0,15,0,0,1,1,0,0,0.182,0.2,0.242,0.442,609274,0.182
Enrique Hern\xc3\xa1ndez,30,1331,Maj-AL,Boston,93,402,361,48,80,24,0,6,45,34,0,71,3,0,4,11,0,2,0.222,0.291,0.338,0.629,571771,0.222
Teoscar Hern\xc3\xa1ndez,29,1328,Maj-AL,Toronto,133,544,507,74,135,35,1,27,81,34,0,153,3,0,0,19,7,3,0.266,0.316,0.499,0.815,606192,0.266
Yadiel Hern\xc3\xa1ndez,34,1379,Maj-NL,Washington,94,327,305,30,82,16,0,9,41,19,0,74,1,0,2,9,2,1,0.269,0.312,0.41,0.722,628450,0.269
Yonny Hern\xc3\xa1ndez,24,1468,Maj-NL,Arizona,12,28,24,2,2,0,0,0,0,2,0,4,0,2,0,0,2,0,0.083,0.154,0.083,0.237,660634,0.083
Iv\xc3\xa1n Herrera,22,1426,Maj-NL,St. Louis,11,22,18,0,2,0,0,0,1,2,0,8,0,1,1,0,0,0,0.111,0.19,0.111,0.302,671056,0.111
Jos\xc3\xa9 Herrera,25,1390,Maj-NL,Arizona,47,124,111,9,21,2,0,0,5,9,0,34,0,4,0,1,0,0,0.189,0.25,0.207,0.457,645444,0.189
Od\xc3\xbabel Herrera,30,1397,Maj-NL,Philadelphia,62,197,185,23,44,9,1,5,21,11,0,42,0,0,1,3,6,0,0.238,0.279,0.378,0.658,546318,0.238
Jason Heyward,32,1434,Maj-NL,Chicago,47,151,137,15,28,5,1,1,10,11,0,32,3,0,0,3,1,0,0.204,0.278,0.277,0.556,518792,0.204
Brewer Hicklen,26,1411,Maj-AL,Kansas City,6,4,4,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,676551,0.0
Aaron Hicks,32,1318,Maj-AL,New York,132,457,387,54,83,9,2,8,40,63,3,109,4,1,2,10,10,3,0.214,0.329,0.31,0.639,543305,0.214
Kyle Higashioka,32,1316,Maj-AL,New York,86,255,235,27,52,7,0,10,31,13,0,57,1,2,4,5,0,1,0.221,0.261,0.379,0.64,543309,0.221
P.J. Higgins,29,1331,Maj-NL,Chicago,74,229,201,23,46,11,1,6,30,22,0,58,2,3,1,2,0,0,0.229,0.31,0.383,0.693,664731,0.229
Derek Hill,26,1448,Maj-AL,Detroit,31,92,83,8,19,2,0,1,3,5,0,28,0,3,1,0,3,0,0.229,0.27,0.289,0.559,656537,0.229
Sam Hilliard,28,1369,Maj-NL,Colorado,70,200,174,26,32,6,1,2,14,23,0,57,1,0,2,2,5,1,0.184,0.28,0.264,0.544,656541,0.184
Keston Hiura,25,1331,Maj-NL,Milwaukee,80,266,234,34,53,8,1,14,32,23,0,111,8,0,1,3,5,2,0.226,0.316,0.449,0.765,669374,0.226
Nico Hoerner,25,1331,Maj-NL,Chicago,135,517,481,60,135,22,5,10,55,28,4,57,6,0,2,11,20,2,0.281,0.327,0.41,0.736,663538,0.281
Rhys Hoskins,29,1300,Maj-NL,Philadelphia,173,745,658,90,156,34,2,36,91,76,0,193,6,0,4,14,2,1,0.237,0.32,0.459,0.779,656555,0.237
Eric Hosmer,32,1331,"Maj-AL,Maj-NL","Boston,San Diego",104,419,380,38,102,19,0,8,44,37,5,64,1,0,1,12,0,0,0.268,0.334,0.382,0.716,543333,0.268
Sam Huff,24,1332,Maj-AL,Texas,44,132,121,9,29,4,0,4,10,11,1,42,0,0,0,1,1,0,0.24,0.303,0.372,0.675,669087,0.24
Cooper Hummel,27,1333,Maj-NL,Arizona,66,201,176,20,31,8,3,3,17,23,0,64,1,0,1,4,4,1,0.176,0.274,0.307,0.58,669450,0.176
Andy Ib\xc3\xa1\xc3\xb1ez,29,1451,Maj-AL,Texas,40,128,119,13,26,4,0,1,9,9,0,21,0,0,0,0,3,0,0.218,0.273,0.277,0.551,628451,0.218
Jose Iglesias,32,1332,Maj-NL,Colorado,118,467,439,48,128,30,0,3,47,17,0,56,8,0,3,11,2,3,0.292,0.328,0.38,0.708,578428,0.292
Ender Inciarte,31,1415,Maj-NL,New York,11,8,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.125,0.125,0.25,542255,0.125
Jonathan India,25,1332,Maj-NL,Cincinnati,103,431,386,48,96,16,2,10,41,31,1,94,14,0,0,5,3,4,0.249,0.327,0.378,0.705,663697,0.249
Kyle Isbel,25,1331,Maj-AL,Kansas City,106,278,256,32,54,10,4,5,28,16,0,75,3,1,2,5,9,6,0.211,0.264,0.34,0.603,664728,0.211
Alex Jackson,26,1454,Maj-NL,Milwaukee,5,12,12,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0.25,0.25,0.25,0.5,656577,0.25
Drew Jackson,28,1499,Maj-AL,Oakland,3,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,623515,0.0
Travis Jankowski,31,1395,"Maj-AL,Maj-NL","New York,Seattle",44,64,55,11,9,0,0,0,2,8,0,10,1,0,0,0,3,0,0.164,0.281,0.164,0.445,608671,0.164
Danny Jansen,27,1328,Maj-AL,Toronto,74,256,223,34,59,11,0,15,46,25,1,48,3,0,5,1,1,0,0.265,0.34,0.516,0.856,643376,0.265
Ryan Jeffers,25,1331,Maj-AL,Minnesota,67,236,212,25,44,10,1,7,27,23,0,62,0,1,0,6,0,0,0.208,0.285,0.363,0.648,680777,0.208
