"last_name, first_name",player_id,display_team_name,year,primary_pos_formatted,fielding_runs_prevented,outs_above_average,outs_above_average_infront,outs_above_average_lateral_toward3bline,outs_above_average_lateral_toward1bline,outs_above_average_behind,outs_above_average_rhh,outs_above_average_lhh,actual_success_rate_formatted,adj_estimated_success_rate_formatted,diff_success_rate_formatted
"Moncada, Yoán",660162,White Sox,2023,3B,0,0,3,0,-4,1,-3,2,74%,74%,0%
"Moustakas, Mike",519058,---,2023,3B,0,-1,-2,1,0,0,1,-2,70%,70%,0%
"Muncy, Max",571970,Dodgers,2023,3B,-6,-9,-5,-2,-2,1,-8,-1,70%,72%,-2%
"Paredes, Isaac",670623,Rays,2023,3B,0,0,-1,6,-5,1,2,-1,72%,72%,0%
"Peterson, Jace",607054,---,2023,3B,0,1,3,0,-2,0,-2,2,70%,70%,0%
"Ramírez, José",608070,Guardians,2023,3B,4,6,2,1,4,-2,5,1,72%,70%,2%
"Riley, Austin",663586,Braves,2023,3B,0,0,0,4,-3,-1,3,-3,74%,74%,0%
"Rivera, Emmanuel",656896,D-backs,2023,3B,1,1,0,1,0,0,0,1,71%,71%,0%
"Segura, Jean",516416,Marlins,2023,3B,-3,-4,2,-3,-1,-3,-4,0,64%,65%,-1%
"Sosa, Edmundo",624641,Phillies,2023,3B,0,0,-1,0,0,2,-1,2,75%,74%,1%
"Suárez, Eugenio",553993,Mariners,2023,3B,9,11,8,1,1,1,10,1,73%,70%,3%
"Urías, Ramón",602104,Orioles,2023,3B,-7,-9,-6,-2,1,-1,-7,-2,71%,75%,-4%
"Wisdom, Patrick",621550,Cubs,2023,3B,-4,-6,-3,0,-3,0,-5,0,74%,77%,-3%
"Abrams, CJ",682928,Nationals,2023,SS,-6,-9,-2,0,-7,0,-3,-6,73%,75%,-2%
"Adames, Willy",642715,Brewers,2023,SS,12,16,7,5,4,0,10,6,78%,75%,3%
"Ahmed, Nick",605113,D-backs,2023,SS,4,6,0,3,3,0,4,2,77%,74%,3%
"Allen, Nick",669397,Athletics,2023,SS,1,1,6,-3,-1,0,-1,2,73%,73%,0%
"Anderson, Tim",641313,White Sox,2023,SS,-1,-1,-2,2,-1,-1,-2,1,72%,72%,0%
"Arcia, Orlando",606115,Braves,2023,SS,3,4,3,3,-1,0,4,1,75%,74%,1%
"Berti, Jon",542932,Marlins,2023,SS,2,3,0,2,0,0,4,-1,79%,77%,2%
"Bichette, Bo",666182,Blue Jays,2023,SS,-2,-3,1,-3,-2,0,-1,-2,71%,72%,-1%
"Bogaerts, Xander",593428,Padres,2023,SS,2,3,3,-1,1,0,-1,3,75%,75%,0%
"Báez, Javier",595879,Tigers,2023,SS,7,9,1,6,1,1,5,4,75%,73%,2%
"Correa, Carlos",621043,Twins,2023,SS,0,1,4,1,-4,-1,7,-6,76%,76%,0%
"Crawford, Brandon",543063,Giants,2023,SS,4,6,0,8,-2,0,3,2,72%,70%,2%
"Crawford, J.P.",641487,Mariners,2023,SS,-7,-9,0,-10,2,-1,-1,-8,76%,78%,-2%
"De La Cruz, Elly",682829,Reds,2023,SS,1,1,2,-2,1,1,-1,2,76%,76%,0%
"DeJong, Paul",657557,---,2023,SS,6,8,6,7,-5,0,4,5,78%,75%,3%
"Edman, Tommy",669242,Cardinals,2023,SS,3,4,0,4,0,1,4,0,79%,76%,3%
"Franco, Wander",677551,Rays,2023,SS,8,11,8,2,0,0,6,5,80%,77%,3%
"Henderson, Gunnar",683002,Orioles,2023,SS,0,0,2,-2,1,-1,2,-2,79%,79%,0%
"Hernández, Enrique",571771,---,2023,SS,-10,-13,-5,-2,-6,0,-13,0,69%,74%,-5%
"Lindor, Francisco",596019,Mets,2023,SS,5,6,6,6,-5,-1,9,-3,76%,75%,1%
"Marcano, Tucupita",672779,Pirates,2023,SS,-5,-6,-3,-1,-2,1,-4,-2,71%,74%,-3%
"Mateo, Jorge",622761,Orioles,2023,SS,0,-1,3,2,-4,-1,-2,1,72%,73%,-1%
"McLain, Matt",680574,Reds,2023,SS,2,2,3,-1,0,1,1,1,76%,75%,1%
"Neto, Zach",687263,Angels,2023,SS,1,1,-1,5,-4,1,0,1,77%,76%,1%
"Perdomo, Geraldo",672695,D-backs,2023,SS,3,4,5,1,-2,0,2,2,74%,73%,1%
"Peña, Jeremy",665161,Astros,2023,SS,1,2,2,3,-5,1,0,2,76%,75%,1%
"Rojas, Miguel",500743,Dodgers,2023,SS,5,6,6,2,-3,1,2,4,80%,78%,2%
"Rosario, Amed",642708,---,2023,SS,-11,-14,-8,1,-5,-2,-10,-4,71%,74%,-3%
"Seager, Corey",608369,Rangers,2023,SS,1,2,1,1,1,-2,3,-2,77%,77%,0%
"Swanson, Dansby",621020,Cubs,2023,SS,15,20,11,8,0,0,14,6,78%,75%,3%
"Tovar, Ezequiel",678662,Rockies,2023,SS,11,15,5,3,6,1,12,3,73%,70%,3%
"Turner, Trea",607208,Phillies,2023,SS,-4,-6,1,-5,0,-2,-2,-4,73%,74%,-1%
"Volpe, Anthony",683011,Yankees,2023,SS,1,1,-1,0,0,2,2,-1,78%,78%,0%
"Wendle, Joey",621563,Marlins,2023,SS,-3,-3,-1,0,-2,0,-3,-1,78%,79%,-1%
"Witt Jr., Bobby",677951,Royals,2023,SS,10,13,5,8,-1,1,12,1,69%,67%,2%
"Arozarena, Randy",668227,Rays,2023,LF,-4,-4,1,0,-1,-3,-3,-1,85%,86%,-1%
"Baddoo, Akil",668731,Tigers,2023,LF,0,0,-2,2,-2,2,-2,2,88%,88%,0%
"Benintendi, Andrew",643217,White Sox,2023,LF,-10,-11,-2,-1,-4,-2,-3,-8,84%,87%,-3%
"Canha, Mark",592192,---,2023,LF,-3,-3,-2,0,-2,0,-3,-1,85%,88%,-3%
"Carroll, Corbin",682998,D-backs,2023,RF,2,3,2,0,0,1,2,0,88%,86%,2%
"De La Cruz, Bryan",650559,Marlins,2023,LF,-7,-8,1,-1,-7,-1,-4,-4,83%,86%,-3%
"Garrett, Stone",656448,Nationals,2023,LF,0,0,0,1,-1,0,0,1,91%,91%,0%
"Grichuk, Randal",545341,---,2023,LF,-3,-3,-1,0,-2,-1,-3,0,83%,85%,-2%
"Gurriel Jr., Lourdes",666971,D-backs,2023,LF,1,1,-2,1,2,0,1,0,89%,88%,1%
"Happ, Ian",664023,Cubs,2023,LF,-6,-7,0,0,-7,0,-6,-1,85%,88%,-3%
"Hays, Austin",669720,Orioles,2023,LF,4,4,0,2,1,1,2,2,91%,89%,2%
"Jankowski, Travis",608671,Rangers,2023,LF,1,1,1,0,0,0,1,0,86%,84%,2%
"Jones, Nolan",666134,Rockies,2023,LF,0,0,0,-1,0,1,1,-2,89%,89%,0%
"Julks, Corey",667452,Astros,2023,LF,0,0,0,-1,1,1,-1,1,83%,83%,0%
"Kelenic, Jarred",672284,Mariners,2023,LF,-1,-1,0,-1,-1,1,0,-1,89%,90%,-1%
"Kemp, Tony",643393,Athletics,2023,2B,-1,-2,1,1,-2,0,-1,0,86%,88%,-2%
"Kwan, Steven",680757,Guardians,2023,LF,7,7,1,4,0,3,2,6,89%,88%,1%
"McCormick, Chas",676801,Astros,2023,CF,2,2,1,0,1,0,0,2,91%,90%,1%
"Melendez, MJ",669004,Royals,2023,RF,-3,-4,0,-2,-1,-1,-2,-2,83%,86%,-3%
"Merrifield, Whit",593160,Blue Jays,2023,2B,-3,-3,0,1,-3,-1,0,-3,83%,85%,-2%
"O'Neill, Tyler",641933,Cardinals,2023,LF,0,0,-1,1,-3,2,0,0,84%,83%,1%
"Olivares, Edward",658668,Royals,2023,LF,-4,-5,0,-2,-2,0,-2,-3,78%,83%,-5%
"Peralta, David",444482,Dodgers,2023,LF,-2,-2,1,-3,0,0,-1,-2,88%,89%,-1%
"Pham, Tommy",502054,---,2023,LF,0,0,-1,0,1,0,0,0,85%,84%,1%
"Profar, Jurickson",595777,---,2023,LF,-11,-13,-2,-3,-5,-3,-6,-7,81%,87%,-6%
"Reynolds, Bryan",668804,Pirates,2023,LF,-2,-3,0,-2,-2,0,-2,-1,87%,88%,-1%
"Rosario, Eddie",592696,Braves,2023,LF,3,3,3,2,-4,2,2,1,85%,84%,1%
"Schwarber, Kyle",656941,Phillies,2023,LF,-16,-18,-2,-4,-7,-5,-9,-9,77%,85%,-8%
"Soto, Juan",665742,Padres,2023,LF,-6,-7,-1,-4,-1,-2,1,-8,82%,84%,-2%
"Taylor, Chris",621035,Dodgers,2023,SS,-1,-1,0,-1,1,-1,0,0,84%,85%,-1%
"Varsho, Daulton",662139,Blue Jays,2023,LF,1,1,0,1,-1,1,-1,2,91%,90%,1%
"Ward, Taylor",621493,Angels,2023,LF,3,3,1,2,-1,1,2,1,87%,85%,2%
"Yelich, Christian",592885,Brewers,2023,LF,3,3,2,1,0,1,2,1,90%,89%,1%
"Yoshida, Masataka",807799,Red Sox,2023,LF,-7,-8,0,-3,-3,-2,-2,-6,79%,84%,-5%
"Bader, Harrison",664056,---,2023,CF,6,7,1,5,2,0,5,2,95%,92%,3%
"Bellinger, Cody",641355,Cubs,2023,CF,2,2,0,2,3,-3,2,0,92%,91%,1%
"Call, Alex",669743,Nationals,2023,CF,6,7,0,4,2,1,2,4,92%,90%,2%
"Chisholm Jr., Jazz",665862,Marlins,2023,CF,4,4,-1,4,1,0,4,0,88%,87%,1%
"Doyle, Brenton",686668,Rockies,2023,CF,12,13,-1,8,4,2,9,4,94%,91%,3%
"Duran, Jarren",680776,Red Sox,2023,CF,-1,-1,0,1,-1,-1,-1,0,90%,91%,-1%
"Duvall, Adam",594807,Red Sox,2023,CF,-3,-3,-2,0,1,-2,-2,-2,84%,86%,-2%
"Edman, Tommy",669242,Cardinals,2023,SS,5,6,1,2,2,0,4,2,90%,86%,4%
"Friedl, TJ",670770,Reds,2023,CF,5,5,1,1,2,1,5,0,91%,89%,2%
"Greene, Riley",682985,Tigers,2023,CF,-1,-1,-1,2,-1,1,2,-3,91%,91%,0%
"Grisham, Trent",663757,Padres,2023,CF,6,7,1,5,2,0,5,2,90%,88%,2%
"Harris II, Michael",671739,Braves,2023,CF,6,6,2,0,2,2,5,1,89%,87%,2%
"Isbel, Kyle",664728,Royals,2023,CF,10,11,0,4,5,1,6,5,91%,87%,4%
"Kiermaier, Kevin",595281,Blue Jays,2023,CF,10,11,2,5,5,-1,7,5,95%,91%,4%
"Margot, Manuel",622534,Rays,2023,CF,-2,-2,-1,-2,2,0,0,-2,88%,90%,-2%
"Marsh, Brandon",669016,Phillies,2023,CF,4,4,-2,1,5,0,4,1,89%,87%,2%
"McCormick, Chas",676801,Astros,2023,CF,2,3,-2,3,1,0,0,2,92%,90%,2%
"Meyers, Jake",676694,Astros,2023,CF,7,7,0,4,3,1,5,2,96%,93%,3%
"Moniak, Mickey",666160,Angels,2023,CF,2,2,1,0,2,-1,0,2,92%,90%,2%
"Mullins, Cedric",656775,Orioles,2023,CF,5,6,-1,3,2,2,1,5,93%,91%,2%
"Nimmo, Brandon",607043,Mets,2023,CF,-1,-1,-2,1,0,0,1,-2,90%,90%,0%
"Nootbaar, Lars",663457,Cardinals,2023,CF,1,1,0,1,0,0,1,0,89%,88%,1%
"Outman, James",681546,Dodgers,2023,CF,7,8,0,7,1,0,3,6,92%,90%,2%
"Robert Jr., Luis",673357,White Sox,2023,CF,11,12,0,8,4,0,7,5,92%,89%,3%
"Rodríguez, Julio",677594,Mariners,2023,CF,10,11,-1,4,8,0,8,3,92%,90%,2%
"Rojas, Johan",679032,Phillies,2023,CF,7,8,2,1,6,-1,6,2,97%,92%,5%
"Ruiz, Esteury",665923,Athletics,2023,CF,2,2,-1,1,1,1,3,-1,90%,90%,0%
"Siri, Jose",642350,Rays,2023,CF,8,9,1,2,5,1,5,4,91%,87%,4%
"Straw, Myles",664702,Guardians,2023,CF,4,4,0,0,4,1,4,1,91%,90%,1%
"Suwinski, Jack",669261,Pirates,2023,CF,1,1,-2,3,1,0,3,-2,90%,89%,1%
"Tauchman, Mike",643565,Cubs,2023,CF,1,1,-1,3,-1,0,2,-1,88%,87%,1%
"Taveras, Leody",665750,Rangers,2023,CF,6,7,0,5,1,0,2,4,91%,89%,2%
"Taylor, Michael A.",572191,Twins,2023,CF,7,8,-2,6,4,0,5,3,92%,90%,2%
"Thomas, Alek",677950,D-backs,2023,CF,5,5,-2,1,3,3,5,0,92%,90%,2%
"Trout, Mike",545361,Angels,2023,CF,4,4,1,1,1,1,2,2,89%,87%,2%
"Varsho, Daulton",662139,Blue Jays,2023,LF,8,8,0,3,5,1,6,2,97%,92%,5%
"Waters, Drew",671221,Royals,2023,CF,4,4,0,4,0,0,1,3,91%,88%,3%
"Wiemer, Joey",686894,Brewers,2023,CF,4,5,0,3,5,-3,2,3,93%,91%,2%
"Acuña Jr., Ronald",660670,Braves,2023,RF,-6,-7,-3,-2,-2,0,-3,-4,87%,89%,-2%
"Benson, Will",666181,Reds,2023,RF,-1,-1,0,2,-3,0,1,-1,90%,91%,-1%
"Betts, Mookie",605141,Dodgers,2023,2B,-1,-1,-1,0,0,0,-2,1,86%,86%,0%
"Brennan, Will",686823,Guardians,2023,RF,3,4,0,0,2,1,5,-1,91%,90%,1%
"Brown, Seth",664913,Athletics,2023,RF,0,0,0,0,0,0,0,0,87%,87%,0%
"Bryant, Kris",592178,Rockies,2023,RF,-3,-4,0,-1,-2,-1,-3,0,83%,86%,-3%
"Carpenter, Kerry",681481,Tigers,2023,RF,-3,-3,0,-1,-2,0,0,-3,84%,86%,-2%
"Carroll, Corbin",682998,D-backs,2023,RF,2,3,0,0,2,0,0,3,91%,89%,2%
"Castellanos, Nick",592206,Phillies,2023,RF,-4,-4,0,-1,-1,-1,-3,-1,87%,88%,-1%
"Colás, Oscar",693049,White Sox,2023,RF,0,0,0,0,0,0,0,0,88%,88%,0%
"Conforto, Michael",624424,Giants,2023,RF,-3,-3,1,-2,-1,0,0,-3,82%,84%,-2%
"Fraley, Jake",641584,Reds,2023,RF,3,4,2,0,0,2,3,0,90%,87%,3%
"García, Adolis",666969,Rangers,2023,RF,3,4,2,-2,2,1,2,1,88%,87%,1%
"Hernández, Teoscar",606192,Mariners,2023,RF,0,0,1,-3,-1,3,-1,1,86%,86%,0%
"Heyward, Jason",518792,Dodgers,2023,RF,5,6,2,2,2,0,4,1,91%,88%,3%
"Judge, Aaron",592450,Yankees,2023,RF,-3,-3,0,0,0,-2,-1,-2,83%,86%,-3%
"Kepler, Max",596146,Twins,2023,RF,3,4,1,1,1,1,1,3,90%,88%,2%
"Laureano, Ramón",657656,---,2023,RF,2,2,0,0,2,0,3,-1,87%,86%,1%
"Lowe, Josh",666139,Rays,2023,RF,-1,-1,0,-1,1,0,-1,1,89%,89%,0%
"Marte, Starling",516782,Mets,2023,RF,-4,-5,0,-3,-1,0,-2,-3,86%,89%,-3%
"McCarthy, Jake",664983,D-backs,2023,RF,-1,-1,-1,-1,-1,1,0,-1,92%,93%,-1%
"Melendez, MJ",669004,Royals,2023,RF,-6,-6,-1,-5,0,-1,-5,-1,83%,87%,-4%
"Renfroe, Hunter",592669,---,2023,RF,-4,-4,0,-1,-3,-1,-2,-2,83%,85%,-2%
"Santander, Anthony",623993,Orioles,2023,RF,0,0,1,-2,0,1,3,-3,88%,88%,0%
"Sheets, Gavin",657757,White Sox,2023,RF,-2,-3,1,-2,-1,-1,0,-3,90%,93%,-3%
"Springer, George",543807,Blue Jays,2023,RF,1,1,0,-3,2,2,1,1,87%,87%,0%
"Suzuki, Seiya",673548,Cubs,2023,RF,1,1,2,1,-3,2,1,1,89%,88%,1%
"Sánchez, Jesús",660821,Marlins,2023,RF,-1,-1,1,-1,2,-3,0,-1,87%,87%,0%
"Tatis Jr., Fernando",665487,Padres,2023,RF,9,10,2,1,4,4,5,5,91%,88%,3%
"Taylor, Tyrone",621438,Brewers,2023,RF,2,2,0,1,-1,2,2,0,92%,90%,2%
"Thomas, Lane",657041,Nationals,2023,RF,-4,-4,2,-5,-1,0,0,-4,86%,87%,-1%
"Tucker, Kyle",663656,Astros,2023,RF,-5,-5,0,-5,-1,1,-1,-5,84%,85%,-1%
"Verdugo, Alex",657077,Red Sox,2023,RF,1,1,0,-1,1,1,2,-1,90%,90%,0%
"Vierling, Matt",663837,Tigers,2023,RF,0,1,1,-1,1,-1,0,1,86%,85%,1%
"Walker, Jordan",691023,Cardinals,2023,RF,-6,-6,-2,-2,-2,0,-5,-2,83%,86%,-3%
"Waters, Drew",671221,Royals,2023,CF,1,1,0,0,0,1,2,0,85%,84%,1%
