Name,Age,#days,Lev,Tm,G,GS,W,L,SV,IP,H,R,ER,BB,SO,HR,HBP,ERA,AB,2B,3B,IBB,GDP,SF,SB,CS,PO,BF,Pit,Str,StL,StS,GB/FB,LD,PU,WHIP,BAbip,SO9,SO/W,mlbID
Trent Thornton,29,970,Maj-AL,"Seattle,Toronto",27,1,1.0,2.0,,31.1,30,12,7,6,26,5,0,2.01,119,7,0,0,4,0,3,1,1,125,458,0.67,0.19,0.1,0.4,0.22,0.09,1.149,0.284,7.5,4.33,663423
Michael Tonkin,33,960,Maj-NL,Atlanta,46,0,7.0,3.0,1.0,80.2,66,41,38,23,76,13,2,4.24,299,9,1,1,5,3,7,0,0,329,1299,0.67,0.16,0.11,0.39,0.24,0.11,1.103,0.249,8.5,3.3,543859
Justin Topa,32,971,Maj-AL,Seattle,75,0,5.0,4.0,3.0,69.0,61,26,20,18,61,4,3,2.61,254,6,2,4,7,3,6,3,2,279,1046,0.68,0.22,0.09,0.57,0.22,0.04,1.145,0.297,8.0,3.39,623437
Touki Toussaint,27,973,Maj-AL,"Chicago,Cleveland",20,16,4.0,7.0,,87.0,69,48,48,57,85,10,7,4.97,310,9,1,0,8,7,9,2,1,384,1595,0.59,0.18,0.09,0.5,0.25,0.03,1.448,0.266,8.8,1.49,657053
Alan Trejo,27,1103,Maj-NL,Colorado,2,0,,,,2.0,4,3,3,0,1,2,0,13.5,9,1,0,0,0,1,0,0,0,10,25,0.76,0.16,0.04,0.22,0.11,0.0,2.0,0.286,4.5,,676701
Spencer Turnbull,30,1118,Maj-AL,Detroit,7,7,1.0,4.0,,31.0,37,26,25,15,24,5,3,7.26,127,10,0,0,4,0,3,0,2,145,556,0.63,0.18,0.09,0.48,0.21,0.06,1.677,0.327,7.0,1.6,605513
Edwin Uceta,25,1132,Maj-NL,New York,1,0,,,,3.0,0,0,0,2,3,0,1,0.0,8,0,0,0,0,0,0,1,0,11,51,0.57,0.1,0.2,0.4,0.0,0.2,0.667,0.0,9.0,1.5,670955
Erich Uelmen,27,1105,Maj-NL,Philadelphia,1,0,,,,1.0,3,4,4,2,1,0,0,36.0,5,2,0,0,0,1,2,0,0,8,33,0.48,0.21,0.09,0.4,0.4,0.0,5.0,0.6,9.0,0.5,657272
Duane Underwood Jr.,28,1098,Maj-NL,Pittsburgh,20,0,1.0,,2.0,24.1,24,14,14,11,14,3,0,5.18,88,5,1,0,5,1,1,1,0,100,337,0.65,0.18,0.09,0.44,0.27,0.03,1.438,0.292,5.2,1.27,621249
Jos\xc3\xa9 Ure\xc3\xb1a,31,970,"Maj-AL,Maj-NL","Chicago,Colorado",10,10,,7.0,,44.2,50,37,32,22,29,13,1,6.45,176,8,4,0,5,3,5,4,0,203,771,0.62,0.15,0.09,0.48,0.19,0.03,1.612,0.27,5.8,1.32,570632
Julio Ur\xc3\xadas,26,1000,Maj-NL,Los Angeles,21,21,11.0,8.0,,117.1,112,61,60,24,117,24,6,4.6,444,28,1,0,11,6,11,6,3,482,1853,0.69,0.19,0.1,0.38,0.22,0.11,1.159,0.285,9.0,4.88,628711
Abner Uribe,23,967,Maj-NL,Milwaukee,34,0,1.0,,1.0,32.0,18,9,7,22,40,0,1,1.97,110,2,1,0,2,2,4,0,0,135,552,0.59,0.19,0.12,0.56,0.21,0.04,1.25,0.25,11.3,1.82,682842
Jos\xc3\xa9 Urquidy,28,948,Maj-AL,Houston,19,12,4.0,3.0,1.0,73.0,75,43,43,27,53,16,2,5.3,285,14,1,0,3,2,13,2,0,316,1252,0.64,0.13,0.12,0.34,0.23,0.13,1.397,0.271,6.5,1.96,664353
Framber Valdez,29,949,Maj-AL,Houston,34,34,12.0,14.0,,210.0,185,99,88,63,217,23,11,3.77,781,38,3,0,24,8,19,1,1,869,3191,0.64,0.16,0.12,0.55,0.23,0.03,1.181,0.295,9.3,3.44,664285
Chris Vallimont,26,1060,Maj-AL,Baltimore,1,0,,,,0.2,1,0,0,0,1,0,0,0.0,2,1,0,0,0,0,0,0,0,2,11,0.55,0.09,0.18,1.0,0.0,0.0,1.5,1.0,13.5,,681808
Carlos Vargas,23,1143,Maj-NL,Arizona,5,0,,,,4.2,5,3,3,4,7,2,1,5.79,17,0,0,0,2,0,0,0,0,22,81,0.6,0.2,0.11,0.5,0.2,0.0,1.929,0.375,13.5,1.75,672841
Ildemaro Vargas,31,1013,Maj-NL,Washington,2,0,,,,2.0,2,1,1,1,0,1,1,4.5,8,0,0,0,0,0,0,0,0,10,28,0.54,0.14,0.0,0.5,0.0,0.0,1.5,0.143,0.0,0.0,545121
Gus Varland,26,992,Maj-NL,"Los Angeles,Milwaukee",16,0,1.0,1.0,,20.1,27,18,15,16,20,3,1,6.64,85,6,1,1,3,0,2,0,0,103,403,0.63,0.18,0.11,0.5,0.3,0.03,2.115,0.387,8.9,1.25,681402
Louis Varland,25,967,Maj-AL,Minnesota,19,10,4.0,3.0,,68.2,68,35,35,17,72,16,1,4.59,266,7,4,0,3,1,1,1,0,287,1110,0.69,0.15,0.12,0.45,0.2,0.04,1.238,0.291,9.4,4.24,686973
Andrew Vasquez,29,971,"Maj-AL,Maj-NL","Detroit,Philadelphia",42,0,2.0,1.0,,48.1,46,21,18,23,43,4,7,3.35,186,4,2,1,3,1,0,1,0,219,853,0.66,0.23,0.07,0.47,0.23,0.06,1.428,0.3,8.0,1.87,607755
Randy V\xc3\xa1squez,24,972,Maj-AL,New York,11,5,2.0,2.0,,37.2,30,12,12,18,33,5,4,2.87,142,7,0,0,0,1,2,0,0,166,669,0.64,0.18,0.07,0.37,0.28,0.08,1.274,0.238,7.9,1.83,681190
Vince Velasquez,31,1097,Maj-NL,Pittsburgh,8,8,4.0,4.0,,37.1,35,16,16,14,37,4,1,3.86,146,9,0,0,2,0,5,0,0,162,650,0.64,0.17,0.12,0.32,0.27,0.09,1.313,0.295,8.9,2.64,592826
Anthony Veneziano,25,973,Maj-AL,Kansas City,2,0,,,,2.1,2,2,0,2,1,0,0,0.0,10,1,1,0,0,0,0,0,0,12,55,0.58,0.11,0.09,0.33,0.22,0.11,1.714,0.222,3.9,0.5,685107
Drew VerHagen,32,971,Maj-NL,St. Louis,60,0,5.0,1.0,,61.0,52,30,27,26,60,9,9,3.98,230,12,0,2,5,3,9,0,0,268,1044,0.63,0.16,0.13,0.41,0.2,0.07,1.279,0.262,8.9,2.31,572403
Justin Verlander,40,951,"Maj-AL,Maj-NL","Houston,New York",30,30,14.0,9.0,,180.2,155,69,64,51,158,21,6,3.19,683,33,2,0,11,4,11,2,1,744,2879,0.65,0.16,0.1,0.35,0.23,0.13,1.14,0.264,7.9,3.1,434378
Alex Vesia,27,960,Maj-NL,Los Angeles,58,1,2.0,5.0,1.0,51.2,53,28,25,17,66,8,2,4.35,205,7,1,3,1,0,6,1,0,224,886,0.65,0.14,0.14,0.29,0.23,0.13,1.355,0.344,11.5,3.88,681911
Nick Vespi,27,1012,Maj-AL,Baltimore,9,0,1.0,,,14.2,16,7,7,2,9,2,1,4.3,56,6,0,1,2,0,0,1,0,59,202,0.67,0.16,0.09,0.47,0.26,0.04,1.227,0.311,5.5,4.5,663989
Will Vest,28,970,Maj-AL,Detroit,48,4,2.0,1.0,2.0,48.1,40,18,16,13,56,3,0,2.98,185,9,1,1,4,0,1,0,0,199,780,0.68,0.21,0.11,0.44,0.26,0.05,1.097,0.294,10.4,4.31,676684
Thyago Vieira,30,984,Maj-NL,Milwaukee,2,0,,1.0,,3.0,0,1,0,1,2,0,0,0.0,8,0,0,0,0,1,1,0,0,10,36,0.72,0.14,0.11,0.14,0.29,0.0,0.333,0.0,6.0,2.0,600986
David Villar,26,1071,Maj-NL,San Francisco,1,0,,,,1.0,0,0,0,1,0,0,0,0.0,2,0,0,0,1,0,0,0,0,3,8,0.5,0.25,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,681584
Darius Vines,25,974,Maj-NL,Atlanta,5,2,1.0,,,20.1,15,10,9,7,14,3,1,3.98,74,3,2,0,1,2,2,1,0,84,308,0.63,0.15,0.11,0.4,0.18,0.1,1.082,0.203,6.2,2.0,670241
Victor Vodnik,23,971,Maj-NL,Colorado,6,0,1.0,,,8.2,15,9,8,3,12,0,0,8.31,41,3,0,0,0,0,2,0,0,44,186,0.62,0.13,0.11,0.62,0.24,0.0,2.077,0.517,12.5,4.0,680767
Jason Vosler,29,1135,Maj-NL,Cincinnati,2,0,,,,2.0,5,1,1,0,0,0,0,4.5,11,0,0,0,0,0,0,0,0,11,25,0.8,0.08,0.04,0.36,0.09,0.27,2.5,0.455,0.0,,613564
Austin Voth,31,1002,Maj-AL,Baltimore,25,0,1.0,2.0,,34.2,39,22,20,15,34,6,3,5.19,140,5,1,1,1,1,1,0,0,160,664,0.64,0.16,0.11,0.34,0.29,0.1,1.558,0.327,8.8,2.27,608723
Michael Wacha,31,971,Maj-NL,San Diego,24,24,14.0,4.0,,134.1,113,49,48,43,124,15,3,3.22,505,32,1,0,5,2,4,3,0,553,2222,0.65,0.17,0.11,0.35,0.25,0.09,1.161,0.266,8.3,2.88,608379
Adam Wainwright,41,983,Maj-NL,St. Louis,21,21,5.0,11.0,,101.0,151,89,83,41,55,20,1,7.4,438,36,2,0,13,2,4,0,0,484,1788,0.61,0.2,0.05,0.41,0.27,0.04,1.901,0.359,4.9,1.34,425794
Cole Waites,25,1113,Maj-NL,San Francisco,3,0,,,,2.1,6,5,4,2,2,0,0,15.43,13,1,0,0,0,0,2,0,0,15,65,0.63,0.15,0.08,0.55,0.36,0.0,3.429,0.545,7.7,1.0,686972
Ken Waldichuk,25,972,Maj-AL,Oakland,35,22,4.0,9.0,1.0,141.0,149,93,84,71,132,24,9,5.36,550,39,2,1,13,6,7,6,4,639,2551,0.62,0.14,0.11,0.41,0.23,0.08,1.56,0.313,8.4,1.86,686610
Matt Waldron,26,974,Maj-NL,San Diego,8,6,1.0,3.0,,41.1,39,20,20,12,31,9,0,4.35,160,7,2,0,2,1,8,0,1,173,673,0.65,0.17,0.08,0.4,0.22,0.11,1.234,0.248,6.8,2.58,663362
Josh Walker,28,1020,Maj-NL,New York,14,0,,1.0,,10.0,12,11,9,6,12,2,0,8.1,42,1,0,0,1,0,1,0,0,48,219,0.61,0.11,0.13,0.23,0.4,0.03,1.8,0.357,10.8,2.0,677020
Ryan Walker,27,971,Maj-NL,San Francisco,49,13,5.0,3.0,1.0,61.1,61,25,22,24,78,8,2,3.23,233,13,0,0,3,2,5,5,3,263,1079,0.65,0.2,0.13,0.44,0.23,0.06,1.386,0.356,11.4,3.25,676254
Taijuan Walker,30,971,Maj-NL,Philadelphia,31,31,15.0,6.0,,172.2,155,87,84,71,138,20,8,4.38,650,35,4,1,8,3,12,7,6,733,2838,0.61,0.17,0.08,0.45,0.23,0.06,1.309,0.273,7.2,1.94,592836
Brandon Walter,26,987,Maj-AL,Boston,9,0,,,1.0,23.0,32,17,16,7,16,3,1,6.26,98,7,0,0,1,0,1,1,0,106,365,0.65,0.15,0.07,0.43,0.2,0.11,1.696,0.367,6.3,2.29,687888
Andrew Wantz,27,971,Maj-AL,Los Angeles,27,3,2.0,,,39.1,28,18,17,15,33,4,1,3.89,142,4,3,1,3,2,1,0,0,160,659,0.63,0.14,0.12,0.31,0.21,0.15,1.093,0.224,7.6,2.2,681806
Thaddeus Ward,26,974,Maj-NL,Washington,26,0,,,,35.1,29,26,25,28,30,7,2,6.37,129,4,0,1,3,1,2,2,1,160,681,0.58,0.2,0.08,0.46,0.16,0.07,1.613,0.237,7.6,1.07,663658
Austin Warren,27,1131,Maj-AL,Los Angeles,2,0,1.0,,,1.2,2,1,1,0,2,1,0,5.4,6,0,0,0,0,0,0,0,0,6,23,0.61,0.22,0.09,0.0,0.25,0.0,1.2,0.333,10.8,,681810
Spenser Watkins,30,1017,Maj-AL,Oakland,1,1,,1.0,,4.1,7,5,5,2,4,2,0,10.38,19,3,0,0,0,0,0,0,0,21,90,0.64,0.16,0.07,0.33,0.27,0.0,2.077,0.385,8.3,2.0,657093
Ryan Weathers,23,970,Maj-NL,"Miami,San Diego",15,12,1.0,8.0,,57.2,68,44,42,29,43,12,1,6.55,223,15,1,0,6,3,2,5,6,257,1073,0.6,0.16,0.09,0.38,0.23,0.09,1.682,0.327,6.7,1.48,677960
Luke Weaver,29,973,"Maj-AL,Maj-NL","Cincinnati,New York,Seattle",29,25,3.0,6.0,,123.2,155,90,88,40,109,29,4,6.4,515,40,3,0,6,4,3,2,0,563,2258,0.63,0.16,0.09,0.36,0.29,0.07,1.577,0.331,7.9,2.73,596133
Jacob Webb,29,963,Maj-AL,"Baltimore,Los Angeles",56,0,1.0,1.0,1.0,55.2,41,24,24,31,58,8,4,3.88,204,8,2,3,4,1,3,0,0,241,970,0.64,0.14,0.15,0.36,0.24,0.07,1.293,0.237,9.4,1.87,657097
Logan Webb,26,976,Maj-NL,San Francisco,33,33,11.0,13.0,,216.0,201,83,78,31,194,20,5,3.25,811,34,4,0,30,0,20,4,0,850,3184,0.68,0.2,0.09,0.63,0.21,0.02,1.074,0.303,8.1,6.26,657277
Ryan Weber,32,1091,Maj-AL,New York,8,0,1.0,,1.0,14.1,17,5,5,1,7,2,1,3.14,57,4,0,0,2,1,3,0,0,60,182,0.67,0.18,0.07,0.47,0.31,0.0,1.256,0.306,4.4,7.0,543901
Jordan Weems,30,971,Maj-NL,Washington,51,0,5.0,1.0,,54.2,38,25,22,28,60,9,3,3.62,196,10,1,5,3,3,3,0,0,232,921,0.6,0.16,0.1,0.39,0.22,0.06,1.207,0.223,9.9,2.14,607179
Zack Weiss,31,981,Maj-AL,"Boston,Los Angeles",12,0,1.0,,,14.0,9,6,5,6,15,4,1,3.21,50,1,0,0,0,1,0,0,0,58,227,0.66,0.2,0.12,0.33,0.28,0.06,1.071,0.156,9.6,2.5,592848
Greg Weissert,28,970,Maj-AL,New York,17,0,,,,20.0,21,9,9,8,22,3,1,4.05,77,2,0,0,1,0,5,1,0,87,347,0.62,0.18,0.11,0.5,0.21,0.04,1.45,0.346,9.9,2.75,669711
Tyler Wells,28,961,Maj-AL,Baltimore,28,20,7.0,6.0,1.0,122.0,84,50,48,34,120,25,4,3.54,440,15,2,0,7,3,2,1,3,481,1949,0.64,0.17,0.11,0.33,0.2,0.12,0.967,0.198,8.9,3.53,669330
Joey Wentz,25,972,Maj-AL,Detroit,25,19,3.0,13.0,,105.2,131,87,81,47,98,25,0,6.9,444,26,2,0,5,1,12,1,0,492,1930,0.64,0.16,0.11,0.37,0.24,0.1,1.685,0.329,8.3,2.09,666214
Hayden Wesneski,25,971,Maj-NL,Chicago,34,11,3.0,5.0,,89.1,82,50,46,32,83,20,3,4.63,339,12,1,1,8,2,2,2,0,379,1481,0.63,0.18,0.09,0.41,0.26,0.06,1.276,0.261,8.4,2.59,669713
Zack Wheeler,33,947,Maj-NL,Philadelphia,37,36,16.0,6.0,,219.2,185,89,83,42,247,23,9,3.4,834,37,2,0,7,5,4,4,0,890,3555,0.66,0.14,0.14,0.42,0.23,0.1,1.033,0.285,10.1,5.88,554430
Brendan White,24,993,Maj-AL,Detroit,33,2,2.0,3.0,,40.2,40,25,23,15,44,4,5,5.09,155,8,0,0,3,1,8,1,1,177,670,0.66,0.18,0.13,0.51,0.26,0.02,1.352,0.333,9.7,2.93,686839
Mitch White,28,1038,Maj-AL,Toronto,10,0,,1.0,,12.2,15,11,10,7,13,2,0,7.11,51,6,0,0,1,2,1,0,0,60,253,0.63,0.15,0.12,0.2,0.23,0.05,1.737,0.342,9.2,1.86,669952
Owen White,23,1037,Maj-AL,Texas,2,0,,1.0,,4.0,5,5,5,2,4,2,0,11.25,16,0,0,0,0,0,0,0,0,19,68,0.66,0.15,0.09,0.54,0.15,0.0,1.75,0.3,9.0,2.0,669391
Garrett Whitlock,27,972,Maj-AL,Boston,22,10,5.0,5.0,1.0,71.2,82,43,41,13,72,13,3,5.15,285,18,2,0,5,2,7,5,1,304,1195,0.68,0.17,0.13,0.44,0.25,0.06,1.326,0.342,9.0,5.54,676477
Jordan Wicks,23,971,Maj-NL,Chicago,7,7,4.0,1.0,,34.2,33,17,17,11,24,5,0,4.41,131,9,0,0,2,2,2,1,0,147,583,0.62,0.15,0.1,0.5,0.25,0.04,1.269,0.269,6.2,2.18,696136
Devin Williams,28,968,Maj-NL,Milwaukee,62,0,8.0,3.0,36.0,59.1,27,15,12,31,88,4,1,1.82,204,7,0,1,2,0,11,2,0,236,979,0.61,0.15,0.18,0.47,0.27,0.03,0.978,0.205,13.3,2.84,642207
Gavin Williams,23,984,Maj-AL,Cleveland,16,16,3.0,5.0,,82.0,66,32,30,37,81,8,4,3.29,302,17,2,1,3,2,6,2,1,345,1386,0.63,0.16,0.12,0.39,0.29,0.06,1.256,0.27,8.9,2.19,668909
Luke Williams,26,1133,Maj-NL,Los Angeles,1,0,,,,1.0,0,0,0,0,0,0,0,0.0,3,0,0,0,0,0,0,0,0,3,6,0.67,0.0,0.0,0.33,0.0,0.67,0.0,0.0,0.0,,663897
Trevor Williams,31,972,Maj-NL,Washington,30,30,6.0,10.0,,144.1,178,97,89,53,111,34,5,5.55,593,32,2,1,8,7,9,1,0,659,2625,0.61,0.14,0.08,0.4,0.24,0.08,1.6,0.316,6.9,2.09,592866
Brandon Williamson,25,972,Maj-NL,Cincinnati,23,23,5.0,5.0,,117.0,111,63,58,39,98,18,2,4.46,447,26,1,0,14,1,1,3,3,491,1937,0.64,0.17,0.09,0.38,0.26,0.08,1.282,0.28,7.5,2.51,682227
Amos Willingham,24,985,Maj-NL,Washington,18,0,,2.0,,24.1,35,18,18,9,15,8,1,6.66,104,6,0,2,1,2,1,1,0,116,457,0.64,0.16,0.1,0.35,0.23,0.07,1.808,0.325,5.5,1.67,686294
Bryse Wilson,25,968,Maj-NL,Milwaukee,54,0,6.0,,3.0,77.0,60,26,22,22,61,9,2,2.57,285,16,2,0,3,2,4,0,0,315,1164,0.65,0.16,0.08,0.38,0.24,0.07,1.065,0.235,7.1,2.77,669060
Steven Wilson,28,1005,Maj-NL,San Diego,52,0,1.0,2.0,,53.0,35,23,23,27,57,7,3,3.91,189,11,0,1,3,0,2,0,0,219,938,0.61,0.17,0.11,0.26,0.2,0.2,1.17,0.224,9.7,2.11,621051
Allan Winans,27,972,Maj-NL,Atlanta,6,6,1.0,2.0,,32.1,37,19,19,8,34,5,2,5.29,129,8,1,1,1,2,1,1,0,141,534,0.68,0.21,0.11,0.45,0.21,0.07,1.392,0.348,9.5,4.25,642216
Josh Winckowski,25,971,Maj-AL,Boston,60,1,4.0,4.0,3.0,84.1,89,34,27,31,82,9,3,2.88,333,15,0,2,11,0,2,1,1,367,1387,0.66,0.16,0.12,0.51,0.24,0.07,1.423,0.331,8.8,2.65,670174
Josh Winder,26,978,Maj-AL,Minnesota,19,0,2.0,1.0,1.0,34.2,35,16,16,14,28,3,0,4.15,131,9,2,0,2,2,4,1,1,147,559,0.64,0.15,0.09,0.41,0.26,0.04,1.413,0.314,7.3,2.0,680739
Trey Wingenter,29,972,Maj-AL,Detroit,17,0,1.0,,,17.0,16,11,11,7,22,2,3,5.82,65,4,0,0,1,1,2,0,0,76,310,0.61,0.13,0.14,0.45,0.18,0.02,1.353,0.333,11.6,3.14,622259
Keaton Winn,25,972,Maj-NL,San Francisco,9,5,1.0,3.0,1.0,42.1,36,22,22,8,35,6,5,4.68,156,7,2,0,2,1,3,2,0,172,594,0.68,0.15,0.14,0.59,0.16,0.03,1.039,0.259,7.4,4.38,676775
Brett Wisely,24,1095,Maj-NL,San Francisco,1,0,,,,1.0,1,1,1,0,0,1,0,9.0,4,0,0,0,0,0,0,0,0,4,11,0.64,0.09,0.09,0.25,0.25,0.0,1.0,0.0,0.0,,689172
Nick Wittgren,32,1018,Maj-AL,Kansas City,27,0,1.0,,,29.0,30,17,16,11,18,2,3,4.97,114,10,0,0,2,0,1,1,0,128,472,0.64,0.15,0.07,0.45,0.27,0.04,1.414,0.298,5.6,1.64,621295
Jackson Wolf,24,1041,Maj-NL,San Diego,1,1,1.0,,,5.0,6,3,3,1,1,0,0,5.4,21,1,0,0,0,0,0,0,0,22,75,0.6,0.13,0.03,0.6,0.15,0.0,1.4,0.3,1.8,1.0,680232
Jake Wong,26,1067,Maj-NL,Cincinnati,1,0,,,,3.0,6,3,3,3,0,0,0,9.0,12,1,0,0,2,0,0,1,0,15,57,0.56,0.16,0.04,0.67,0.17,0.08,3.0,0.5,0.0,0.0,673858
Bryan Woo,23,972,Maj-AL,Seattle,18,18,4.0,5.0,,87.2,75,44,41,31,93,13,7,4.21,331,12,2,1,6,1,8,0,0,371,1449,0.66,0.15,0.13,0.41,0.22,0.08,1.209,0.274,9.5,3.0,693433
Alex Wood,32,975,Maj-NL,San Francisco,29,12,5.0,5.0,,97.2,98,52,47,42,74,9,8,4.33,373,24,4,0,10,4,4,1,1,429,1710,0.64,0.18,0.09,0.46,0.22,0.05,1.433,0.303,6.8,1.76,622072
Jake Woodford,26,972,Maj-NL,St. Louis,15,8,2.0,3.0,,47.2,61,34,33,22,29,11,3,6.23,194,13,2,0,4,3,2,1,0,222,909,0.61,0.19,0.06,0.51,0.26,0.04,1.741,0.318,5.5,1.32,663765
Brandon Woodruff,30,978,Maj-NL,Milwaukee,11,11,5.0,1.0,,67.0,40,17,17,15,74,9,3,2.28,233,8,0,0,3,2,4,2,0,253,1043,0.67,0.17,0.13,0.37,0.24,0.09,0.821,0.204,9.9,4.93,605540
Simeon Woods Richardson,22,1132,Maj-AL,Minnesota,1,0,,,,4.2,7,5,5,3,5,1,0,9.64,20,2,0,0,0,0,0,0,0,24,98,0.62,0.13,0.07,0.44,0.25,0.06,2.143,0.429,9.6,1.67,680573
Kyle Wright,27,973,Maj-NL,Atlanta,9,7,1.0,3.0,,31.0,40,26,24,17,34,5,4,6.97,132,7,1,0,3,1,2,0,0,155,576,0.64,0.16,0.1,0.61,0.24,0.01,1.839,0.372,9.9,2.0,657140
Randy Wynne,30,1068,Maj-NL,Cincinnati,1,0,,1.0,,2.1,3,1,1,1,0,0,0,3.86,10,2,0,0,0,0,0,0,0,11,34,0.74,0.15,0.15,0.3,0.4,0.0,1.714,0.3,0.0,0.0,691094
Jimmy Yacabonis,31,1021,Maj-NL,New York,7,0,2.0,1.0,,13.2,14,10,10,6,11,2,1,6.59,54,4,0,0,0,1,1,0,0,62,231,0.63,0.22,0.07,0.41,0.23,0.07,1.463,0.286,7.2,1.83,642231
Ryan Yarbrough,31,973,"Maj-AL,Maj-NL","Kansas City,Los Angeles",25,9,8.0,7.0,2.0,89.2,96,45,45,14,67,13,8,4.52,354,14,0,0,6,1,8,5,2,377,1427,0.68,0.16,0.11,0.4,0.23,0.1,1.227,0.302,6.7,4.79,642232
Kirby Yates,36,962,Maj-NL,Atlanta,62,0,7.0,2.0,5.0,61.1,36,23,22,38,82,9,5,3.23,213,4,0,1,1,2,13,3,1,259,1083,0.6,0.14,0.13,0.37,0.23,0.09,1.207,0.218,12.0,2.16,489446
Alex Young,29,970,Maj-NL,Cincinnati,63,0,4.0,2.0,1.0,53.2,53,27,23,20,50,10,1,3.86,214,8,1,0,2,0,4,1,1,236,875,0.65,0.14,0.15,0.5,0.22,0.08,1.36,0.279,8.4,2.5,622065
Danny Young,29,1109,Maj-NL,Atlanta,8,0,,,,8.1,7,1,1,2,11,0,3,1.08,30,1,0,0,1,0,0,1,0,35,135,0.64,0.23,0.1,0.42,0.32,0.0,1.08,0.368,11.9,5.5,664849
Rob Zastryzny,31,998,Maj-NL,Pittsburgh,21,1,1.0,,,20.2,24,15,11,13,15,1,0,4.79,82,6,0,1,2,0,1,1,0,97,389,0.65,0.17,0.11,0.41,0.25,0.19,1.79,0.348,6.5,1.15,642239
Seby Zavala,29,987,Maj-NL,Arizona,1,0,,,,0.2,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0,0,0,0,2,6,0.5,0.17,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,664874
Angel Zerpa,23,971,Maj-AL,Kansas City,15,3,3.0,3.0,,42.2,46,24,23,8,36,7,4,4.85,169,11,0,0,5,1,1,1,3,182,707,0.64,0.14,0.09,0.51,0.22,0.07,1.266,0.307,7.6,4.5,672582
Bruce Zimmermann,28,971,Maj-AL,Baltimore,7,0,2.0,,,13.1,17,8,7,0,14,3,2,4.73,58,3,0,0,0,1,0,0,0,61,215,0.68,0.16,0.16,0.51,0.2,0.07,1.275,0.333,9.5,,669145
Guillo Zu\xc3\xb1iga,24,1013,Maj-NL,St. Louis,2,0,,,,2.0,2,1,1,0,4,0,0,4.5,8,1,0,0,0,0,0,0,0,8,43,0.63,0.16,0.07,0.0,0.25,0.25,1.0,0.5,18.0,,670871
