"last_name, first_name",player_id,team_id,team,position,age,competitive_runs,bolts,hp_to_1b,sprint_speed
"Hensley, David",682073,117,HOU,DH,26,15,,4.34,28.5
"Barrera, Luis",642456,133,ATH,RF,26,40,3.0,4.22,28.5
"Palacios, Joshua",641943,120,WSH,RF,26,21,,4.2,28.5
"Garcia, Maikel",672580,118,KC,SS,22,10,1.0,,28.5
"Mullins, Cedric",656775,110,BAL,CF,27,214,18.0,4.16,28.5
"Peterson, Jace",607054,158,MIL,3B,32,116,3.0,4.25,28.5
"Ramírez, José",608070,114,CLE,3B,29,237,6.0,4.22,28.5
"Taylor, Tyrone",621438,158,MIL,CF,28,147,2.0,4.5,28.4
"Story, Trevor",596115,111,BOS,2B,29,126,5.0,4.32,28.4
"Kwan, Steven",680757,114,CLE,LF,24,301,17.0,4.16,28.4
"Kiner-Falefa, Isiah",643396,147,NYY,SS,27,273,,4.27,28.4
"Strange-Gordon, Dee",543829,120,WSH,SS,34,34,1.0,4.13,28.4
"Anderson, Tim",641313,145,CWS,SS,29,156,29.0,4.31,28.4
"Iglesias, Jose",578428,115,COL,SS,32,217,8.0,4.24,28.4
"Kim, Ha-Seong",673490,135,SD,SS,26,245,1.0,4.39,28.4
"García, Leury",544725,145,CWS,2B,31,141,4.0,4.18,28.4
"Chang, Yu",644374,111,BOS,2B,26,65,,4.52,28.4
"Ward, Taylor",621493,108,LAA,RF,28,169,6.0,4.4,28.4
"Chapman, Matt",656305,141,TOR,3B,29,161,,4.44,28.4
"Swanson, Dansby",621020,144,ATL,SS,28,225,9.0,4.33,28.4
"Call, Alex",669743,120,WSH,LF,27,40,,4.36,28.4
"Contreras, Mark",676628,142,MIN,CF,27,20,,4.35,28.4
"Lewis, Royce",668904,142,MIN,SS,23,18,,,28.4
"Mercado, Óscar",640458,114,CLE,RF,27,42,,4.41,28.4
"McKinstry, Zach",656716,112,CHC,2B,27,57,,4.31,28.3
"Castro, Willi",650489,116,DET,RF,25,152,,4.29,28.3
"Wallner, Matt",670242,142,MIN,RF,24,21,,4.32,28.3
"Suzuki, Seiya",673548,112,CHC,RF,27,152,2.0,4.33,28.3
"Allen, Greg",656185,134,PIT,LF,29,48,3.0,4.45,28.3
"Toglia, Michael",669911,115,COL,RF,23,34,,,28.3
"Hernández, César",514917,120,WSH,2B,32,242,19.0,4.26,28.3
"Moore, Dylan",664238,136,SEA,RF,29,79,,4.4,28.3
"Cain, Lorenzo",456715,158,MIL,CF,36,67,2.0,4.4,28.3
"García, Avisaíl",541645,146,MIA,RF,31,144,,4.54,28.3
"Palacios, Jermaine",650339,142,MIN,SS,25,25,,4.45,28.3
"Springer, George",543807,141,TOR,CF,32,213,2.0,4.37,28.3
"Ohtani, Shohei",660271,108,LAA,DH,27,211,9.0,4.09,28.2
"Reynolds, Bryan",668804,134,PIT,CF,27,202,1.0,4.34,28.2
"Moniak, Mickey",666160,108,LAA,CF,24,32,3.0,4.32,28.2
"Demeritte, Travis",641513,144,ATL,RF,27,35,,4.46,28.2
"Smith, Josh",669701,140,TEX,3B,24,67,,4.32,28.2
"Kreidler, Ryan",668952,116,DET,3B,24,22,,4.38,28.2
"Clement, Ernie",676391,133,ATH,3B,26,72,,4.32,28.2
"Dalbec, Bobby",666915,111,BOS,1B,27,92,,4.49,28.2
"Cronenworth, Jake",630105,135,SD,2B,28,241,1.0,4.34,28.2
"Myers, Wil",571976,135,SD,RF,31,98,,4.43,28.2
"Dubón, Mauricio",643289,117,HOU,CF,27,96,,4.28,28.2
"Velázquez, Nelson",676369,112,CHC,CF,23,74,,4.43,28.2
"Gutiérrez, Kelvin",642721,110,BAL,3B,27,14,,,28.2
"Tapia, Raimel",606132,141,TOR,LF,28,198,10.0,4.27,28.2
"Estrada, Thairo",642731,137,SF,2B,26,235,6.0,4.3,28.2
"Slater, Austin",596103,137,SF,CF,29,115,7.0,4.36,28.2
"Nootbaar, Lars",663457,138,STL,RF,24,141,,4.28,28.2
"Burdick, Peyton",680814,146,MIA,CF,25,25,,4.43,28.2
"González, Luis",670768,137,SF,RF,26,123,,4.25,28.2
"Escobar, Alcides",444876,120,WSH,SS,35,44,1.0,4.41,28.2
"Haseley, Adam",656514,145,CWS,CF,26,17,1.0,,28.2
"Yelich, Christian",592885,158,MIL,LF,30,258,8.0,4.37,28.1
"Jones, Nolan",666134,114,CLE,RF,24,29,,4.41,28.1
"Lee, Korey",686676,117,HOU,C,23,11,,,28.1
"Freeman, Tyler",671289,114,CLE,3B,23,42,,4.4,28.1
"Polanco, Jorge",593871,142,MIN,2B,28,109,1.0,4.18,28.1
"Daza, Yonathan",602074,115,COL,CF,28,218,,4.35,28.1
"Friedl, TJ",670770,113,CIN,LF,26,76,,4.27,28.1
"Ramírez, Harold",623912,139,TB,DH,27,192,1.0,4.33,28.1
"Bethancourt, Christian",542194,139,TB,C,30,115,,4.43,28.1
"Davis, Jonathan",641505,158,MIL,CF,30,33,,4.41,28.1
"Bouchard, Sean",656248,115,COL,LF,26,23,,,28.1
"Carlson, Dylan",666185,138,STL,CF,23,194,,4.32,28.1
"Bellinger, Cody",641355,119,LAD,CF,26,138,2.0,4.23,28.1
"Altuve, Jose",514888,117,HOU,2B,32,249,39.0,4.23,28.1
"Arias, Gabriel",672356,114,CLE,3B,22,25,,4.44,28.0
"Varsho, Daulton",662139,109,AZ,RF,25,198,,4.27,28.0
"Heredia, Guillermo",628338,144,ATL,RF,31,26,,4.38,28.0
"Cave, Jake",595909,142,MIN,LF,29,51,,4.31,28.0
"Isbel, Kyle",664728,118,KC,RF,25,110,1.0,4.33,28.0
"Leblanc, Charles",641779,146,MIA,2B,26,54,,4.33,28.0
"González, Erik",570481,146,MIA,3B,30,15,,,28.0
"Duvall, Adam",594807,144,ATL,CF,33,90,,4.46,28.0
"Grichuk, Randal",545341,115,COL,RF,30,216,,4.5,28.0
"Toro, Abraham",647351,136,SEA,2B,25,122,,4.31,28.0
"Rengifo, Luis",650859,108,LAA,2B,25,230,,4.31,27.9
"Marte, Starling",516782,121,NYM,RF,33,233,13.0,4.28,28.0
"Ahmed, Nick",605113,109,AZ,SS,32,24,,4.47,27.9
"Florial, Estevan",664314,147,NYY,CF,24,13,1.0,,27.9
"Báez, Javier",595879,116,DET,SS,29,243,,4.34,27.9
"Pham, Tommy",502054,111,BOS,LF,34,215,,4.54,27.9
"Margot, Manuel",622534,139,TB,RF,27,148,3.0,4.33,27.9
"García, Adolis",666969,140,TEX,RF,29,214,12.0,4.35,27.9
"Gamel, Ben",592325,134,PIT,LF,30,144,1.0,4.35,27.9
"Robert Jr., Luis",673357,145,CWS,CF,24,160,8.0,4.38,27.9
"Celestino, Gilberto",665482,142,MIN,CF,23,159,1.0,4.49,27.9
"Bogaerts, Xander",593428,111,BOS,SS,29,256,1.0,4.31,27.9
"Escobar, Eduardo",500871,121,NYM,3B,33,150,,4.29,27.9
"Grossman, Robbie",543257,144,ATL,LF,32,121,,4.39,27.9
"Haase, Eric",606992,116,DET,C,29,119,,4.5,27.9
"Madris, Bligh",676632,134,PIT,RF,26,49,,4.38,27.9
"Happ, Ian",664023,112,CHC,LF,27,239,,4.32,27.9
"Newman, Kevin",621028,134,PIT,2B,28,136,,4.39,27.9
"Fraley, Jake",641584,113,CIN,LF,27,87,,4.26,27.9
"Hicks, Aaron",543305,147,NYY,CF,32,128,,4.26,27.9
"Dozier, Hunter",641531,118,KC,1B,30,177,,4.49,27.9
"Hayes, Ke'Bryan",663647,134,PIT,3B,25,212,,4.41,27.9
"Culberson, Charlie",518586,140,TEX,3B,33,57,,4.33,27.8
"Kepler, Max",596146,142,MIN,RF,29,170,2.0,4.34,27.8
"Arroyo, Christian",624414,111,BOS,2B,27,123,,4.42,27.8
"Palacios, Richie",680700,114,CLE,LF,25,45,,4.34,27.8
"Bolt, Skye",621450,133,ATH,CF,28,37,1.0,4.45,27.8
"Rooker, Brent",667670,118,KC,LF,27,10,,,27.8
"Owings, Chris",572008,110,BAL,2B,30,25,,4.34,27.8
"Torkelson, Spencer",679529,116,DET,1B,22,129,,4.55,27.8
"Brown, Seth",664913,133,ATH,1B,29,162,,4.51,27.8
"Fortes, Nick",663743,146,MIA,C,25,82,,4.48,27.8
"Blackmon, Charlie",453568,115,COL,DH,35,220,1.0,4.36,27.8
"Wisdom, Patrick",621550,112,CHC,3B,30,143,,4.5,27.8
"Franco, Wander",677551,139,TB,SS,21,142,1.0,4.29,27.8
"Barrero, José",676480,113,CIN,SS,24,38,,4.49,27.8
"Naquin, Tyler",571980,121,NYM,RF,31,96,,4.43,27.8
"Hays, Austin",669720,110,BAL,LF,26,235,,4.36,27.8
"De La Cruz, Bryan",650559,146,MIA,CF,25,125,1.0,4.52,27.8
"Pollock, AJ",572041,145,CWS,LF,34,212,1.0,4.42,27.8
"Gordon, Nick",624503,142,MIN,LF,26,158,1.0,4.41,27.8
"Melendez, MJ",669004,118,KC,C,23,167,,4.21,27.8
"Riley, Austin",663586,144,ATL,3B,25,249,,4.5,27.8
"Mondesi, Adalberto",609275,118,KC,SS,26,12,5.0,,27.8
"Adames, Willy",642715,158,MIL,SS,26,168,1.0,4.41,27.8
"Burger, Jake",669394,145,CWS,3B,26,64,,4.5,27.7
"Thompson, Trayce",572204,119,LAD,LF,31,70,,4.48,27.7
"Duggar, Steven",621453,108,LAA,CF,28,20,,,27.7
"DeJong, Paul",657557,138,STL,SS,28,53,,4.47,27.7
"Grissom, Vaughn",687093,144,ATL,2B,21,67,,4.47,27.7
"Encarnacion, Jerar",666464,146,MIA,LF,24,29,,4.48,27.7
"Greene, Riley",682985,116,DET,CF,21,168,,4.29,27.7
"Lopez, Nicky",670032,118,KC,2B,27,230,,4.24,27.7
"India, Jonathan",663697,113,CIN,2B,25,143,,4.46,27.7
"Díaz, Aledmys",649557,117,HOU,LF,31,125,1.0,4.33,27.7
"Luplow, Jordan",656669,109,AZ,RF,28,61,,4.45,27.7
"Segura, Jean",516416,143,PHI,2B,32,200,3.0,4.3,27.7
"Stevenson, Cal",670276,133,ATH,CF,25,22,,,27.7
"Tucker, Cole",657061,134,PIT,RF,25,22,,4.35,27.7
"Brosseau, Mike",670712,158,MIL,3B,28,46,,4.49,27.7
"Bleday, JJ",668709,146,MIA,CF,24,51,,4.42,27.7
"Allen, Nick",669397,133,ATH,SS,23,140,,4.42,27.7
"Alcántara, Sergio",642727,109,AZ,3B,25,83,,4.43,27.7
"Castellanos, Nick",592206,143,PHI,RF,30,214,,4.43,27.7
"Harper, Bryce",547180,143,PHI,DH,29,171,,4.4,27.6
"Kirilloff, Alex",666135,142,MIN,LF,24,74,,4.32,27.6
"Walton, Donovan",622268,137,SF,SS,28,38,,4.32,27.6
"Lindor, Francisco",596019,121,NYM,SS,28,259,,4.43,27.6
"Sosa, Lenyn",672820,145,CWS,SS,22,15,,4.57,27.6
"Benintendi, Andrew",643217,147,NYY,LF,27,195,1.0,4.38,27.6
"Laureano, Ramón",657656,133,ATH,RF,27,120,,4.43,27.6
"Rosario, Eddie",592696,144,ATL,LF,30,83,,4.27,27.6
"Almora Jr., Albert",546991,113,CIN,RF,28,110,,4.45,27.6
"Smith, Kevin",675656,133,ATH,3B,25,46,,4.48,27.6
"Cabrera, Oswaldo",665828,147,NYY,RF,23,52,,4.47,27.6
"Mathias, Mark",664029,140,TEX,DH,27,23,,4.43,27.6
"Anderson, Brian",605119,146,MIA,3B,29,133,,4.44,27.5
"Reyes, Victor",622682,116,DET,RF,27,127,,4.5,27.6
"Albies, Ozzie",645277,144,ATL,2B,25,94,3.0,4.2,27.5
"Contreras, Willson",575929,112,CHC,C,30,182,,4.43,27.5
"Peralta, David",444482,139,TB,LF,34,158,,4.44,27.5
"Lagares, Juan",501571,108,LAA,RF,33,24,,4.49,27.5
"Lowe, Brandon",664040,139,TB,2B,27,90,,4.37,27.5
"Hiura, Keston",669374,158,MIL,1B,25,53,,4.62,27.5
"Moreno, Gabriel",672515,141,TOR,C,22,33,1.0,4.32,27.5
"Goodrum, Niko",592348,117,HOU,2B,30,12,,,27.5
"Bichette, Bo",666182,141,TOR,SS,24,254,,4.5,27.5
"Smith, Will",669257,119,LAD,C,27,169,,4.5,27.5
"Brennan, Will",686823,114,CLE,LF,24,26,,4.41,27.5
"Mountcastle, Ryan",663624,110,BAL,1B,25,170,,4.51,27.5
"Jansen, Danny",643376,141,TOR,C,27,68,,4.51,27.5
"Soto, Livan",670869,108,LAA,SS,22,22,,,27.5
"Payton, Mark",592622,145,CWS,LF,30,11,,,27.5
"Canha, Mark",592192,121,NYM,LF,33,215,,4.46,27.5
"Steer, Spencer",668715,113,CIN,3B,24,35,,4.53,27.4
"Capel, Conner",668843,133,ATH,RF,25,23,,4.33,27.4
"Moncada, Yoán",660162,145,CWS,3B,27,125,,4.39,27.4
"Ramos, Heliot",671218,137,SF,RF,22,10,,,27.4
"Betts, Mookie",605141,119,LAD,RF,29,214,,4.42,27.4
"Park, Hoy",660829,134,PIT,2B,26,22,,4.32,27.4
"Garcia, Dérmis",660650,133,ATH,1B,24,42,,4.65,27.4
"Madrigal, Nick",663611,112,CHC,2B,25,116,,4.37,27.4
"Andujar, Miguel",609280,134,PIT,LF,27,58,,4.51,27.4
"Tovar, Ezequiel",678662,115,COL,SS,20,10,,,27.4
"Ibáñez, Andy",628451,140,TEX,3B,29,49,,4.42,27.4
"Reynolds, Matt",608703,113,CIN,2B,31,103,,4.58,27.4
"Castro, Rodolfo",666801,134,PIT,2B,23,105,,4.45,27.4
"McNeil, Jeff",643446,121,NYM,2B,30,231,,4.16,27.4
"Wendle, Joey",621563,146,MIA,3B,32,178,,4.29,27.3
"Castillo, Diego",660636,134,PIT,SS,24,94,,4.56,27.3
"Rojas, Josh",668942,109,AZ,3B,28,182,,4.37,27.3
"Clemens, Kody",665019,116,DET,3B,26,42,,4.46,27.3
"Gregorius, Didi",544369,143,PHI,SS,32,87,,4.38,27.3
"Carpenter, Kerry",681481,116,DET,DH,24,36,,4.42,27.3
"Gurriel Jr., Lourdes",666971,141,TOR,LF,28,193,,4.44,27.3
"Judge, Aaron",592450,147,NYY,CF,30,184,,4.66,27.3
"Sánchez, Jesús",660821,146,MIA,CF,24,128,,4.48,27.3
"Perdomo, Geraldo",672695,109,AZ,SS,22,175,,4.48,27.3
"Mayfield, Jack",608686,108,LAA,3B,31,27,,4.42,27.3
"Bryant, Kris",592178,115,COL,LF,30,75,,4.47,27.3
"Kelenic, Jarred",672284,136,SEA,CF,22,49,1.0,4.39,27.3
"Stubbs, Garrett",596117,143,PHI,C,29,40,,4.41,27.3
"Vavra, Terrin",679631,110,BAL,2B,25,34,,4.51,27.3
"Candelario, Jeimer",600869,116,DET,3B,28,169,,4.51,27.3
"Bart, Joey",663698,137,SF,C,25,64,,4.61,27.2
"O'Hearn, Ryan",656811,118,KC,DH,28,38,,4.54,27.2
"Donovan, Brendan",680977,138,STL,2B,25,234,1.0,4.38,27.2
"Muncy, Max",571970,119,LAD,3B,31,132,,4.43,27.2
"Meadows, Austin",640457,116,DET,RF,27,43,,4.41,27.2
"Pratto, Nick",668472,118,KC,1B,23,43,,4.4,27.2
"Gallo, Joey",608336,119,LAD,LF,28,64,,4.58,27.2
"Rutschman, Adley",668939,110,BAL,C,24,174,,4.4,27.1
"Vargas, Ildemaro",545121,120,WSH,3B,30,107,,4.48,27.1
"Harrison, Josh",543281,145,CWS,2B,34,148,,4.48,27.1
"Hager, Jake",606993,109,AZ,2B,29,23,,4.61,27.1
"Renfroe, Hunter",592669,158,MIL,RF,30,146,,4.52,27.1
"Lowe, Nathaniel",663993,140,TEX,1B,26,227,,4.39,27.1
"Refsnyder, Rob",608701,111,BOS,RF,31,52,,4.47,27.1
"Miller, Brad",543543,140,TEX,LF,32,73,,4.44,27.1
"Correa, Carlos",621043,142,MIN,SS,27,192,1.0,4.57,27.1
"Díaz, Yandy",650490,139,TB,3B,30,235,,4.52,27.1
"Odor, Rougned",596059,110,BAL,2B,28,116,1.0,4.39,27.1
"Ortega, Rafael",542364,112,CHC,CF,31,111,,4.52,27.1
"Massey, Michael",686681,118,KC,2B,24,63,,4.47,27.1
"McKinney, Billy",641856,133,ATH,RF,27,18,,4.44,27.0
"Bradley Jr., Jackie",598265,141,TOR,RF,32,156,,4.42,27.1
"Heyward, Jason",518792,112,CHC,CF,32,61,,4.42,27.0
"Bohm, Alec",664761,143,PHI,3B,25,274,,4.59,27.0
"Stowers, Kyle",669065,110,BAL,LF,24,30,,,27.0
"Jung, Josh",673962,140,TEX,3B,24,32,,4.57,27.0
"Drury, Brandon",592273,135,SD,3B,29,211,,4.52,27.0
"Schoop, Jonathan",570731,116,DET,2B,30,196,,4.61,27.0
"Soler, Jorge",624585,146,MIA,LF,30,82,,4.65,27.0
"Gorman, Nolan",669357,138,STL,2B,22,64,,4.37,27.0
"Herrera, Odúbel",546318,143,PHI,CF,30,79,1.0,4.26,27.0
"García Jr., Luis",671277,120,WSH,SS,22,161,,4.27,27.0
"Yastrzemski, Mike",573262,137,SF,CF,31,153,,4.4,27.0
"Espinal, Santiago",669289,141,TOR,2B,27,207,,4.38,27.0
"Huff, Sam",669087,140,TEX,C,24,39,,4.61,27.0
"Marte, Ketel",606466,109,AZ,2B,28,207,1.0,4.46,27.0
"Contreras, William",661388,144,ATL,C,24,140,,4.51,27.0
"Larnach, Trevor",663616,142,MIN,LF,25,64,,4.48,27.0
"Dickerson, Corey",572816,138,STL,LF,33,130,,4.35,27.0
"Beckham, Tim",542921,142,MIN,DH,32,10,,,26.9
"Mejía, Francisco",642336,139,TB,C,26,96,,4.41,26.9
"Gurriel, Yuli",493329,117,HOU,1B,38,236,,4.44,26.9
"Hernández, Enrique",571771,111,BOS,CF,30,142,,4.56,26.9
"Torres, Gleyber",650402,147,NYY,2B,25,167,,4.51,26.9
"Bride, Jonah",681146,133,ATH,2B,26,69,,4.51,26.9
"Crawford, J.P.",641487,136,SEA,SS,27,238,,4.44,26.9
"Bemboom, Anthony",621532,110,BAL,C,32,18,,4.52,26.9
"Rivera, Emmanuel",656896,109,AZ,3B,26,146,,4.68,26.9
"Baty, Brett",683146,121,NYM,3B,22,14,,,26.9
"Arraez, Luis",650333,142,MIN,1B,25,240,,4.48,26.9
"Montero, Elehuris",660707,115,COL,3B,23,61,,4.66,26.9
"Haniger, Mitch",571745,136,SEA,RF,31,68,,4.6,26.9
"Freeman, Freddie",518692,119,LAD,1B,32,270,,4.48,26.9
"Murphy, Tom",608596,136,SEA,C,31,12,,,26.8
"Frazier, Adam",624428,136,SEA,2B,30,244,,4.4,26.8
"Duffy, Matt",622110,108,LAA,3B,31,95,,4.56,26.8
"Trammell, Taylor",666211,136,SEA,RF,24,33,,4.35,26.8
"Verdugo, Alex",657077,111,BOS,LF,26,253,,4.38,26.8
"Joe, Connor",656582,115,COL,LF,29,180,,4.56,26.8
"Beaty, Matt",607461,135,SD,RF,29,14,,,26.8
"Pinto, René",650907,139,TB,C,25,21,,4.46,26.8
"Yepez, Juan",660766,138,STL,LF,24,96,,4.66,26.8
"Trejo, Alan",676701,115,COL,SS,26,44,,4.7,26.8
"Garlick, Kyle",664247,142,MIN,LF,30,50,,4.67,26.8
"Villar, Jonathan",542340,108,LAA,2B,31,97,,4.42,26.8
"Raleigh, Cal",663728,136,SEA,C,25,96,,4.57,26.8
