"last_name, first_name",player_id,team_id,team,position,age,competitive_runs,bolts,hp_to_1b,sprint_speed
"Peguero, Liover",678894,134,PIT,SS,24,28,1.0,4.36,29.2
"Lile, Daylen",695734,120,WSH,RF,22,134,16.0,4.23,29.1
"Harris, Dustin",687957,140,TEX,LF,25,16,1.0,,29.1
"Rafaela, Ceddanne",678882,111,BOS,CF,24,248,18.0,4.19,29.1
"Koss, Christian",683766,137,SF,2B,27,95,4.0,4.33,29.1
"Perkins, Blake",663368,158,MIL,CF,28,68,13.0,4.19,29.1
"Duran, Jarren",680776,111,BOS,LF,28,291,13.0,4.2,29.1
"Campero, Gustavo",672569,108,LAA,RF,27,25,2.0,,29.1
"Mangum, Jake",663968,139,TB,LF,29,219,39.0,4.08,29.1
"Fulford, Braxton",690924,115,COL,C,26,40,2.0,4.33,29.1
"De La Cruz, Elly",682829,113,CIN,SS,23,282,42.0,4.3,29.1
"Carter, Evan",694497,140,TEX,CF,22,85,22.0,4.15,29.0
"Meadows, Parker",678009,116,DET,CF,25,80,6.0,4.26,29.0
"Paris, Kyren",677347,108,LAA,CF,23,36,2.0,4.44,29.0
"Shaw, Matt",807713,112,CHC,3B,23,163,3.0,4.29,29.0
"Melton, Jacob",689200,117,HOU,CF,24,32,5.0,4.24,29.0
"Robert Jr., Luis",673357,145,CWS,CF,27,119,24.0,4.36,29.0
"Marte, Noelvi",682622,113,CIN,RF,23,136,8.0,4.36,29.0
"Westburg, Jordan",676059,110,BAL,3B,26,121,7.0,4.23,29.0
"Crews, Dylan",686611,120,WSH,RF,23,115,5.0,4.24,29.0
"McCoy, Mason",669200,135,SD,SS,30,10,,,29.0
"Mitchell, Garrett",669003,158,MIL,CF,26,27,6.0,4.13,29.0
"Haggerty, Sam",664059,140,TEX,LF,31,78,6.0,4.28,28.9
"Hilliard, Sam",656541,115,COL,LF,31,22,3.0,,28.9
"Beavers, Dylan",687637,110,BAL,LF,23,31,4.0,4.16,28.9
"Turang, Brice",668930,158,MIL,2B,25,260,26.0,4.18,28.9
"Langford, Wyatt",694671,140,TEX,LF,23,186,17.0,4.32,28.9
"Tolbert, Tyler",686475,118,KC,CF,27,24,1.0,4.31,28.9
"Rave, John",670231,118,KC,LF,27,57,17.0,4.2,28.9
"Gonzales, Nick",693304,134,PIT,2B,26,165,6.0,4.33,28.9
"Barrosa, Jorge",678489,109,AZ,CF,24,28,2.0,4.28,28.9
"Frelick, Sal",686217,158,MIL,RF,25,267,38.0,4.18,28.9
"Hampson, Garrett",641658,138,STL,2B,30,31,5.0,4.29,28.9
"Acosta, Maximo",691185,146,MIA,3B,22,18,,4.47,28.8
"Duran, Ezequiel",677649,140,TEX,1B,26,80,1.0,4.33,28.8
"Fairchild, Stuart",656413,144,ATL,RF,29,25,,,28.8
"Alexander, Blaze",677942,109,AZ,3B,26,97,4.0,4.34,28.8
"Norby, Connor",681393,146,MIA,3B,25,110,3.0,4.42,28.8
"Stott, Bryson",681082,143,PHI,2B,27,194,17.0,4.15,28.8
"Taveras, Leody",665750,136,SEA,RF,26,46,9.0,4.26,28.8
"Bader, Harrison",664056,143,PHI,CF,31,178,37.0,4.31,28.8
"Triolo, Jared",669707,134,PIT,SS,27,131,,4.38,28.8
"Simon, Ronny",682927,134,PIT,2B,25,31,1.0,4.2,28.8
"Keaschall, Luke",807712,142,MIN,2B,22,92,1.0,4.24,28.7
"Ortiz, Joey",687401,158,MIL,SS,26,213,10.0,4.27,28.7
"Kim, Hyeseong",808975,119,LAD,2B,26,71,,4.08,28.7
"Raley, Luke",670042,136,SEA,1B,30,71,1.0,4.32,28.7
"Hernández, Heriberto",681715,146,MIA,DH,25,84,1.0,4.32,28.7
"Kennedy, Buddy",671083,119,LAD,3B,26,11,2.0,,28.7
"Domínguez, Jasson",691176,147,NYY,LF,22,151,21.0,4.25,28.7
"Church, Nathan",701675,138,STL,CF,24,27,1.0,4.22,28.7
"Gorski, Matt",685301,134,PIT,1B,27,14,,,28.7
"Beck, Jordan",687597,115,COL,LF,24,202,1.0,4.4,28.7
"Walker, Jordan",691023,138,STL,RF,23,136,2.0,4.4,28.7
"Cole, Zach",805904,117,HOU,LF,24,18,3.0,,28.7
"Clement, Ernie",676391,141,TOR,3B,29,266,10.0,4.27,28.6
"Tatis Jr., Fernando",665487,135,SD,RF,26,259,17.0,4.37,28.6
"Baldwin, Brooks",681460,145,CWS,LF,24,102,5.0,4.35,28.6
"Thomas, Colby",687515,133,ATH,RF,24,33,3.0,4.31,28.6
"Story, Trevor",596115,111,BOS,SS,32,214,1.0,4.37,28.6
"Hoerner, Nico",663538,112,CHC,2B,28,302,9.0,4.34,28.6
"Holliday, Jackson",702616,110,BAL,2B,21,233,4.0,4.25,28.6
"Langeliers, Shea",669127,133,ATH,C,27,168,,4.51,28.6
"Lopez, Otto",672640,146,MIA,SS,26,260,1.0,4.22,28.5
"Outman, James",681546,142,MIN,CF,28,41,,4.29,28.5
"Keirsey Jr., DaShawn",680577,142,MIN,CF,28,27,6.0,4.3,28.5
"Moniak, Mickey",666160,115,COL,RF,27,139,1.0,4.33,28.5
"Semien, Marcus",543760,140,TEX,2B,34,181,2.0,4.4,28.5
"Loperfido, Joey",694388,141,TOR,LF,26,39,1.0,4.34,28.5
"Osuna, Alejandro",696030,140,TEX,LF,22,65,,4.27,28.5
"Johnson, Bryce",669369,135,SD,LF,29,31,4.0,,28.5
"Freeman, Tyler",671289,115,COL,RF,26,201,1.0,4.43,28.5
"Merrill, Jackson",701538,135,SD,CF,22,171,1.0,4.25,28.5
"Mastrobuoni, Miles",670156,136,SEA,3B,29,73,,4.25,28.5
"Swanson, Dansby",621020,112,CHC,SS,31,203,3.0,4.3,28.5
"Harris II, Michael",671739,144,ATL,CF,24,251,10.0,4.28,28.5
"Henderson, Gunnar",683002,110,BAL,SS,24,243,13.0,4.22,28.5
"Fitzgerald, Ryan",680837,142,MIN,SS,31,15,,,28.4
"Sweeney, Trey",700242,116,DET,SS,25,105,,4.35,28.4
"Moore, Christian",695681,108,LAA,2B,22,51,,4.51,28.4
"Bernabel, Warming",682653,115,COL,1B,23,63,,4.41,28.4
"Williams, Luke",663897,144,ATL,SS,28,13,,,28.4
"Bliss, Ryan",669208,136,SEA,2B,25,10,2.0,,28.4
"Ramírez, José",608070,114,CLE,3B,32,230,7.0,4.29,28.4
"Saggese, Thomas",695336,138,STL,2B,23,111,,4.25,28.4
"Fraley, Jake",641584,144,ATL,RF,30,73,,4.21,28.4
"Mullins, Cedric",656775,121,NYM,CF,30,119,12.0,4.26,28.4
"Varsho, Daulton",662139,141,TOR,CF,28,90,2.0,4.24,28.4
"Edman, Tommy",669242,119,LAD,2B,30,156,,4.28,28.4
"Winn, Masyn",691026,138,STL,SS,23,200,7.0,4.32,28.4
"Pillar, Kevin",607680,140,TEX,CF,36,18,,4.38,28.4
"Wiemer, Joey",686894,146,MIA,RF,26,18,,4.43,28.4
"Loftin, Nick",679845,118,KC,LF,26,69,,4.48,28.4
"Myers, Dane",667472,146,MIA,CF,29,109,,4.36,28.4
"Volpe, Anthony",683011,147,NYY,SS,24,207,1.0,4.36,28.3
"Misner, Kameron",670224,139,TB,CF,27,75,,4.36,28.3
"Suzuki, Seiya",673548,112,CHC,DH,30,185,2.0,4.35,28.4
"Realmuto, J.T.",592663,143,PHI,C,34,196,,4.38,28.4
"Thomas, Alek",677950,109,AZ,CF,25,207,,4.24,28.3
"Gonzalez, Romy",663853,111,BOS,1B,28,159,3.0,4.34,28.3
"Edwards, Xavier",669364,146,MIA,2B,25,248,8.0,4.2,28.3
"Pereira, Everson",677592,139,TB,CF,24,19,,4.33,28.3
"Davis, Henry",680779,134,PIT,C,25,67,,4.52,28.3
"McKinstry, Zach",656716,116,DET,3B,30,208,,4.29,28.3
"Haase, Eric",606992,158,MIL,C,32,29,,4.49,28.3
"Berti, Jon",542932,112,CHC,3B,35,47,,4.35,28.3
"Martin, Austin",668885,142,MIN,LF,26,76,1.0,4.41,28.3
"Hummel, Cooper",669450,117,HOU,LF,30,31,,4.34,28.3
"O'Neill, Tyler",641933,110,BAL,RF,30,50,,4.4,28.3
"Capra, Vinny",681962,145,CWS,3B,28,40,,4.37,28.3
"Caballero, José",676609,147,NYY,SS,28,106,3.0,4.27,28.3
"Marsh, Brandon",669016,143,PHI,CF,27,153,1.0,4.38,28.3
"Schuemann, Max",680474,133,ATH,2B,28,82,,4.41,28.3
"Kingery, Scott",664068,108,LAA,2B,31,12,,,28.3
"Hernaiz, Darell",687231,133,ATH,SS,23,79,4.0,4.25,28.2
"Riley, Austin",663586,144,ATL,3B,28,125,,4.48,28.2
"Alfaro, Jorge",595751,120,WSH,C,32,11,,,28.2
"Tawa, Tim",694374,109,AZ,2B,26,75,,4.42,28.2
"Veen, Zac",691728,115,COL,RF,23,11,,,28.2
"Bellinger, Cody",641355,147,NYY,LF,29,211,1.0,4.11,28.2
"Castro, Willi",650489,112,CHC,2B,28,159,1.0,4.29,28.2
"Walls, Taylor",670764,139,TB,SS,28,106,,4.34,28.2
"Trammell, Taylor",666211,117,HOU,CF,27,42,2.0,4.24,28.2
"Muncy, Max",691777,133,ATH,3B,22,70,,4.36,28.2
"Meyers, Jake",676694,117,HOU,CF,29,160,,4.41,28.2
"Yelich, Christian",592885,158,MIL,DH,33,270,5.0,4.37,28.2
"Abrams, CJ",682928,120,WSH,SS,24,238,1.0,4.27,28.2
"India, Jonathan",663697,118,KC,2B,28,200,,4.41,28.2
"Lee, Jung Hoo",808982,137,SF,CF,26,280,,4.19,28.2
"Hassell III, Robert",690987,120,WSH,CF,23,76,1.0,4.28,28.2
"Durbin, Caleb",702332,158,MIL,3B,25,213,,4.38,28.1
"Wilson, Weston",642215,143,PHI,LF,30,42,,4.5,28.1
"Dezenzo, Zach",701305,117,HOU,LF,25,30,,4.44,28.1
"Hernández, Teoscar",606192,119,LAD,RF,32,235,1.0,4.43,28.1
"Williamson, Ben",810938,136,SEA,3B,24,138,,4.49,28.1
"Yorke, Nick",694377,134,PIT,2B,23,31,,4.49,28.1
"Chapman, Matt",656305,137,SF,3B,32,158,,4.43,28.1
"Cronenworth, Jake",630105,135,SD,2B,31,179,,4.38,28.1
"Neto, Zach",687263,108,LAA,SS,24,163,,4.43,28.1
"Robles, Victor",645302,136,SEA,RF,28,58,8.0,4.36,28.1
"Marsee, Jakob",805300,146,MIA,CF,24,92,2.0,4.38,28.1
"Biggio, Cavan",624415,118,KC,DH,30,23,,,28.1
"Wade, Tyler",642180,135,SD,CF,30,50,,4.24,28.1
"Pages, Andy",681624,119,LAD,CF,24,206,,4.4,28.1
"Canario, Alexander",672744,134,PIT,LF,25,75,1.0,4.56,28.1
"Reynolds, Bryan",668804,134,PIT,RF,30,225,,4.37,28.1
"Jones, Jahmai",663330,116,DET,DH,27,55,,4.37,28.1
"Gonzalez, Oscar",660757,135,SD,LF,27,26,,4.44,28.1
"Lowe, Josh",666139,139,TB,RF,27,150,,4.29,28.1
"Sanoja, Javier",691594,146,MIA,3B,22,150,7.0,4.3,28.0
"Slater, Austin",596103,147,NYY,RF,32,47,1.0,4.45,28.0
"Gelof, Zack",680869,133,ATH,2B,25,26,1.0,4.32,28.0
"Whitcomb, Shay",694376,117,HOU,2B,26,11,,,28.0
"Ohtani, Shohei",660271,119,LAD,DH,30,247,1.0,4.2,28.0
"Springer, George",543807,141,TOR,DH,35,230,,4.49,28.0
"Keith, Colt",690993,116,DET,DH,23,166,2.0,4.36,28.0
"Steer, Spencer",668715,113,CIN,1B,27,160,,4.45,28.0
"Morel, Christopher",666624,139,TB,LF,26,78,,4.5,28.0
"Sogard, Nick",686765,111,BOS,1B,27,43,,,28.0
"Adames, Willy",642715,137,SF,SS,29,163,,4.48,28.0
"Dubón, Mauricio",643289,117,HOU,2B,30,160,,4.31,28.0
"Wong, Connor",657136,111,BOS,C,29,70,,4.5,28.0
"Giménez, Andrés",665926,141,TOR,2B,26,151,1.0,4.3,28.0
"Acuña Jr., Ronald",660670,144,ATL,RF,27,113,2.0,4.4,27.9
"Lux, Gavin",666158,113,CIN,DH,27,186,,4.27,27.9
"Clemens, Kody",665019,142,MIN,1B,29,119,,4.36,27.9
"Suwinski, Jack",669261,134,PIT,CF,26,48,,4.3,27.9
"Mayo, Coby",691723,110,BAL,1B,23,83,,4.5,27.9
"Vázquez, Luis",676679,110,BAL,SS,25,19,,4.35,27.9
"Burger, Jake",669394,140,TEX,1B,29,118,,4.43,27.9
"Williams, Carson",700246,139,TB,SS,22,34,,4.43,27.9
"Adell, Jo",666176,108,LAA,CF,26,164,,4.56,27.9
"Robertson, Will",683770,145,CWS,LF,27,20,,,27.9
"Schneemann, Daniel",682177,114,CLE,2B,28,143,,4.31,27.9
"Garcia, Maikel",672580,118,KC,3B,25,286,,4.41,27.9
"Toro, Abraham",647351,111,BOS,1B,28,109,,4.33,27.9
"Anderson, Tim",641313,108,LAA,2B,32,39,3.0,4.4,27.9
"Trout, Mike",545361,108,LAA,DH,33,121,,4.5,27.9
"Roden, Alan",702176,142,MIN,LF,25,72,,4.43,27.8
"Call, Alex",669743,119,LAD,RF,30,123,,4.37,27.8
"Wood, James",695578,120,WSH,LF,22,209,9.0,4.23,27.8
"House, Brady",691781,120,WSH,3B,22,102,,4.47,27.8
"Pérez, Wenceel",672761,116,DET,RF,25,128,1.0,4.33,27.8
"Taylor, Chris",621035,108,LAA,RF,34,36,,4.44,27.8
"Isbel, Kyle",664728,118,KC,CF,28,179,,4.31,27.8
"Dunn, Oliver",686554,158,MIL,3B,27,17,,,27.8
"Elko, Tim",671284,145,CWS,1B,26,21,,4.49,27.8
"Canha, Mark",592192,118,KC,LF,36,42,,4.39,27.8
"De La Cruz, Bryan",650559,144,ATL,LF,28,14,,,27.8
"Taylor, Michael A.",572191,145,CWS,CF,34,92,1.0,4.39,27.8
"Laureano, Ramón",657656,135,SD,LF,30,156,,4.31,27.8
"Iglesias, Jose",578428,135,SD,2B,35,148,,4.27,27.8
"Anthony, Roman",701350,111,BOS,RF,21,125,,4.39,27.8
"Rivas, Leo",660844,136,SEA,2B,27,39,,4.29,27.8
"Estrada, Thairo",642731,115,COL,2B,29,66,,4.36,27.8
"Young, Jared",676724,121,NYM,DH,29,12,,,27.8
"Rushing, Dalton",687221,119,LAD,C,24,33,,4.37,27.7
"Young, Cole",702284,136,SEA,2B,21,77,,4.37,27.8
"Tena, José",677588,120,WSH,3B,24,80,,4.25,27.7
"Collins, Isaac",686555,158,MIL,LF,27,173,1.0,4.38,27.7
"Arozarena, Randy",668227,136,SEA,LF,30,215,2.0,4.39,27.7
"Harris, Brett",695391,133,ATH,3B,27,34,,4.56,27.7
"Kjerstad, Heston",677008,110,BAL,LF,26,56,,4.47,27.7
"Vierling, Matt",663837,116,DET,CF,28,28,,4.5,27.7
"Brown, Seth",664913,133,ATH,LF,32,21,,4.51,27.7
"Martínez, Angel",682657,114,CLE,CF,23,168,,4.37,27.7
"Monasterio, Andruw",655316,158,MIL,SS,28,46,,4.51,27.7
"Moore, Dylan",664238,140,TEX,2B,32,55,,4.42,27.7
"Gilbert, Drew",687551,137,SF,RF,24,48,,4.28,27.7
"Castellanos, Nick",592206,143,PHI,RF,33,199,,4.42,27.7
"Cameron, Daz",663662,158,MIL,LF,28,10,,,27.7
"Barger, Addison",680718,141,TOR,3B,25,190,,4.33,27.7
"Carlson, Dylan",666185,110,BAL,LF,26,72,,4.32,27.6
"Chisholm Jr., Jazz",665862,147,NYY,2B,27,142,3.0,4.29,27.6
"Tovar, Ezequiel",678662,115,COL,SS,23,121,,4.47,27.6
"Conine, Griffin",665052,146,MIA,LF,27,34,,4.35,27.6
"Mountcastle, Ryan",663624,110,BAL,1B,28,130,,4.51,27.6
"Kayfus, CJ",692216,114,CLE,RF,23,45,,4.37,27.6
"Schmitt, Casey",669477,137,SF,2B,26,91,,4.55,27.6
"Bogaerts, Xander",593428,135,SD,SS,32,200,,4.37,27.6
"Schneider, Davis",676914,141,TOR,LF,26,62,,4.49,27.6
"Amaya, Jacob",676070,145,CWS,SS,26,29,,4.45,27.6
"Lee, Korey",686676,145,CWS,C,26,20,,,27.6
"Jackson, Alex",656577,110,BAL,C,29,30,,4.52,27.6
"Hays, Austin",669720,113,CIN,LF,29,161,,4.39,27.6
"Jones, Nolan",666134,114,CLE,RF,27,118,,4.59,27.6
"Abreu, Wilyer",677800,111,BOS,RF,26,99,1.0,4.34,27.6
"Waters, Drew",671221,118,KC,LF,26,79,,4.35,27.6
"O'Hearn, Ryan",656811,135,SD,1B,31,183,,4.5,27.6
"Naylor, Bo",666310,114,CLE,C,25,122,,4.41,27.6
"Kim, Ha-Seong",673490,144,ATL,SS,29,61,,4.46,27.6
"Dingler, Dillon",693307,116,DET,C,26,166,,4.53,27.6
"Jackson, Jeremiah",669236,110,BAL,RF,25,69,,4.57,27.6
"Rice, Ben",700250,147,NYY,DH,26,176,,4.53,27.5
"Jensen, Carter",695600,118,KC,DH,21,31,,4.3,27.5
"Ibáñez, Andy",628451,116,DET,3B,32,70,,4.39,27.5
"Karros, Kyle",691720,115,COL,3B,22,54,,4.52,27.5
"Encarnacion-Strand, Christian",687952,113,CIN,1B,25,41,,4.54,27.5
"Freeman, Cody",683227,140,TEX,2B,24,59,,4.45,27.5
"Wisely, Brett",689172,144,ATL,2B,26,15,,,27.5
"MacIver, Willie",680862,133,ATH,C,28,46,,4.55,27.5
"Rosario, Amed",642708,147,NYY,3B,29,86,,4.46,27.5
"Rooker, Brent",667670,133,ATH,DH,30,219,,4.59,27.5
"Vargas, Miguel",678246,145,CWS,3B,25,161,,4.43,27.5
"Ramos, Heliot",671218,137,SF,LF,25,234,,4.44,27.5
"Báez, Javier",595879,116,DET,SS,32,177,,4.48,27.5
"Mayer, Marcelo",691785,111,BOS,3B,22,55,1.0,4.44,27.5
"Smith, Josh",669701,140,TEX,SS,27,197,5.0,4.38,27.5
"Julien, Edouard",666397,142,MIN,2B,26,70,,4.4,27.5
"Teel, Kyle",691019,145,CWS,C,23,86,,4.41,27.5
"Contreras, Willson",575929,138,STL,1B,33,188,,4.51,27.5
"Soderstrom, Tyler",691016,133,ATH,LF,23,230,,4.41,27.4
"Cowser, Colton",681297,110,BAL,CF,25,91,,4.33,27.4
"Matos, Luis",682641,137,SF,RF,23,83,,4.44,27.4
"Allen, Nick",669397,144,ATL,SS,26,150,,4.44,27.4
"Lindor, Francisco",596019,121,NYM,SS,31,229,1.0,4.4,27.4
"Short, Zack",670097,117,HOU,SS,30,15,,,27.4
"Martini, Nick",605361,115,COL,DH,35,46,,4.42,27.4
"Happ, Ian",664023,112,CHC,LF,30,192,,4.45,27.4
"Guzman, Denzer",694203,108,LAA,SS,21,12,,,27.4
"Vargas, Ildemaro",545121,109,AZ,2B,33,63,,4.52,27.4
"Sabol, Blake",666165,111,BOS,C,27,10,,,27.4
"Kiner-Falefa, Isiah",643396,141,TOR,SS,30,252,,4.39,27.4
"Millas, Drew",686452,120,WSH,C,27,30,,4.32,27.4
"Smith, Will",669257,119,LAD,C,30,128,,4.5,27.3
"O'Hoppe, Logan",681351,108,LAA,C,25,111,,4.57,27.3
"Lukes, Nathan",664770,141,TOR,RF,30,210,,4.44,27.3
"Nimmo, Brandon",607043,121,NYM,LF,32,233,,4.33,27.3
"Montgomery, Colson",695657,145,CWS,SS,23,76,,4.5,27.3
"Lopez, Nicky",670032,112,CHC,3B,30,17,,4.32,27.3
"Diaz, Yainer",673237,117,HOU,C,26,237,,4.37,27.3
"Kwan, Steven",680757,114,CLE,LF,27,272,2.0,4.28,27.3
"Ward, Taylor",621493,108,LAA,LF,31,167,1.0,4.51,27.3
"Pham, Tommy",502054,134,PIT,LF,37,166,,4.58,27.2
"Goodman, Hunter",696100,115,COL,C,25,175,,4.57,27.2
"Davidson, Logan",669722,108,LAA,1B,27,12,,,27.2
"Perdomo, Geraldo",672695,109,AZ,SS,25,242,1.0,4.46,27.2
"Campbell, Kristian",692225,111,BOS,2B,23,96,,4.47,27.2
"Albies, Ozzie",645277,144,ATL,2B,28,213,,4.25,27.2
"Melendez, MJ",669004,118,KC,LF,26,18,,,27.2
"Hayes, Ke'Bryan",663647,113,CIN,3B,28,216,,4.61,27.2
"Heyward, Jason",518792,135,SD,LF,35,31,,4.45,27.2
"Handley, Maverick",668974,110,BAL,C,27,11,,4.48,27.1
"Gray, Tristan",656484,139,TB,2B,29,24,,,27.1
"Stowers, Kyle",669065,146,MIA,LF,27,143,,4.51,27.1
"Bleday, JJ",668709,133,ATH,CF,27,99,,4.45,27.1
"Kurtz, Nick",701762,133,ATH,1B,22,126,,4.47,27.1
"Espinal, Santiago",669289,113,CIN,3B,30,130,,4.5,27.1
"Rodríguez, Endy",682848,134,PIT,1B,25,17,,,27.1
"Polanco, Jorge",593871,136,SEA,DH,31,178,,4.35,27.1
"Judge, Aaron",592450,147,NYY,RF,33,198,,4.73,27.1
"Noel, Jhonkensy",678877,114,CLE,RF,23,49,,4.58,27.1
"Fermín, José",665877,138,STL,2B,26,22,,4.59,27.1
"Bauers, Jake",641343,158,MIL,1B,29,64,,4.42,27.1
"Gurriel Jr., Lourdes",666971,109,AZ,LF,31,184,,4.53,27.1
"Carpenter, Kerry",681481,116,DET,RF,27,146,,4.47,27.1
"McCutchen, Andrew",457705,134,PIT,DH,38,158,,4.57,27.1
"Grichuk, Randal",545341,118,KC,DH,33,100,,4.63,27.1
"Fermin, Freddy",666023,135,SD,C,30,120,,4.6,27.0
"Harper, Bryce",547180,143,PHI,1B,32,201,,4.49,27.0
"Meidroth, Chase",805367,145,CWS,SS,23,217,,4.47,27.0
"Urías, Ramón",602104,117,HOU,3B,31,132,,4.63,27.0
"Arias, Gabriel",672356,114,CLE,SS,25,178,,4.51,27.0
"Muncy, Max",571970,119,LAD,3B,34,107,,4.45,27.0
"Sánchez, Jesús",660821,117,HOU,RF,27,185,,4.48,27.0
"Rodríguez, Johnathan",671286,114,CLE,RF,25,36,,4.68,27.0
"Moreno, Gabriel",672515,109,AZ,C,25,98,,4.45,27.0
"García, Adolis",666969,140,TEX,RF,32,155,1.0,4.5,27.0
"Wilson, Jacob",805779,133,ATH,SS,23,263,1.0,4.51,27.0
"Locklear, Tyler",682988,109,AZ,1B,24,33,,4.62,27.0
"Rocchio, Brayan",677587,114,CLE,SS,24,137,,4.55,27.0
"Nootbaar, Lars",663457,138,STL,LF,27,187,,4.4,27.0
"Baty, Brett",683146,121,NYM,3B,25,158,,4.4,27.0
"Kepler, Max",596146,143,PHI,LF,32,142,,4.41,27.0
"Rengifo, Luis",650859,108,LAA,2B,28,218,,4.36,27.0
"Joe, Connor",656582,113,CIN,RF,32,24,,4.54,27.0
"Sheets, Gavin",657757,135,SD,LF,29,182,,4.49,27.0
"Bruján, Vidal",660644,144,ATL,3B,27,44,,4.4,27.0
"Newman, Kevin",621028,108,LAA,3B,31,48,,4.55,27.0
"Toglia, Michael",669911,115,COL,1B,26,72,,4.61,27.0
"Renfroe, Hunter",592669,118,KC,RF,33,38,,4.57,27.0
"Reyes, Pablo",622569,147,NYY,2B,31,10,,,26.9
"Hernández, Enrique",571771,119,LAD,3B,33,101,,4.57,26.9
"Mesa Jr., Victor",683748,146,MIA,RF,23,14,,,26.9
"Wagaman, Eric",676572,146,MIA,1B,27,185,,4.67,26.9
"Wagner, Will",695238,135,SD,3B,26,56,,4.53,26.9
"Andujar, Miguel",609280,113,CIN,3B,30,152,,4.57,26.9
"Altuve, Jose",514888,117,HOU,2B,35,224,20.0,4.44,26.9
"Betts, Mookie",605141,119,LAD,SS,32,236,,4.49,26.9
"Lowe, Brandon",664040,139,TB,2B,30,139,,4.38,26.9
"Butler, Lawrence",671732,133,ATH,RF,24,212,1.0,4.46,26.9
"Guerrero Jr., Vladimir",665489,141,TOR,1B,26,278,,4.56,26.9
"Mead, Curtis",678554,145,CWS,3B,24,76,,4.64,26.9
"Jiménez, Leo",677870,141,TOR,2B,24,10,,,26.9
"Yastrzemski, Mike",573262,118,KC,RF,34,150,,4.39,26.9
"Bouchard, Sean",656248,115,COL,RF,29,18,,4.64,26.8
"McKinney, Billy",641856,140,TEX,RF,30,10,,,26.8
