Name,Age,#days,Lev,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,mlbID,AVG
Willie Calhoun,29,646,Maj-AL,Los Angeles,68,254,229,26,56,16,0,5,20,23,1,31,1,0,1,5,0,1,0.245,0.315,0.38,0.695,641432,0.245
Alex Call,29,637,Maj-NL,Washington,30,113,99,15,34,9,0,3,14,12,0,19,2,0,0,2,5,1,0.343,0.425,0.525,0.95,669743,0.343
Jair Camargo,24,669,Maj-AL,Minnesota,5,7,6,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0.0,0.143,0.0,0.143,665856,0.0
Daz Cameron,27,600,Maj-AL,Oakland,66,186,170,22,34,5,1,5,15,13,0,51,1,0,2,3,5,0,0.2,0.258,0.329,0.587,663662,0.2
Junior Caminero,20,600,Maj-AL,Tampa Bay,43,177,165,15,41,9,1,6,18,11,2,38,1,0,0,2,2,0,0.248,0.299,0.424,0.724,691406,0.248
Gustavo Campero,26,600,Maj-AL,Los Angeles,13,48,46,6,11,0,1,1,6,0,0,8,2,0,0,0,3,0,0.239,0.271,0.348,0.619,672569,0.239
Luis Campusano,25,622,Maj-NL,San Diego,91,299,277,37,63,13,0,8,40,20,0,41,1,0,1,11,0,0,0.227,0.281,0.361,0.642,669134,0.227
Alexander Canario,24,678,Maj-NL,Chicago,15,28,25,4,7,1,0,1,2,2,0,11,1,0,0,0,1,0,0.28,0.357,0.44,0.797,672744,0.28
Jeimer Candelario,30,641,Maj-NL,Cincinnati,112,463,427,47,96,23,2,20,56,27,1,114,6,0,3,7,4,3,0.225,0.279,0.429,0.707,600869,0.225
Mark Canha,35,601,"Maj-AL,Maj-NL","Detroit,San Francisco",125,462,393,46,95,20,0,7,42,51,2,96,13,0,5,10,7,0,0.242,0.344,0.346,0.69,592192,0.242
Dominic Canzone,26,634,Maj-AL,Seattle,67,188,168,20,33,7,0,8,17,18,2,53,0,0,2,5,1,0,0.196,0.271,0.381,0.652,686527,0.196
Conner Capel,27,736,Maj-NL,Cincinnati,5,8,8,1,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0.25,0.25,0.25,0.5,668843,0.25
Vinny Capra,27,682,Maj-NL,Milwaukee,3,9,9,1,1,1,0,0,0,0,0,3,0,0,0,1,0,0,0.111,0.111,0.222,0.333,681962,0.111
Victor Caratini,30,597,Maj-AL,Houston,89,282,251,31,67,8,1,8,30,23,1,56,5,0,3,6,0,1,0.267,0.337,0.402,0.739,605170,0.267
Dylan Carlson,25,600,"Maj-AL,Maj-NL","St. Louis,Tampa Bay",96,265,235,19,49,7,0,3,25,22,0,75,5,0,3,2,2,1,0.209,0.287,0.277,0.563,666185,0.209
Kerry Carpenter,26,587,Maj-AL,Detroit,94,316,283,40,80,16,5,19,61,23,2,82,4,0,3,6,0,2,0.283,0.342,0.576,0.918,681481,0.283
Matt Carpenter,38,600,Maj-NL,St. Louis,58,157,137,15,32,7,0,4,15,15,0,51,2,0,2,0,0,2,0.234,0.314,0.372,0.686,572761,0.234
Corbin Carroll,23,600,Maj-NL,Arizona,158,684,589,121,136,22,14,22,74,73,0,130,10,3,9,3,35,8,0.231,0.322,0.428,0.749,682998,0.231
Evan Carter,21,726,Maj-AL,Texas,45,162,144,23,27,6,2,5,15,15,0,43,2,0,1,1,2,0,0.188,0.272,0.361,0.633,694497,0.188
Curt Casali,35,600,Maj-NL,San Francisco,41,125,108,12,21,3,0,1,8,13,0,22,2,2,0,3,0,0,0.194,0.293,0.25,0.543,592200,0.194
Triston Casas,24,600,Maj-AL,Boston,62,240,210,28,51,8,0,13,32,29,4,75,1,0,0,6,0,1,0.243,0.338,0.467,0.804,671213,0.243
Nick Castellanos,32,590,Maj-NL,Philadelphia,166,676,623,82,161,31,4,24,89,41,2,142,10,0,2,14,6,2,0.258,0.314,0.437,0.75,592206,0.258
Diego Castillo,26,668,Maj-AL,Minnesota,4,8,6,3,2,1,0,0,2,2,0,1,0,0,0,0,0,0,0.333,0.5,0.5,1.0,660636,0.333
Luis Castillo,31,691,Maj-AL,Seattle,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,622491,0.0
Willi Castro,27,601,Maj-AL,Minnesota,158,635,558,89,138,31,5,12,60,51,0,150,21,1,4,8,14,9,0.247,0.331,0.385,0.717,650489,0.247
Jake Cave,31,600,Maj-NL,Colorado,123,346,323,42,81,16,5,7,37,18,1,98,1,1,3,6,5,2,0.251,0.29,0.396,0.686,595909,0.251
Andrés Chaparro,25,607,Maj-NL,Washington,33,132,121,12,26,12,0,4,15,7,0,24,4,0,0,3,1,1,0.215,0.28,0.413,0.694,665953,0.215
Matt Chapman,31,600,Maj-NL,San Francisco,154,647,575,98,142,39,2,27,78,64,3,158,6,0,2,13,15,2,0.247,0.328,0.463,0.79,656305,0.247
Jazz Chisholm Jr.,26,569,"Maj-AL,Maj-NL","Miami,New York",161,682,617,79,154,22,4,26,75,57,5,166,5,1,2,6,46,11,0.25,0.317,0.425,0.742,665862,0.25
Jackson Chourio,20,596,Maj-NL,Milwaukee,151,585,539,83,150,29,4,23,82,40,4,122,3,1,2,7,23,7,0.278,0.33,0.475,0.805,694192,0.278
Jonatan Clase,22,600,Maj-AL,"Seattle,Toronto",26,66,61,7,15,2,0,1,5,3,0,17,2,0,0,1,3,1,0.246,0.303,0.328,0.631,682729,0.246
Kody Clemens,28,590,Maj-NL,Philadelphia,47,125,119,17,27,10,1,5,19,5,0,31,1,0,0,2,0,0,0.227,0.264,0.454,0.718,665019,0.227
Ernie Clement,28,600,Maj-AL,Toronto,138,452,434,47,114,21,3,12,51,11,1,41,3,2,2,11,12,3,0.263,0.284,0.408,0.692,676391,0.263
Oscar Colás,25,700,Maj-AL,Chicago,13,38,33,1,9,0,0,0,4,4,0,10,1,0,0,0,0,1,0.273,0.368,0.273,0.641,693049,0.273
Isaac Collins,26,600,Maj-NL,Milwaukee,11,19,17,0,2,0,0,0,0,2,0,10,0,0,0,0,1,0,0.118,0.211,0.118,0.328,686555,0.118
Michael Conforto,31,600,Maj-NL,San Francisco,130,488,438,56,104,27,3,20,66,42,1,118,5,0,3,16,0,1,0.237,0.309,0.45,0.759,624424,0.237
Griffin Conine,26,600,Maj-NL,Miami,30,89,82,14,22,4,1,3,12,6,0,28,1,0,0,1,0,0,0.268,0.326,0.451,0.777,665052,0.268
William Contreras,26,596,Maj-NL,Milwaukee,158,691,607,99,169,37,2,23,94,78,5,142,3,0,3,20,9,2,0.278,0.362,0.46,0.821,661388,0.278
Willson Contreras,32,636,Maj-NL,St. Louis,84,358,301,48,79,17,0,15,36,45,2,96,12,0,0,7,4,1,0.262,0.38,0.468,0.848,575929,0.262
Billy Cook,25,600,Maj-NL,Pittsburgh,16,49,49,5,11,2,0,3,8,0,0,19,0,0,0,0,1,0,0.224,0.224,0.449,0.673,695257,0.224
Garrett Cooper,33,712,"Maj-AL,Maj-NL","Boston,Chicago",36,116,107,6,22,5,1,1,11,7,0,35,2,0,0,3,0,0,0.206,0.267,0.299,0.566,643265,0.206
Carlos Correa,29,602,Maj-AL,Minnesota,86,367,319,55,99,20,2,14,54,40,4,61,3,0,4,5,0,0,0.31,0.388,0.517,0.905,621043,0.31
Colton Cowser,24,597,Maj-AL,Baltimore,155,568,506,77,122,24,3,24,69,52,2,175,7,0,3,9,9,4,0.241,0.319,0.443,0.761,681297,0.241
Brandon Crawford,37,650,Maj-NL,St. Louis,28,80,71,5,12,5,0,1,4,8,0,26,1,0,0,0,0,0,0.169,0.263,0.282,0.544,543063,0.169
J.P. Crawford,29,600,Maj-AL,Seattle,105,451,392,55,79,16,2,9,37,52,0,102,6,0,1,4,5,0,0.202,0.304,0.321,0.625,641487,0.202
Dylan Crews,22,600,Maj-NL,Washington,31,132,119,12,26,5,1,3,8,11,0,26,1,0,1,4,12,3,0.218,0.288,0.353,0.641,686611,0.218
Jake Cronenworth,30,588,Maj-NL,San Diego,162,681,599,74,142,29,4,17,83,63,0,127,12,1,3,19,5,2,0.237,0.321,0.384,0.705,630105,0.237
Pete Crow-Armstrong,22,600,Maj-NL,Chicago,123,410,372,46,88,13,6,10,47,21,2,98,6,8,3,4,27,3,0.237,0.286,0.384,0.67,691718,0.237
Oneil Cruz,25,600,Maj-NL,Pittsburgh,146,599,541,72,140,34,3,21,76,51,5,181,3,0,4,8,22,1,0.259,0.324,0.449,0.773,665833,0.259
Travis d\'Arnaud,35,597,Maj-NL,Atlanta,101,346,312,40,74,17,0,15,48,24,0,90,6,0,4,8,1,0,0.237,0.301,0.436,0.736,518595,0.237
David Dahl,30,685,Maj-NL,Philadelphia,19,62,58,6,12,2,0,3,8,3,0,21,0,0,1,0,0,0,0.207,0.242,0.397,0.638,621311,0.207
Bobby Dalbec,29,700,Maj-AL,Boston,37,93,83,6,11,2,0,1,8,8,0,43,1,1,0,1,3,0,0.133,0.217,0.193,0.41,666915,0.133
Henry Davis,24,625,Maj-NL,Pittsburgh,37,122,104,9,15,4,0,1,5,13,0,45,1,1,2,1,0,0,0.144,0.242,0.212,0.453,680779,0.144
J.D. Davis,31,667,Maj-AL,"New York,Oakland",46,157,142,13,31,5,0,4,6,12,0,39,3,0,0,5,0,0,0.218,0.293,0.338,0.631,605204,0.218
Bryan De La Cruz,27,602,Maj-NL,"Miami,Pittsburgh",149,622,584,61,136,25,0,21,68,29,1,170,3,0,5,10,5,2,0.233,0.271,0.384,0.654,650559,0.233
Elly De La Cruz,22,600,Maj-NL,Cincinnati,160,696,618,105,160,36,10,25,76,69,2,218,6,2,1,12,67,16,0.259,0.339,0.471,0.809,682829,0.259
Luis De Los Santos,26,600,Maj-AL,Toronto,13,31,29,2,5,2,0,0,1,2,0,10,0,0,0,2,0,0,0.172,0.226,0.241,0.467,665782,0.172
Paul DeJong,30,601,Maj-AL,"Chicago,Kansas City",139,482,445,54,101,17,0,24,56,23,0,156,9,0,5,9,2,2,0.227,0.276,0.427,0.703,657557,0.227
Adrian Del Castillo,24,614,Maj-NL,Arizona,25,87,80,12,25,5,0,4,19,7,0,28,0,0,0,1,1,1,0.313,0.368,0.525,0.893,680728,0.313
Jason Delay,29,695,Maj-NL,Pittsburgh,7,19,15,1,3,3,0,0,6,3,0,0,0,1,0,0,0,0,0.2,0.333,0.4,0.733,641511,0.2
Zach DeLoach,25,600,Maj-AL,Chicago,22,75,67,10,14,5,0,1,5,8,0,21,0,0,0,0,0,1,0.209,0.293,0.328,0.622,676113,0.209
Jonny DeLuca,25,600,Maj-AL,Tampa Bay,107,362,332,29,72,12,4,6,31,24,1,77,4,2,0,1,16,6,0.217,0.278,0.331,0.609,676356,0.217
José Devers,24,619,Maj-NL,Miami,3,4,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.25,0.25,0.25,0.5,672701,0.25
Rafael Devers,27,609,Maj-AL,Boston,138,598,522,87,143,34,5,28,83,67,14,146,3,0,6,13,3,0,0.274,0.356,0.519,0.875,646240,0.274
Zach Dezenzo,24,601,Maj-AL,Houston,19,65,62,5,15,2,0,2,8,3,0,22,0,0,0,3,0,0,0.242,0.277,0.371,0.648,701305,0.242
Aledmys Díaz,33,668,Maj-AL,"Houston,Oakland",14,34,33,2,3,0,0,0,1,1,0,9,0,0,0,0,0,0,0.091,0.118,0.091,0.209,649557,0.091
Elias Díaz,33,594,Maj-NL,"Colorado,San Diego",97,352,326,27,86,20,0,6,39,20,2,70,4,0,2,15,0,0,0.264,0.313,0.38,0.693,553869,0.264
Yainer Diaz,25,597,Maj-AL,Houston,150,627,592,70,177,29,3,16,85,25,1,108,2,0,8,23,2,0,0.299,0.325,0.439,0.765,673237,0.299
Yandy Díaz,32,601,Maj-AL,Tampa Bay,145,621,563,55,158,31,1,14,65,50,0,95,4,0,4,12,0,0,0.281,0.341,0.414,0.755,650490,0.281
Dillon Dingler,25,601,Maj-AL,Detroit,27,87,84,2,14,5,2,1,11,3,0,30,0,0,0,2,0,0,0.167,0.195,0.31,0.505,693307,0.167
Jasson Domínguez,21,600,Maj-AL,New York,18,67,56,8,10,1,0,2,4,11,0,19,0,0,0,0,5,0,0.179,0.313,0.304,0.617,691176,0.179
Brendan Donovan,27,600,Maj-NL,St. Louis,153,652,587,65,163,34,3,14,73,47,0,81,13,0,5,4,5,5,0.278,0.342,0.417,0.759,680977,0.278
