year,mlbam_id,name_savant,name_human,bbe,gb_rate,air_rate,fb_rate,ld_rate,pu_rate,pull_rate,straight_rate,oppo_rate,pull_gb_rate,straight_gb_rate,oppo_gb_rate,pull_air_rate,straight_air_rate,oppo_air_rate,snapshot_date
2022,699912,"Fernandez, Jose",Jose Fernandez,129,0.4961240310077519,0.5038759689922481,0.1317829457364341,0.2248062015503876,0.1472868217054263,0.4496124031007752,0.3100775193798449,0.2403100775193798,0.2713178294573643,0.1550387596899224,0.0697674418604651,0.1782945736434109,0.1550387596899224,0.1705426356589147,2026-06-05
2022,542303,"Ozuna, Marcell",Marcell Ozuna,118,0.288135593220339,0.711864406779661,0.3050847457627119,0.2711864406779661,0.135593220338983,0.3644067796610169,0.3644067796610169,0.2711864406779661,0.1779661016949152,0.1016949152542373,0.0084745762711864,0.1864406779661016,0.2627118644067796,0.2627118644067797,2026-06-05
2022,668804,"Reynolds, Bryan",Bryan Reynolds,165,0.5333333333333333,0.4666666666666667,0.2181818181818181,0.2363636363636363,0.0121212121212121,0.4303030303030303,0.3090909090909091,0.2606060606060606,0.2909090909090909,0.1757575757575757,0.0666666666666666,0.1393939393939394,0.1333333333333333,0.1939393939393939,2026-06-05
2022,661388,"Contreras, William",William Contreras,192,0.4322916666666667,0.5677083333333333,0.2447916666666666,0.2291666666666666,0.09375,0.3802083333333333,0.3697916666666667,0.25,0.21875,0.1822916666666666,0.03125,0.1614583333333333,0.1875,0.21875,2026-06-05
2022,686217,"Frelick, Sal",Sal Frelick,168,0.5416666666666666,0.4583333333333333,0.1785714285714285,0.1964285714285714,0.0833333333333333,0.4345238095238095,0.3630952380952381,0.2023809523809523,0.2857142857142857,0.1904761904761904,0.0654761904761904,0.1488095238095238,0.1726190476190476,0.1369047619047619,2026-06-05
2022,687401,"Ortiz, Joey",Joey Ortiz,100,0.54,0.4599999999999999,0.22,0.15,0.09,0.32,0.42,0.26,0.24,0.23,0.07,0.08,0.1899999999999999,0.19,2026-06-05
2022,650859,"Rengifo, Luis",Luis Rengifo,150,0.5333333333333333,0.4666666666666667,0.16,0.26,0.0466666666666666,0.3866666666666666,0.34,0.2733333333333333,0.24,0.2,0.0933333333333333,0.1466666666666666,0.14,0.18,2026-06-05
2022,691594,"Sanoja, Javier",Javier Sanoja,114,0.4736842105263157,0.5263157894736842,0.1666666666666666,0.2631578947368421,0.0964912280701754,0.4649122807017544,0.3771929824561403,0.1578947368421052,0.2368421052631578,0.1929824561403508,0.043859649122807,0.2280701754385965,0.1842105263157895,0.1140350877192982,2026-06-05
2022,665487,"Tatis Jr., Fernando",Fernando Tatis Jr.,176,0.5284090909090909,0.471590909090909,0.1875,0.25,0.034090909090909,0.2727272727272727,0.4318181818181818,0.2954545454545454,0.1875,0.2556818181818182,0.0852272727272727,0.0852272727272727,0.1761363636363636,0.2102272727272727,2026-06-05
2022,664023,"Happ, Ian",Ian Happ,140,0.3714285714285714,0.6285714285714286,0.3428571428571428,0.2071428571428571,0.0785714285714285,0.4642857142857143,0.3214285714285714,0.2142857142857142,0.1785714285714285,0.15,0.0428571428571428,0.2857142857142857,0.1714285714285714,0.1714285714285714,2026-06-05
2022,673548,"Suzuki, Seiya",Seiya Suzuki,128,0.3515625,0.6484375,0.265625,0.265625,0.1171875,0.390625,0.3359375,0.2734375,0.1875,0.1171875,0.046875,0.203125,0.21875,0.2265625,2026-06-05
2022,608348,"Kelly, Carson",Carson Kelly,117,0.452991452991453,0.5470085470085471,0.2393162393162393,0.2222222222222222,0.0854700854700854,0.3418803418803419,0.4444444444444444,0.2136752136752136,0.2222222222222222,0.2136752136752136,0.017094017094017,0.1196581196581196,0.2307692307692307,0.1965811965811965,2026-06-05
2022,805779,"Wilson, Jacob",Jacob Wilson,143,0.5104895104895105,0.4895104895104895,0.2097902097902098,0.2447552447552447,0.0349650349650349,0.3216783216783216,0.4125874125874126,0.2657342657342657,0.1958041958041958,0.2027972027972027,0.1118881118881118,0.1258741258741258,0.2097902097902098,0.1538461538461538,2026-06-05
2022,691016,"Soderstrom, Tyler",Tyler Soderstrom,175,0.44,0.5599999999999999,0.3085714285714285,0.1714285714285714,0.08,0.3828571428571428,0.4,0.2171428571428571,0.2057142857142857,0.2114285714285714,0.0228571428571428,0.1771428571428571,0.1885714285714285,0.1942857142857142,2026-06-05
2022,680869,"Gelof, Zack",Zack Gelof,111,0.4504504504504504,0.5495495495495496,0.2432432432432432,0.2072072072072072,0.0990990990990991,0.4054054054054054,0.3963963963963964,0.1981981981981982,0.2252252252252252,0.2162162162162162,0.009009009009009,0.1801801801801802,0.1801801801801801,0.1891891891891892,2026-06-05
